,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-01-29,5.0,35.0,15.0,17.0,34.0,7.0,23.0,44.0,24.0,14.0,8.0,22.0,25.0,17.0,15.0,8.0,22.0,15.0,12.0,20.0,22.590183323477238
2020-01-30,22.0,18.0,23.0,17.0,36.0,0.0,8.0,0.0,17.0,30.0,16.0,8.0,20.0,36.0,23.0,16.0,15.0,15.0,13.0,7.0,20.106445890005915
2020-01-31,6.0,37.0,0.0,0.0,18.0,7.0,24.0,19.0,0.0,15.0,0.0,8.0,7.0,9.0,16.0,0.0,23.0,15.0,13.0,15.0,13.719692489651095
2020-02-01,12.0,9.0,24.0,27.0,19.0,15.0,0.0,9.0,9.0,8.0,13.0,0.0,14.0,19.0,16.0,8.0,8.0,0.0,0.0,0.0,12.418687167356595
2020-02-02,6.0,18.0,15.0,17.0,0.0,7.0,24.0,9.0,0.0,15.0,16.0,8.0,13.0,18.0,8.0,16.0,0.0,8.0,0.0,21.0,12.950916617386163
2020-02-03,10.0,0.0,0.0,15.0,0.0,13.0,21.0,16.0,37.0,13.0,21.0,0.0,24.0,32.0,7.0,21.0,20.0,27.0,6.0,6.0,17.090479006505028
2020-02-04,21.0,26.0,7.0,0.0,9.0,14.0,15.0,9.0,41.0,15.0,20.0,7.0,19.0,18.0,30.0,8.0,0.0,0.0,6.0,14.0,16.49911295091662
2020-02-05,22.0,9.0,15.0,17.0,17.0,7.0,16.0,9.0,25.0,44.0,15.0,15.0,19.0,17.0,15.0,31.0,37.0,7.0,37.0,7.0,22.531046717918393
2020-02-06,11.0,9.0,8.0,0.0,9.0,7.0,8.0,37.0,9.0,23.0,16.0,24.0,0.0,9.0,8.0,24.0,8.0,15.0,0.0,14.0,14.133648728562981
2020-02-07,12.0,19.0,16.0,36.0,37.0,15.0,17.0,10.0,27.0,32.0,13.0,32.0,21.0,46.0,8.0,16.0,8.0,8.0,26.0,15.0,24.482554701360144
2020-02-08,23.0,37.0,39.0,18.0,19.0,22.0,41.0,9.0,26.0,16.0,25.0,32.0,34.0,18.0,8.0,24.0,8.0,23.0,13.0,15.0,26.611472501478417
2020-02-09,22.0,18.0,7.0,25.0,26.0,14.0,0.0,18.0,8.0,37.0,20.0,7.0,6.0,0.0,8.0,23.0,15.0,0.0,6.0,14.0,16.203429923122414
2020-02-10,5.0,26.0,14.0,8.0,17.0,20.0,0.0,26.0,0.0,14.0,23.0,15.0,6.0,0.0,15.0,15.0,14.0,7.0,18.0,20.0,15.552927261975164
2020-02-11,5.0,26.0,7.0,17.0,17.0,14.0,8.0,0.0,0.0,15.0,16.0,15.0,0.0,26.0,7.0,15.0,7.0,7.0,0.0,7.0,12.359550561797754
2020-02-12,5.0,26.0,15.0,17.0,34.0,21.0,31.0,27.0,25.0,22.0,15.0,15.0,13.0,9.0,22.0,22.0,15.0,29.0,18.0,21.0,23.772915434654056
2020-02-13,6.0,9.0,22.0,8.0,18.0,7.0,16.0,18.0,34.0,22.0,16.0,8.0,13.0,27.0,38.0,15.0,15.0,15.0,19.0,14.0,20.106445890005915
2020-02-14,6.0,18.0,8.0,26.0,45.0,22.0,16.0,9.0,26.0,15.0,12.0,24.0,13.0,18.0,8.0,16.0,15.0,15.0,19.0,14.0,20.40212891780012
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,17.0,0.0,8.0,18.0,36.0,7.0,16.0,37.0,18.0,23.0,25.0,16.0,0.0,28.0,8.0,8.0,16.0,23.0,19.0,29.0,20.81608515671201
2020-02-17,5.0,9.0,7.0,17.0,35.0,0.0,16.0,27.0,25.0,22.0,20.0,0.0,6.0,26.0,8.0,15.0,22.0,15.0,12.0,28.0,18.628030751034892
2020-02-18,16.0,9.0,7.0,8.0,9.0,0.0,0.0,27.0,16.0,15.0,8.0,22.0,13.0,9.0,15.0,23.0,22.0,7.0,24.0,14.0,15.612063867534005
2020-02-19,11.0,9.0,8.0,9.0,9.0,15.0,8.0,9.0,0.0,0.0,24.0,0.0,0.0,0.0,8.0,16.0,8.0,8.0,0.0,7.0,8.811354228267298
2020-02-20,17.0,47.0,38.0,44.0,37.0,59.0,33.0,28.0,9.0,23.0,12.0,24.0,34.0,27.0,40.0,32.0,23.0,38.0,32.0,29.0,37.01951507983442
2020-02-21,0.0,29.0,16.0,63.0,19.0,30.0,42.0,29.0,18.0,24.0,22.0,25.0,7.0,0.0,25.0,8.0,24.0,24.0,20.0,15.0,26.020106445890008
2020-02-22,12.0,20.0,33.0,19.0,20.0,8.0,26.0,10.0,0.0,8.0,18.0,8.0,7.0,29.0,25.0,8.0,8.0,17.0,14.0,16.0,18.095801301005324
2020-02-23,0.0,0.0,16.0,18.0,47.0,31.0,42.0,29.0,27.0,8.0,17.0,25.0,21.0,19.0,25.0,17.0,8.0,16.0,20.0,15.0,23.71377882909521
2020-02-24,11.0,18.0,8.0,17.0,9.0,22.0,16.0,18.0,34.0,15.0,12.0,31.0,20.0,18.0,15.0,31.0,15.0,30.0,13.0,0.0,20.875221762270844
