,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-10-05,14.0,0.0,21.0,20.0,30.0,35.0,51.0,22.0,0.0,75.0,33.0,53.0,36.0,21.50537634408602,19.0,30.927835051546392,39.0,18.0,16.0,39.0,42.26010052839208
2020-10-06,43.0,0.0,41.0,60.0,61.0,53.0,50.0,22.0,37.0,19.0,100.0,36.0,53.0,64.51612903225806,39.0,47.422680412371136,59.0,54.0,48.0,59.0,69.71251121563837
2020-10-07,14.0,61.0,0.0,19.0,0.0,18.0,25.0,22.0,0.0,56.0,33.0,54.0,18.0,43.01075268817204,58.0,46.391752577319586,20.0,0.0,16.0,58.0,41.37347791849844
2020-10-08,46.0,43.0,44.0,86.0,49.0,39.0,55.0,24.0,20.0,20.0,0.0,96.0,58.0,47.31182795698925,42.0,34.02061855670103,42.0,19.0,35.0,21.0,60.455744396102155
2020-10-09,0.0,70.0,24.0,46.0,35.0,41.0,87.0,25.0,0.0,22.0,38.0,0.0,41.0,24.731182795698924,45.0,18.556701030927837,22.0,60.0,19.0,0.0,45.56573914232666
2020-10-10,34.0,98.0,96.0,71.0,36.0,42.0,30.0,77.0,44.0,46.0,59.0,64.0,86.0,51.61290322580645,46.0,37.11340206185567,46.0,63.0,58.0,70.0,85.09944798186316
2020-10-11,16.0,23.0,22.0,22.0,33.0,100.0,84.0,0.0,0.0,42.0,56.0,0.0,20.0,48.38709677419355,43.0,17.52577319587629,0.0,39.0,54.0,43.0,48.854450648781224
2020-10-12,0.0,43.0,22.0,85.0,0.0,38.0,27.0,48.0,0.0,41.0,18.0,0.0,38.0,92.47311827956989,41.0,32.98969072164948,21.0,38.0,35.0,21.0,47.27365324313821
2020-10-13,46.0,21.0,44.0,63.0,48.0,57.0,80.0,23.0,40.0,100.0,18.0,19.0,19.0,46.236559139784944,82.0,16.49484536082474,42.0,0.0,17.0,41.0,60.63253953749946
2020-10-14,29.0,21.0,63.0,21.0,31.0,54.0,52.0,22.0,19.0,19.0,34.0,18.0,55.0,44.086021505376344,100.0,16.49484536082474,20.0,54.0,100.0,20.0,58.41054624151632
2020-10-15,16.0,66.0,67.0,22.0,49.0,39.0,28.0,71.0,60.0,42.0,54.0,59.0,39.0,94.6236559139785,42.0,34.02061855670103,84.0,77.0,53.0,65.0,78.23961513378177
2020-10-16,33.0,23.0,46.0,66.0,17.0,61.0,85.0,73.0,42.0,43.0,0.0,60.0,41.0,49.46236559139785,22.0,52.577319587628864,43.0,20.0,73.0,45.0,65.961416815235
2020-10-17,18.0,25.0,26.0,25.0,0.0,66.0,97.0,0.0,71.0,24.0,20.0,0.0,45.0,54.83870967741935,72.0,40.20618556701031,0.0,22.0,62.0,49.0,52.84379898863801
2020-10-18,55.0,78.0,0.0,100.0,77.0,68.0,64.0,85.0,24.0,72.0,63.0,45.0,91.0,55.913978494623656,97.0,100.0,100.0,0.0,82.0,100.0,100.0
2020-10-19,31.0,66.0,89.0,43.0,16.0,19.0,82.0,48.0,81.0,83.0,0.0,38.0,20.0,23.655913978494624,0.0,51.54639175257732,64.0,19.0,35.0,42.0,62.73074927530822
2020-10-20,30.0,21.0,64.0,21.0,0.0,19.0,27.0,69.0,58.0,39.0,17.0,19.0,37.0,22.580645161290324,0.0,0.0,41.0,55.0,0.0,20.0,41.23921295159002
2020-10-21,15.0,0.0,22.0,21.0,16.0,0.0,54.0,24.0,60.0,0.0,18.0,19.0,19.0,23.655913978494624,21.0,16.49484536082474,21.0,58.0,35.0,21.0,34.20635108013654
2020-10-22,15.0,0.0,22.0,65.0,16.0,19.0,55.0,0.0,20.0,21.0,0.0,58.0,39.0,46.236559139784944,42.0,17.52577319587629,21.0,38.0,53.0,21.0,41.91587243921335
2020-10-23,64.0,66.0,90.0,22.0,33.0,20.0,28.0,73.0,0.0,62.0,18.0,59.0,40.0,23.655913978494624,21.0,35.05154639175258,86.0,78.0,90.0,65.0,71.75896746605041
2020-10-24,36.0,25.0,51.0,73.0,19.0,44.0,62.0,54.0,91.0,46.0,40.0,87.0,66.0,79.56989247311827,47.0,57.7319587628866,98.0,66.0,20.0,72.0,83.59423435923424
2020-10-25,17.0,0.0,24.0,0.0,0.0,0.0,0.0,51.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,11.42297908758806
2020-10-26,15.0,21.0,21.0,20.0,0.0,0.0,52.0,67.0,0.0,39.0,34.0,0.0,37.0,22.580645161290324,40.0,32.98969072164948,0.0,0.0,17.0,60.0,35.269025411166545
2020-10-27,30.0,0.0,22.0,21.0,0.0,19.0,52.0,46.0,20.0,20.0,35.0,19.0,19.0,22.580645161290324,0.0,16.49484536082474,21.0,38.0,17.0,41.0,33.832320824892584
