,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-01-29,12.0,6.0,4.0,13.0,10.0,8.0,12.0,7.0,12.0,10.0,6.0,6.0,7.0,8.0,9.0,8.0,10.0,9.0,4.0,10.0,8.558558558558559
2020-01-30,12.0,11.0,9.0,13.0,6.0,17.0,9.0,11.0,11.0,6.0,2.0,6.0,5.0,21.0,18.0,5.0,14.0,16.0,8.0,8.0,10.41041041041041
2020-01-31,6.0,11.0,8.0,6.0,11.0,6.0,11.0,7.0,7.0,13.0,4.0,8.0,2.0,3.0,7.0,3.0,8.0,2.0,6.0,7.0,6.806806806806806
2020-02-01,5.0,10.0,6.0,2.0,10.0,7.0,4.0,8.0,10.0,12.0,9.0,12.0,0.0,10.0,0.0,6.0,7.0,4.0,2.0,8.0,6.606606606606606
2020-02-02,14.0,5.0,15.0,7.0,12.0,7.0,4.0,18.0,8.0,9.0,2.0,9.0,14.0,6.0,11.0,11.0,7.0,12.0,11.0,9.0,9.55955955955956
2020-02-03,13.0,13.0,12.0,7.0,11.0,18.0,6.0,13.0,10.0,17.0,9.0,13.0,14.0,11.0,12.0,15.0,11.0,6.0,6.0,14.0,11.561561561561561
2020-02-04,18.0,14.0,7.0,15.0,16.0,10.0,9.0,11.0,16.0,12.0,14.0,10.0,14.0,12.0,18.0,10.0,10.0,19.0,12.0,9.0,12.812812812812812
2020-02-05,6.0,12.0,14.0,6.0,6.0,8.0,9.0,14.0,17.0,18.0,10.0,12.0,3.0,8.0,13.0,10.0,11.0,7.0,8.0,5.0,9.85985985985986
2020-02-06,15.0,11.0,6.0,12.0,10.0,16.0,7.0,11.0,4.0,19.0,12.0,12.0,5.0,12.0,15.0,12.0,11.0,11.0,9.0,11.0,11.06106106106106
2020-02-07,6.0,16.0,14.0,10.0,7.0,4.0,7.0,8.0,17.0,4.0,11.0,13.0,9.0,9.0,6.0,10.0,9.0,9.0,8.0,14.0,9.55955955955956
2020-02-08,12.0,8.0,4.0,12.0,8.0,9.0,13.0,15.0,13.0,7.0,7.0,10.0,13.0,6.0,9.0,12.0,9.0,13.0,7.0,6.0,9.65965965965966
2020-02-09,12.0,3.0,13.0,16.0,10.0,14.0,6.0,13.0,9.0,12.0,20.0,7.0,6.0,12.0,13.0,4.0,9.0,8.0,9.0,10.0,10.31031031031031
2020-02-10,12.0,11.0,18.0,13.0,19.0,12.0,5.0,4.0,14.0,10.0,12.0,12.0,3.0,9.0,5.0,8.0,8.0,4.0,12.0,16.0,10.36036036036036
2020-02-11,6.0,17.0,17.0,4.0,10.0,10.0,5.0,4.0,11.0,0.0,10.0,10.0,0.0,9.0,4.0,0.0,6.0,4.0,12.0,7.0,7.3073073073073065
2020-02-12,13.0,4.0,10.0,5.0,6.0,2.0,2.0,3.0,8.0,8.0,11.0,6.0,5.0,8.0,7.0,6.0,7.0,3.0,8.0,9.0,6.556556556556556
2020-02-13,19.0,12.0,14.0,9.0,10.0,4.0,8.0,16.0,5.0,14.0,10.0,12.0,7.0,10.0,10.0,11.0,9.0,12.0,4.0,11.0,10.36036036036036
2020-02-14,2.0,7.0,12.0,2.0,13.0,4.0,4.0,2.0,4.0,2.0,9.0,6.0,2.0,4.0,4.0,3.0,5.0,6.0,10.0,3.0,5.205205205205205
2020-02-15,0.0,11.0,14.0,2.0,13.0,5.0,2.0,2.0,9.0,3.0,13.0,10.0,7.0,4.0,0.0,2.0,7.0,4.0,4.0,7.0,5.955955955955956
2020-02-16,3.0,8.0,9.0,7.0,10.0,5.0,2.0,7.0,4.0,8.0,10.0,8.0,8.0,8.0,4.0,4.0,9.0,7.0,8.0,10.0,6.956956956956956
2020-02-17,8.0,15.0,6.0,12.0,8.0,12.0,7.0,5.0,7.0,6.0,15.0,8.0,11.0,7.0,6.0,7.0,6.0,11.0,6.0,8.0,8.558558558558559
2020-02-18,6.0,10.0,4.0,4.0,8.0,0.0,4.0,4.0,5.0,4.0,12.0,14.0,5.0,3.0,5.0,5.0,4.0,4.0,6.0,7.0,5.7057057057057055
2020-02-19,8.0,11.0,13.0,8.0,15.0,10.0,4.0,13.0,16.0,17.0,10.0,14.0,2.0,9.0,9.0,13.0,12.0,11.0,8.0,11.0,10.71071071071071
2020-02-20,15.0,17.0,9.0,10.0,6.0,14.0,9.0,9.0,11.0,2.0,6.0,10.0,5.0,5.0,11.0,5.0,6.0,9.0,5.0,10.0,8.708708708708707
2020-02-21,4.0,9.0,10.0,6.0,9.0,10.0,2.0,8.0,9.0,2.0,13.0,4.0,6.0,7.0,10.0,3.0,10.0,6.0,5.0,4.0,6.856856856856856
2020-02-22,7.0,2.0,13.0,12.0,7.0,14.0,13.0,13.0,6.0,12.0,10.0,10.0,10.0,10.0,11.0,6.0,13.0,6.0,6.0,12.0,9.65965965965966
2020-02-23,12.0,10.0,6.0,2.0,10.0,16.0,8.0,2.0,10.0,5.0,5.0,9.0,4.0,4.0,2.0,11.0,5.0,10.0,7.0,11.0,7.4574574574574575
2020-02-24,8.0,12.0,14.0,6.0,20.0,13.0,5.0,7.0,15.0,2.0,10.0,14.0,10.0,8.0,7.0,9.0,9.0,3.0,9.0,13.0,9.709709709709708
2020-02-25,12.0,14.0,23.0,2.0,28.0,6.0,12.0,7.0,15.0,12.0,12.0,8.0,13.0,13.0,9.0,5.0,11.0,5.0,13.0,13.0,11.661661661661661
2020-02-26,11.0,25.0,21.0,14.0,15.0,13.0,12.0,10.0,26.0,8.0,23.0,21.0,11.0,14.0,20.0,11.0,13.0,16.0,16.0,19.0,15.965965965965966
2020-02-27,15.0,30.0,19.0,17.0,18.0,13.0,15.0,17.0,34.0,21.0,27.0,33.0,16.0,10.0,17.0,15.0,12.0,20.0,16.0,18.0,19.169169169169166
2020-02-28,44.0,19.0,24.0,28.0,20.0,29.0,26.0,26.0,12.0,36.0,28.0,26.0,29.0,17.0,25.0,19.0,28.0,28.0,15.0,25.0,25.225225225225223
2020-02-29,31.0,37.0,33.0,19.0,39.0,34.0,33.0,31.0,35.0,31.0,24.0,22.0,32.0,26.0,41.0,23.0,32.0,28.0,24.0,30.0,30.28028028028028
2020-03-01,28.0,21.0,22.0,35.0,27.0,43.0,39.0,35.0,29.0,27.0,22.0,31.0,28.0,30.0,28.0,27.0,23.0,38.0,25.0,36.0,29.729729729729726
2020-03-02,38.0,27.0,33.0,41.0,35.0,29.0,34.0,30.0,36.0,36.0,38.0,42.0,27.0,27.0,26.0,23.0,34.0,15.0,26.0,36.0,31.68168168168168
2020-03-03,35.0,28.0,30.0,31.0,22.0,32.0,38.0,24.0,22.0,46.0,37.0,19.0,35.0,34.0,44.0,33.0,35.0,43.0,21.0,34.0,32.18218218218218
