,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-03-04,23.0,41.0,29.0,21.0,44.0,35.0,27.0,22.0,32.0,23.0,36.0,47.0,16.0,30.0,15.0,26.0,22.0,23.0,27.0,28.0,28.378378378378375
2020-03-05,32.0,28.0,30.0,37.0,29.0,35.0,28.0,39.0,35.0,37.0,33.0,31.0,24.0,28.0,28.0,23.0,35.0,40.0,28.0,30.0,31.53153153153153
2020-03-06,29.0,36.0,23.0,25.0,31.0,37.0,22.0,27.0,25.0,25.0,25.0,29.0,26.0,24.0,17.0,21.0,31.0,20.0,28.0,27.0,26.426426426426424
2020-03-07,33.0,49.0,39.0,38.0,39.0,52.0,41.0,41.0,28.0,59.0,34.0,52.0,34.0,40.0,34.0,23.0,37.0,41.0,31.0,29.0,38.73873873873874
2020-03-08,39.0,38.0,32.0,35.0,42.0,29.0,34.0,19.0,19.0,35.0,32.0,43.0,31.0,24.0,31.0,12.0,34.0,38.0,16.0,31.0,30.73073073073073
2020-03-09,37.0,44.0,52.0,37.0,31.0,36.0,30.0,27.0,43.0,38.0,37.0,41.0,19.0,34.0,35.0,17.0,37.0,28.0,36.0,33.0,34.63463463463463
2020-03-10,62.0,53.0,52.0,52.0,42.0,49.0,53.0,39.0,41.0,46.0,59.0,40.0,44.0,29.0,43.0,47.0,48.0,43.0,43.0,45.0,46.546546546546544
2020-03-11,45.0,51.0,39.0,42.0,29.0,32.0,28.0,43.0,38.0,37.0,39.0,42.0,27.0,20.0,28.0,25.0,36.0,42.0,35.0,28.0,35.33533533533533
2020-03-12,64.0,65.0,55.0,53.0,57.0,41.0,54.0,63.0,50.0,49.0,57.0,64.0,44.0,58.0,48.0,51.0,52.0,52.0,47.0,51.0,53.8038038038038
2020-03-13,95.0,76.0,87.0,100.0,62.0,64.0,88.0,86.0,64.0,85.0,65.0,96.0,78.0,76.0,77.0,73.0,67.0,92.0,57.0,84.0,78.67867867867866
2020-03-14,100.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2020-03-15,76.0,89.0,64.0,78.0,63.0,52.0,66.0,63.0,72.0,88.0,65.0,79.0,70.0,71.0,72.0,71.0,63.0,75.0,46.0,62.0,69.31931931931932
2020-03-16,82.0,84.0,55.0,74.0,94.0,85.0,85.0,67.0,67.0,94.0,84.0,95.0,70.0,68.0,78.0,78.0,76.0,66.0,67.0,76.0,77.32732732732732
2020-03-17,70.0,79.0,58.0,58.0,73.0,74.0,54.0,77.0,54.0,58.0,78.0,74.0,73.0,62.0,54.0,54.0,60.0,68.0,62.0,67.0,65.4154154154154
2020-03-18,57.0,77.0,64.0,54.0,79.0,50.0,57.0,46.0,59.0,40.0,64.0,64.0,48.0,46.0,36.0,44.0,56.0,46.0,36.0,64.0,54.4044044044044
2020-03-19,52.0,56.0,57.0,54.0,53.0,58.0,67.0,50.0,53.0,74.0,52.0,53.0,63.0,45.0,57.0,58.0,53.0,68.0,44.0,60.0,56.406406406406404
2020-03-20,67.0,62.0,42.0,38.0,63.0,35.0,50.0,39.0,48.0,51.0,53.0,60.0,48.0,48.0,38.0,54.0,47.0,42.0,49.0,53.0,49.3993993993994
2020-03-21,41.0,63.0,53.0,45.0,64.0,62.0,44.0,53.0,51.0,51.0,51.0,68.0,32.0,40.0,43.0,52.0,61.0,52.0,44.0,52.0,51.15115115115115
2020-03-22,84.0,65.0,35.0,75.0,54.0,58.0,46.0,66.0,54.0,53.0,73.0,54.0,53.0,51.0,54.0,43.0,39.0,56.0,46.0,49.0,55.45545545545545
2020-03-23,79.0,60.0,50.0,55.0,73.0,86.0,43.0,43.0,55.0,47.0,57.0,59.0,43.0,52.0,74.0,52.0,52.0,49.0,43.0,66.0,56.95695695695695
2020-03-24,44.0,51.0,58.0,35.0,44.0,38.0,42.0,35.0,54.0,36.0,75.0,69.0,35.0,28.0,51.0,47.0,52.0,42.0,53.0,47.0,46.846846846846844
2020-03-25,52.0,36.0,43.0,53.0,42.0,48.0,49.0,49.0,45.0,57.0,60.0,46.0,39.0,38.0,41.0,37.0,41.0,53.0,41.0,54.0,46.246246246246244
2020-03-26,45.0,52.0,31.0,61.0,50.0,51.0,59.0,47.0,29.0,66.0,32.0,56.0,61.0,45.0,55.0,41.0,50.0,48.0,27.0,45.0,47.59759759759759
2020-03-27,48.0,58.0,46.0,57.0,60.0,48.0,57.0,47.0,45.0,61.0,49.0,55.0,38.0,41.0,42.0,38.0,37.0,61.0,43.0,50.0,49.0990990990991
2020-03-28,43.0,50.0,57.0,34.0,59.0,39.0,29.0,44.0,59.0,43.0,51.0,63.0,28.0,45.0,45.0,31.0,37.0,35.0,46.0,38.0,43.84384384384384
2020-03-29,65.0,39.0,36.0,57.0,36.0,49.0,58.0,52.0,14.0,50.0,28.0,49.0,36.0,55.0,36.0,47.0,47.0,41.0,23.0,47.0,43.29329329329329
2020-03-30,53.0,44.0,45.0,44.0,43.0,43.0,41.0,40.0,32.0,43.0,47.0,44.0,29.0,37.0,36.0,31.0,42.0,33.0,28.0,42.0,39.889889889889886
2020-03-31,28.0,56.0,48.0,19.0,59.0,29.0,33.0,23.0,35.0,24.0,44.0,44.0,29.0,27.0,22.0,24.0,25.0,35.0,29.0,30.0,33.18318318318318
2020-04-01,33.0,38.0,38.0,47.0,36.0,42.0,32.0,27.0,38.0,31.0,48.0,48.0,30.0,21.0,32.0,30.0,29.0,27.0,25.0,38.0,34.53453453453453
2020-04-02,25.0,34.0,30.0,25.0,37.0,28.0,25.0,27.0,30.0,33.0,41.0,29.0,28.0,26.0,24.0,21.0,27.0,21.0,28.0,34.0,28.678678678678676
2020-04-03,27.0,32.0,26.0,39.0,38.0,32.0,29.0,31.0,26.0,27.0,36.0,17.0,32.0,23.0,34.0,26.0,30.0,33.0,21.0,23.0,29.129129129129126
2020-04-04,27.0,30.0,36.0,16.0,35.0,19.0,39.0,33.0,32.0,35.0,37.0,37.0,27.0,29.0,26.0,24.0,19.0,34.0,37.0,34.0,30.33033033033033
2020-04-05,20.0,28.0,32.0,19.0,28.0,24.0,15.0,17.0,24.0,25.0,30.0,23.0,28.0,25.0,20.0,20.0,31.0,24.0,36.0,25.0,24.724724724724723
2020-04-06,35.0,32.0,20.0,35.0,16.0,20.0,29.0,22.0,24.0,35.0,16.0,22.0,28.0,33.0,26.0,23.0,28.0,24.0,18.0,23.0,25.475475475475474
2020-04-07,26.0,39.0,15.0,34.0,34.0,19.0,16.0,28.0,17.0,26.0,26.0,26.0,22.0,13.0,27.0,14.0,25.0,21.0,35.0,31.0,24.724724724724723
2020-04-08,30.0,34.0,22.0,26.0,26.0,24.0,26.0,19.0,33.0,36.0,26.0,34.0,25.0,22.0,23.0,21.0,24.0,17.0,23.0,24.0,25.775775775775774
2020-04-09,32.0,39.0,27.0,32.0,36.0,25.0,14.0,27.0,32.0,41.0,22.0,40.0,27.0,32.0,32.0,24.0,29.0,24.0,24.0,27.0,29.329329329329326
2020-04-10,19.0,24.0,21.0,14.0,17.0,20.0,11.0,20.0,17.0,19.0,21.0,28.0,15.0,18.0,31.0,15.0,19.0,18.0,14.0,19.0,19.01901901901902
2020-04-11,33.0,39.0,32.0,44.0,36.0,27.0,32.0,29.0,37.0,42.0,40.0,47.0,28.0,18.0,36.0,34.0,29.0,37.0,32.0,30.0,34.13413413413413
2020-04-12,14.0,12.0,15.0,9.0,10.0,9.0,6.0,15.0,17.0,14.0,14.0,21.0,8.0,10.0,11.0,19.0,13.0,8.0,7.0,14.0,12.312312312312311
2020-04-13,16.0,30.0,30.0,17.0,38.0,19.0,10.0,12.0,29.0,9.0,26.0,29.0,11.0,17.0,4.0,9.0,18.0,13.0,24.0,16.0,18.86886886886887
2020-04-14,29.0,23.0,21.0,27.0,19.0,26.0,31.0,33.0,30.0,33.0,23.0,23.0,24.0,26.0,26.0,18.0,17.0,16.0,9.0,26.0,24.024024024024023
2020-04-15,30.0,20.0,19.0,34.0,19.0,24.0,29.0,34.0,24.0,21.0,15.0,27.0,16.0,34.0,19.0,22.0,23.0,20.0,21.0,25.0,23.823823823823822
2020-04-16,21.0,13.0,15.0,24.0,17.0,24.0,24.0,28.0,11.0,28.0,21.0,17.0,30.0,29.0,32.0,20.0,26.0,29.0,6.0,24.0,21.97197197197197
2020-04-17,21.0,32.0,21.0,22.0,21.0,30.0,16.0,20.0,18.0,19.0,15.0,25.0,16.0,11.0,17.0,13.0,17.0,16.0,25.0,25.0,20.02002002002002
2020-04-18,21.0,24.0,19.0,22.0,23.0,29.0,32.0,22.0,26.0,30.0,21.0,21.0,16.0,17.0,23.0,20.0,16.0,10.0,23.0,21.0,21.82182182182182
2020-04-19,16.0,19.0,23.0,20.0,21.0,13.0,12.0,10.0,18.0,7.0,14.0,26.0,22.0,10.0,19.0,13.0,19.0,16.0,16.0,11.0,16.266266266266264
