date,/m/0cjf0,isPartial
2020-01-29,68,False
2020-01-30,45,False
2020-01-31,44,False
2020-02-01,56,False
2020-02-02,71,False
2020-02-03,67,False
2020-02-04,43,False
2020-02-05,71,False
2020-02-06,52,False
2020-02-07,50,False
2020-02-08,59,False
2020-02-09,41,False
2020-02-10,58,False
2020-02-11,77,False
2020-02-12,58,False
2020-02-13,49,False
2020-02-14,45,False
2020-02-15,52,False
2020-02-16,57,False
2020-02-17,61,False
2020-02-18,54,False
2020-02-19,35,False
2020-02-20,56,False
2020-02-21,45,False
2020-02-22,50,False
2020-02-23,59,False
2020-02-24,40,False
2020-02-25,66,False
2020-02-26,82,False
2020-02-27,49,False
2020-02-28,56,False
2020-02-29,64,False
2020-03-01,72,False
2020-03-02,78,False
2020-03-03,71,False
2020-03-04,66,False
2020-03-05,85,False
2020-03-06,97,False
2020-03-07,78,False
2020-03-08,83,False
2020-03-09,85,False
2020-03-10,100,False
