date,/m/05sfr2_0,/m/05sfr2_1,/m/05sfr2_2,/m/05sfr2_3,/m/05sfr2_4,/m/05sfr2_5,/m/05sfr2_6,/m/05sfr2_7,/m/05sfr2_8,/m/05sfr2_9,/m/05sfr2_10,/m/05sfr2_11,/m/05sfr2_12,/m/05sfr2_13,/m/05sfr2_14,/m/05sfr2_15,/m/05sfr2_16,/m/05sfr2_17,/m/05sfr2_18,/m/05sfr2_19,/m/05sfr2
2020-11-04,46.0,0.0,0.0,47.0,39.0,44.0,0.0,0.0,0.0,88.23529411764706,44.44444444444444,0.0,0.0,78.37837837837837,46.875,46.15384615384615,0.0,0.0,0.0,43.28358208955224,49.73957380779759
2020-11-05,0.0,0.0,92.0,0.0,42.0,0.0,0.0,86.11111111111111,41.333333333333336,0.0,0.0,0.0,46.464646464646464,81.08108108108108,100.0,47.69230769230769,0.0,0.0,0.0,0.0,51.004700312548884
2020-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888888888889,0.0,94.11764705882354,0.0,0.0,0.0,83.78378378378379,0.0,0.0,0.0,0.0,48.484848484848484,0.0,29.96281056235877
2020-11-07,0.0,47.0,46.0,0.0,0.0,46.0,0.0,0.0,41.333333333333336,0.0,0.0,0.0,0.0,0.0,50.0,95.38461538461539,96.7032967032967,47.0,46.96969696969697,44.776119402985074,53.3316418844281
2020-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.22222222222223,0.0,100.0,0.0,51.02040816326531,0.0,89.1891891891892,0.0,0.0,0.0,0.0,53.03030303030303,100.0,46.612055591834995
2020-11-09,100.0,49.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.494949494949495,0.0,52.083333333333336,100.0,50.54945054945055,49.0,0.0,0.0,46.86538728005152
2020-11-10,52.0,100.0,50.0,0.0,0.0,49.0,0.0,91.66666666666667,44.0,0.0,49.494949494949495,0.0,50.505050505050505,0.0,53.125,50.76923076923077,0.0,100.0,0.0,47.76119402985075,70.16792691206267
2020-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-12,51.0,50.0,0.0,52.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.505050505050505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.522140939501387
2020-11-13,0.0,0.0,0.0,0.0,0.0,0.0,49.0,94.44444444444444,0.0,98.03921568627452,0.0,48.97959183673469,0.0,86.48648648648648,0.0,0.0,0.0,0.0,50.0,0.0,40.57602825277258
