date,/m/0m7pl_0,/m/0m7pl_1,/m/0m7pl_2,/m/0m7pl_3,/m/0m7pl_4,/m/0m7pl_5,/m/0m7pl_6,/m/0m7pl_7,/m/0m7pl_8,/m/0m7pl_9,/m/0m7pl_10,/m/0m7pl_11,/m/0m7pl_12,/m/0m7pl_13,/m/0m7pl_14,/m/0m7pl_15,/m/0m7pl_16,/m/0m7pl_17,/m/0m7pl_18,/m/0m7pl_19,/m/0m7pl
2020-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-22,0.0,55.0,100.0,0.0,100.0,99.0,100.0,100.0,53.0,97.9381443298969,0.0,100.0,49.0,36.0,0.0,93.0,100.0,100.0,0.0,100.0,100.0
2020-10-23,0.0,55.0,99.0,94.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,51.0,36.0,0.0,0.0,50.0,35.0,0.0,0.0,44.42926594077706
2020-10-24,0.0,58.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,100.0,0.0,35.0,100.0,51.0,39.05098637952509
2020-10-25,0.0,0.0,0.0,93.0,50.0,0.0,51.0,0.0,53.0,100.0,0.0,0.0,100.0,36.0,100.0,0.0,49.0,33.0,92.92929292929293,0.0,59.077617754141535
2020-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-27,0.0,0.0,95.0,89.0,49.0,94.0,0.0,95.74468085106383,53.0,92.78350515463917,51.0,98.0,0.0,0.0,98.91304347826087,90.0,48.0,0.0,91.91919191919192,0.0,81.55969374109536
2020-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-31,96.0,49.0,0.0,83.0,0.0,0.0,0.0,0.0,98.0,87.62886597938144,100.0,92.0,0.0,0.0,0.0,0.0,44.0,61.0,85.85858585858585,44.0,65.51270266244754
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-03,0.0,0.0,88.0,0.0,0.0,89.0,45.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,45.0,0.0,86.86868686868686,45.0,34.5978244415305
2020-11-04,0.0,0.0,81.0,0.0,0.0,0.0,41.0,0.0,0.0,81.44329896907216,0.0,0.0,0.0,30.0,83.69565217391305,0.0,0.0,28.0,0.0,0.0,26.902228503250086
2020-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-08,0.0,0.0,87.0,83.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,19.33062798826791
2020-11-09,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,90.21739130434783,0.0,0.0,30.0,85.85858585858585,45.0,26.663481686531853
2020-11-10,0.0,0.0,89.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.47826086956522,85.0,45.0,31.0,0.0,45.0,37.21755900546252
2020-11-11,0.0,46.0,0.0,0.0,0.0,0.0,42.0,0.0,45.0,83.50515463917526,0.0,84.0,0.0,0.0,84.78260869565217,0.0,0.0,28.0,0.0,0.0,32.21416131100347
2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-13,94.0,49.0,88.0,0.0,46.0,0.0,46.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,90.21739130434783,0.0,0.0,30.0,84.84848484848484,0.0,44.8241311316845
