,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-10-05,41.0,53.0,48.0,89.0,49.0,52.0,52.0,44.0,0.0,0.0,73.0,0.0,96.0,0.0,44.0,0.0,44.0,43.0,97.0,0.0,81.68760003255296
2020-10-06,0.0,54.0,99.0,0.0,0.0,0.0,0.0,0.0,52.0,37.0,0.0,0.0,0.0,0.0,46.0,47.0,0.0,0.0,49.0,0.0,38.021864742424654
2020-10-07,42.0,0.0,49.0,45.0,0.0,53.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,47.0,45.0,0.0,0.0,0.0,37.427773105824265
2020-10-08,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.356672001736159
2020-10-09,0.0,61.0,0.0,0.0,0.0,59.0,0.0,51.0,58.0,41.0,42.0,56.0,0.0,52.054794520547944,0.0,0.0,0.0,49.0,55.0,52.0,57.03822260803516
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-11,92.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.555245096709438
2020-10-12,45.0,0.0,0.0,49.0,53.0,0.0,57.0,0.0,55.0,40.0,0.0,0.0,52.0,50.68493150684932,48.0,50.0,0.0,46.0,0.0,0.0,54.031142337845544
2020-10-13,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.346824729403467
2020-10-14,0.0,57.0,0.0,96.0,0.0,0.0,56.0,48.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,48.0,46.0,0.0,100.0,55.052491658302365
2020-10-15,0.0,62.0,0.0,0.0,0.0,60.0,59.0,51.0,0.0,0.0,0.0,57.0,54.0,53.42465753424658,51.0,53.0,52.0,0.0,56.0,53.0,65.49114288039497
2020-10-16,0.0,0.0,57.0,52.0,57.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,52.0,0.0,52.0,100.0,57.0,0.0,46.53717820036351
2020-10-17,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,63.0,44.0,0.0,0.0,58.0,57.534246575342465,0.0,58.0,0.0,0.0,60.0,0.0,39.65900767707458
2020-10-18,100.0,0.0,0.0,0.0,59.0,62.0,62.0,0.0,0.0,0.0,44.0,60.0,57.0,0.0,54.0,0.0,0.0,0.0,58.0,0.0,55.052491658302365
2020-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,47.0,59.0,0.0,100.0,0.0,58.0,58.0,100.0,57.0,41.0,0.0,0.0,0.0,52.054794520547944,100.0,51.0,100.0,48.0,54.0,52.0,96.74334698749423
2020-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-25,0.0,57.0,0.0,49.0,0.0,0.0,56.0,48.0,55.0,0.0,40.0,53.0,0.0,100.0,49.0,100.0,48.0,0.0,53.0,0.0,70.10281311884546
2020-10-26,0.0,55.0,100.0,91.0,0.0,54.0,53.0,45.0,0.0,38.0,0.0,100.0,98.0,47.945205479452056,45.0,0.0,91.0,44.0,100.0,48.0,100.0
2020-10-27,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,37.0,0.0,0.0,46.57534246575342,0.0,0.0,0.0,44.0,0.0,47.0,22.434419336462035
2020-10-28,43.0,55.0,0.0,46.0,100.0,54.0,55.0,0.0,0.0,0.0,0.0,51.0,100.0,49.31506849315068,0.0,49.0,46.0,45.0,50.0,49.0,78.45129262404036
2020-10-29,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.158641456202696
2020-10-30,0.0,0.0,0.0,0.0,0.0,47.0,47.0,0.0,0.0,33.0,100.0,45.0,44.0,86.3013698630137,81.0,42.0,41.0,78.0,44.0,42.0,72.3109893389035
2020-10-31,78.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.277893823074628
2020-11-01,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,46.0,44.0,23.169573827415025
2020-11-02,0.0,50.0,0.0,42.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,18.515856007378673
2020-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,46.0,45.205479452054796,43.0,0.0,0.0,41.0,0.0,45.0,25.269240159509536
2020-11-04,36.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.723191275805008
2020-11-05,0.0,48.0,43.0,0.0,0.0,0.0,47.0,40.0,0.0,66.0,0.0,45.0,43.0,84.93150684931507,40.0,42.0,40.0,39.0,44.0,42.0,65.73935924911157
2020-11-06,0.0,100.0,90.0,41.0,0.0,49.0,48.0,42.0,0.0,0.0,35.0,46.0,0.0,43.83561643835616,84.0,0.0,0.0,0.0,45.0,86.0,70.28456718118439
2020-11-07,0.0,0.0,44.0,0.0,0.0,48.0,0.0,41.0,0.0,0.0,0.0,45.0,43.0,42.465753424657535,0.0,0.0,0.0,39.0,44.0,0.0,34.30540107967339
2020-11-08,0.0,50.0,0.0,41.0,0.0,49.0,0.0,0.0,0.0,0.0,34.0,46.0,0.0,0.0,0.0,0.0,42.0,40.0,45.0,0.0,34.35829965005562
2020-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-10,0.0,50.0,92.0,84.0,0.0,0.0,0.0,42.0,96.0,0.0,35.0,93.0,45.0,89.04109589041096,42.0,0.0,85.0,82.0,0.0,44.0,87.03849388275506
2020-11-11,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,33.0,44.0,0.0,41.0958904109589,0.0,0.0,0.0,0.0,0.0,41.0,23.67414480644549
2020-11-12,40.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.614328730705585
2020-11-13,0.0,50.0,45.0,41.0,46.0,0.0,0.0,0.0,0.0,67.0,34.0,46.0,45.0,86.3013698630137,42.0,43.0,0.0,0.0,0.0,44.0,58.34983587879446
2020-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-16,40.0,0.0,0.0,0.0,93.0,0.0,49.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,42.0,0.0,0.0,0.0,46.0,44.0,35.74451346878985
2020-11-17,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55470254726962
2020-11-18,0.0,50.0,46.0,42.0,0.0,100.0,0.0,0.0,0.0,34.0,0.0,95.0,0.0,43.83561643835616,0.0,43.0,42.0,0.0,45.0,0.0,53.55098608360687
2020-11-19,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.208420367305973
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-21,40.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.614328730705585
2020-11-22,40.0,0.0,46.0,84.0,0.0,49.0,98.0,42.0,98.0,69.0,0.0,47.0,46.0,45.205479452054796,85.0,44.0,0.0,0.0,0.0,0.0,78.53945690801073
2020-11-23,40.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,35.0,0.0,48.0,0.0,0.0,43.0,45.0,0.0,41.0,47.0,0.0,34.655345468355804
2020-11-24,0.0,49.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,34.0,46.0,44.0,42.465753424657535,42.0,0.0,42.0,0.0,90.0,0.0,43.41480617421263
2020-11-25,0.0,0.0,86.0,40.0,0.0,47.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,27.625261101917914
2020-11-26,0.0,0.0,47.0,0.0,0.0,0.0,100.0,86.0,0.0,35.0,0.0,0.0,46.0,43.83561643835616,86.0,0.0,43.0,0.0,0.0,44.0,52.560833355939565
2020-11-27,39.0,49.0,45.0,41.0,45.0,49.0,0.0,0.0,0.0,34.0,0.0,0.0,44.0,0.0,0.0,43.0,0.0,0.0,0.0,43.0,42.77459783522774
2020-11-28,0.0,50.0,45.0,41.0,0.0,96.0,48.0,0.0,47.0,0.0,34.0,91.0,0.0,42.465753424657535,41.0,0.0,0.0,40.0,0.0,43.0,61.23755527222419
2020-11-29,0.0,50.0,0.0,42.0,0.0,0.0,48.0,0.0,0.0,34.0,0.0,46.0,0.0,43.83561643835616,0.0,44.0,0.0,0.0,0.0,0.0,30.480427528958582
2020-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,39.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.416298185172124
2020-12-02,0.0,49.0,0.0,0.0,0.0,49.0,48.0,41.0,0.0,0.0,34.0,0.0,0.0,43.83561643835616,0.0,43.0,0.0,0.0,0.0,0.0,30.480427528958582
2020-12-03,38.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.218267639638663
2020-12-04,38.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.673954914141552
2020-12-05,0.0,49.0,0.0,0.0,0.0,0.0,48.0,42.0,48.0,0.0,34.0,0.0,44.0,42.465753424657535,42.0,44.0,0.0,40.0,0.0,44.0,47.27640181211513
2020-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-07,0.0,0.0,45.0,41.0,0.0,0.0,0.0,0.0,96.0,100.0,0.0,0.0,89.0,43.83561643835616,42.0,87.0,0.0,0.0,45.0,0.0,58.303719176409956
2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-09,39.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.416298185172124
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-11,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,49.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,46.0,23.96169600954887
2020-12-12,0.0,52.0,47.0,0.0,0.0,51.0,50.0,44.0,0.0,70.0,36.0,49.0,94.0,45.205479452054796,44.0,92.0,88.0,0.0,0.0,0.0,75.46998345224209
2020-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-14,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.455687274502889
2020-12-15,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.158641456202696
2020-12-16,41.0,52.0,95.0,44.0,48.0,0.0,0.0,44.0,100.0,36.0,37.0,49.0,0.0,46.57534246575342,44.0,46.0,0.0,0.0,0.0,0.0,67.58538371809131
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,49.0,0.0,0.0,0.0,53.0,51.0,26.140032010416952
2020-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-21,0.0,55.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,52.0,0.0,47.945205479452056,0.0,0.0,0.0,44.0,0.0,48.0,29.798171608387815
2020-12-22,0.0,0.0,0.0,45.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.945205479452056,0.0,0.0,46.0,0.0,0.0,0.0,19.10452214958088
