,/m/05sfr2_0,/m/05sfr2_1,/m/05sfr2_2,/m/05sfr2_3,/m/05sfr2_4,/m/05sfr2_5,/m/05sfr2_6,/m/05sfr2_7,/m/05sfr2_8,/m/05sfr2_9,/m/05sfr2_10,/m/05sfr2_11,/m/05sfr2_12,/m/05sfr2_13,/m/05sfr2_14,/m/05sfr2_15,/m/05sfr2_16,/m/05sfr2_17,/m/05sfr2_18,/m/05sfr2_19,/m/05sfr2
2020-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-06,0.0,43.0,0.0,49.0,0.0,0.0,90.0,46.0,51.61290322580645,0.0,57.0,33.0,51.0,46.0,47.0,33.0,47.0,0.0,52.0,55.0,77.89163823018013
2020-10-07,45.0,44.0,51.0,0.0,0.0,45.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,47.0,0.0,0.0,54.0,46.582922278733356
2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,55.0,0.0,18.010580928770416
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.002351317504536
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-11,100.0,47.0,57.0,0.0,60.0,100.0,100.0,50.0,58.064516129032256,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,100.0,58.0,60.0,93.95125220848239
2020-10-12,0.0,47.0,0.0,0.0,0.0,0.0,97.0,95.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,50.0,49.0,56.0,0.0,49.25115649040305
2020-10-13,0.0,46.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,60.91954022988506,0.0,35.0,0.0,0.0,51.0,35.0,0.0,0.0,57.0,59.0,43.68338998645437
2020-10-14,47.0,45.0,0.0,50.0,0.0,0.0,95.0,0.0,54.83870967741935,0.0,0.0,34.0,0.0,96.0,100.0,34.0,100.0,0.0,54.0,0.0,78.91733041369832
2020-10-15,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,10.784113272165001
2020-10-16,0.0,100.0,0.0,55.0,0.0,53.0,0.0,52.0,0.0,0.0,65.0,0.0,57.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,48.36174508651315
