date,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-11-18,80.0,100.0,73.0,68.0,74.0,52.0,87.0,70.0,86.0,100.0,30.0,16.0,75.75757575757575,86.0,44.31818181818182,48.0,81.0,70.0,100.0,73.0,95.48016818930503
2020-11-19,32.0,81.0,18.0,86.0,18.0,86.0,43.0,17.0,57.0,56.0,30.0,80.0,56.56565656565657,14.0,21.59090909090909,36.0,40.0,51.0,80.0,55.0,64.69593269699668
2020-11-20,50.0,21.0,19.0,35.0,38.0,54.0,0.0,36.0,44.0,29.0,47.0,16.0,39.39393939393939,29.0,22.72727272727273,12.0,0.0,36.0,41.0,0.0,38.42777783461385
2020-11-21,17.0,42.0,57.0,18.0,57.0,36.0,15.0,55.0,45.0,44.0,16.0,67.0,0.0,45.0,0.0,26.0,21.0,36.0,21.0,57.0,45.57684634822553
2020-11-22,84.0,42.0,38.0,18.0,58.0,37.0,77.0,18.0,30.0,44.0,16.0,33.0,0.0,15.0,46.59090909090909,64.0,85.0,73.0,84.0,57.0,62.091931210165036
2020-11-23,33.0,42.0,19.0,52.0,76.0,54.0,15.0,18.0,59.0,43.0,31.0,65.0,58.585858585858595,29.0,90.9090909090909,49.0,62.0,36.0,62.0,37.0,62.89570694411764
2020-11-24,16.0,40.0,53.0,34.0,0.0,51.0,43.0,34.0,28.0,28.0,29.0,47.0,0.0,14.0,0.0,36.0,20.0,34.0,0.0,18.0,35.44865827084208
2020-11-25,0.0,0.0,53.0,50.0,18.0,34.0,28.0,17.0,55.0,68.0,29.0,62.0,55.555555555555564,27.0,43.18181818181818,23.0,58.0,34.0,59.0,71.0,52.98645141709379
2020-11-26,65.0,81.0,55.0,86.0,38.0,35.0,58.0,53.0,73.0,71.0,60.0,32.0,75.75757575757575,29.0,67.04545454545455,12.0,81.0,69.0,81.0,54.0,79.39169488577654
2020-11-27,47.0,40.0,18.0,0.0,55.0,69.0,14.0,17.0,28.0,28.0,44.0,16.0,19.19191919191919,29.0,88.63636363636364,0.0,20.0,34.0,60.0,36.0,44.75499674329306
2020-11-28,32.0,20.0,36.0,33.0,37.0,52.0,43.0,34.0,0.0,29.0,15.0,79.0,75.75757575757575,57.0,88.63636363636364,12.0,40.0,34.0,60.0,54.0,56.1367612305237
2020-11-29,50.0,21.0,55.0,35.0,38.0,54.0,0.0,54.0,0.0,44.0,15.0,33.0,39.39393939393939,45.0,92.04545454545456,37.0,63.0,71.0,83.0,56.0,59.78597808628398
2020-11-30,63.0,40.0,72.0,34.0,18.0,69.0,29.0,69.0,42.0,0.0,30.0,48.0,37.373737373737384,29.0,87.5,0.0,100.0,17.0,60.0,0.0,57.04693409175389
2020-12-01,16.0,60.0,36.0,50.0,18.0,34.0,14.0,34.0,56.0,56.0,0.0,32.0,37.373737373737384,14.0,21.59090909090909,24.0,40.0,34.0,60.0,36.0,45.439416725492
2020-12-02,32.0,60.0,0.0,17.0,18.0,17.0,43.0,17.0,56.0,14.0,29.0,48.0,0.0,0.0,65.9090909090909,12.0,60.0,34.0,59.0,54.0,42.93737915230136
2020-12-03,16.0,40.0,18.0,17.0,0.0,35.0,15.0,0.0,29.0,14.0,30.0,32.0,38.38383838383838,28.0,21.59090909090909,0.0,41.0,17.0,20.0,18.0,29.032434072997976
2020-12-04,0.0,0.0,18.0,16.0,0.0,0.0,41.0,17.0,0.0,0.0,14.0,15.0,0.0,14.0,21.59090909090909,34.0,19.0,16.0,0.0,0.0,15.232181038804262
2020-12-05,31.0,59.0,18.0,83.0,54.0,34.0,56.0,68.0,28.0,41.0,44.0,31.0,37.373737373737384,28.0,43.18181818181818,0.0,59.0,68.0,40.0,53.0,59.11860892576414
2020-12-06,64.0,61.0,18.0,0.0,37.0,18.0,29.0,35.0,14.0,57.0,45.0,32.0,57.57575757575758,14.0,65.9090909090909,36.0,61.0,35.0,41.0,18.0,49.86342291835043
2020-12-07,15.0,0.0,35.0,50.0,18.0,17.0,28.0,33.0,28.0,41.0,0.0,15.0,18.181818181818183,14.0,21.59090909090909,47.0,19.0,34.0,0.0,17.0,30.436739746488385
2020-12-08,31.0,39.0,53.0,17.0,0.0,34.0,43.0,34.0,28.0,14.0,15.0,31.0,0.0,28.0,43.18181818181818,24.0,79.0,17.0,20.0,36.0,39.579731347253635
2020-12-09,63.0,0.0,36.0,17.0,55.0,51.0,43.0,35.0,42.0,28.0,45.0,16.0,55.555555555555564,29.0,43.18181818181818,36.0,80.0,0.0,40.0,53.0,51.83859010165699
2020-12-10,16.0,60.0,36.0,34.0,0.0,34.0,14.0,0.0,14.0,42.0,30.0,31.0,37.373737373737384,14.0,21.59090909090909,36.0,0.0,0.0,20.0,18.0,30.922347147909054
2020-12-11,16.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,15.0,0.0,0.0,0.0,19.19191919191919,0.0,0.0,48.0,0.0,35.0,20.0,18.0,13.854815663566828
2020-12-12,65.0,20.0,18.0,35.0,19.0,35.0,15.0,35.0,58.0,43.0,46.0,49.0,38.38383838383838,15.0,45.45454545454545,0.0,83.0,53.0,42.0,56.0,52.047974191876314
2020-12-13,17.0,62.0,56.0,54.0,19.0,36.0,45.0,36.0,15.0,29.0,0.0,100.0,40.4040404040404,0.0,22.72727272727273,25.0,42.0,36.0,63.0,57.0,50.987413083436486
2020-12-14,48.0,20.0,18.0,17.0,56.0,35.0,43.0,17.0,0.0,0.0,30.0,0.0,56.56565656565657,14.0,44.31818181818182,12.0,81.0,35.0,0.0,36.0,38.00662253914016
2020-12-15,0.0,83.0,37.0,17.0,95.0,53.0,30.0,89.0,59.0,29.0,78.0,16.0,58.585858585858595,44.0,45.45454545454545,100.0,41.0,18.0,63.0,93.0,70.8325234193036
2020-12-16,34.0,63.0,0.0,18.0,39.0,55.0,15.0,18.0,45.0,0.0,16.0,16.0,20.2020202020202,45.0,46.59090909090909,25.0,84.0,18.0,21.0,57.0,42.92953577432897
2020-12-17,17.0,22.0,39.0,18.0,20.0,19.0,31.0,38.0,16.0,31.0,33.0,35.0,41.414141414141405,31.0,23.863636363636363,26.0,22.0,19.0,22.0,0.0,34.0494678438554
