,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-11-18,16.0,20.0,39.0,17.0,47.0,17.0,0.0,0.0,40.0,48.0,0.0,16.0,15.306122448979592,33.0,23.076923076923077,22.058823529411764,0.0,45.97701149425287,57.69230769230769,0.0,29.912592487832903
2020-11-19,47.0,100.0,77.0,34.0,69.0,52.0,67.0,0.0,100.0,23.0,37.0,32.0,30.612244897959183,33.0,23.076923076923077,22.058823529411764,37.0,22.988505747126435,38.46153846153846,0.0,55.30834743082437
2020-11-20,16.0,20.0,57.0,17.0,24.0,35.0,22.0,19.0,20.0,0.0,0.0,16.0,0.0,17.0,46.15384615384615,22.058823529411764,19.0,22.988505747126435,0.0,18.0,25.599551361710326
2020-11-21,0.0,20.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,23.0,54.0,32.0,0.0,16.0,0.0,22.058823529411764,0.0,22.988505747126435,19.23076923076923,0.0,15.9197123348759
2020-11-22,16.0,20.0,0.0,34.0,25.0,18.0,0.0,19.0,0.0,0.0,18.0,32.0,0.0,17.0,24.175824175824175,0.0,0.0,0.0,19.23076923076923,37.0,18.283900683180455
2020-11-23,0.0,20.0,20.0,34.0,24.0,0.0,23.0,0.0,0.0,23.0,18.0,0.0,30.612244897959183,0.0,0.0,22.058823529411764,38.0,0.0,19.23076923076923,0.0,17.792802004787536
2020-11-24,15.0,58.0,0.0,33.0,0.0,17.0,45.0,36.0,20.0,23.0,36.0,47.0,15.306122448979592,16.0,69.23076923076923,22.058823529411764,36.0,90.80459770114942,0.0,37.0,40.3362066904879
2020-11-25,15.0,19.0,38.0,0.0,0.0,0.0,0.0,36.0,18.0,22.0,35.0,15.0,0.0,16.0,0.0,0.0,18.0,44.827586206896555,0.0,35.0,20.405476288048995
2020-11-26,32.0,40.0,39.0,17.0,72.0,0.0,69.0,0.0,81.0,47.0,0.0,32.0,0.0,17.0,69.23076923076923,88.23529411764706,56.0,47.12643678160919,97.43589743589743,18.0,53.792165018732305
2020-11-27,47.0,40.0,38.0,33.0,70.0,34.0,22.0,19.0,39.0,0.0,18.0,31.0,15.306122448979592,0.0,69.23076923076923,42.64705882352941,0.0,0.0,57.69230769230769,0.0,37.684380251282974
