date,/m/0cjf0,isPartial
2020-03-01,23,False
2020-03-02,25,False
2020-03-03,26,False
2020-03-04,26,False
2020-03-05,25,False
2020-03-06,29,False
2020-03-07,29,False
2020-03-08,37,False
2020-03-09,29,False
2020-03-10,42,False
2020-03-11,41,False
2020-03-12,63,False
2020-03-13,61,False
2020-03-14,70,False
2020-03-15,100,False
2020-03-16,83,False
2020-03-17,72,False
2020-03-18,73,False
2020-03-19,68,False
2020-03-20,59,False
2020-03-21,59,False
2020-03-22,55,False
2020-03-23,43,False
2020-03-24,43,False
2020-03-25,33,False
2020-03-26,44,False
2020-03-27,35,False
