,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-10-17,68.0,78.0,70.0,78.0,81.0,79.0,73.0,74.0,66.0,61.0,76.0,71.0,77.0,58.0,69.0,70.0,69.0,59.0,69.0,58.0,74.84008528784648
2020-10-18,86.0,84.0,93.0,100.0,100.0,68.0,79.0,72.0,89.0,66.0,85.0,94.0,89.0,89.0,83.0,79.0,80.0,77.0,85.0,87.0,89.81876332622602
2020-10-19,80.0,77.0,69.0,83.0,83.0,79.0,65.0,81.0,88.0,74.0,79.0,87.0,92.0,84.0,88.0,71.0,86.0,72.0,75.0,85.0,85.181236673774
2020-10-20,74.0,72.0,72.0,81.0,80.0,63.0,79.0,80.0,91.0,62.0,83.0,70.0,91.0,71.0,73.0,71.0,83.0,72.0,81.0,84.0,81.71641791044777
2020-10-21,80.0,80.0,93.0,90.0,75.0,75.0,76.0,84.0,100.0,75.0,69.0,79.0,78.0,77.0,88.0,82.0,89.0,88.0,93.0,70.0,87.47334754797441
2020-10-22,95.0,87.0,93.0,89.0,84.0,86.0,87.0,83.0,88.0,82.0,88.0,89.0,76.0,90.0,98.0,83.0,81.0,98.0,84.0,100.0,93.86993603411514
2020-10-23,90.0,91.0,100.0,100.0,97.0,78.0,94.0,76.0,94.0,75.0,90.0,98.0,88.0,95.0,100.0,93.0,97.0,84.0,92.0,88.0,97.01492537313433
2020-10-24,96.0,82.0,87.0,86.0,88.0,75.0,91.0,88.0,80.0,83.0,83.0,90.0,100.0,81.0,83.0,94.0,91.0,80.0,97.0,91.0,93.07036247334756
2020-10-25,80.0,60.0,89.0,92.0,69.0,80.0,71.0,79.0,85.0,84.0,73.0,75.0,85.0,82.0,85.0,78.0,98.0,91.0,91.0,79.0,86.67377398720683
2020-10-26,98.0,82.0,83.0,80.0,78.0,81.0,88.0,71.0,82.0,91.0,100.0,80.0,97.0,68.0,77.0,90.0,84.0,82.0,90.0,88.0,90.08528784648188
2020-10-27,100.0,81.0,89.0,84.0,80.0,80.0,85.0,78.0,97.0,76.0,82.0,79.0,78.0,90.0,80.0,90.0,82.0,83.0,74.0,88.0,89.33901918976547
2020-10-28,84.0,83.0,84.0,76.0,89.0,86.0,72.0,79.0,91.0,68.0,75.0,71.0,93.0,82.0,72.0,83.0,67.0,92.0,98.0,87.0,86.99360341151385
2020-10-29,94.0,65.0,57.0,68.0,95.0,54.0,87.0,67.0,68.0,83.0,71.0,100.0,82.0,64.0,60.0,58.0,68.0,69.0,66.0,61.0,76.59914712153517
2020-10-30,62.0,73.0,83.0,86.0,71.0,73.0,66.0,78.0,67.0,57.0,57.0,58.0,78.0,77.0,74.0,82.0,92.0,80.0,80.0,87.0,78.94456289978679
2020-10-31,71.0,76.0,72.0,73.0,72.0,71.0,64.0,69.0,87.0,70.0,63.0,76.0,80.0,65.0,72.0,55.0,78.0,76.0,85.0,88.0,77.98507462686568
2020-11-01,85.0,74.0,77.0,69.0,92.0,80.0,100.0,72.0,75.0,100.0,75.0,86.0,94.0,78.0,77.0,73.0,69.0,68.0,72.0,73.0,84.70149253731344
2020-11-02,73.0,88.0,77.0,77.0,66.0,85.0,58.0,82.0,76.0,76.0,66.0,71.0,68.0,71.0,72.0,77.0,86.0,73.0,79.0,83.0,80.17057569296375
2020-11-03,87.0,62.0,64.0,66.0,72.0,71.0,70.0,68.0,68.0,57.0,82.0,63.0,82.0,59.0,73.0,66.0,73.0,63.0,74.0,71.0,74.14712153518124
2020-11-04,66.0,65.0,56.0,65.0,52.0,73.0,65.0,68.0,62.0,60.0,60.0,74.0,59.0,63.0,61.0,68.0,73.0,64.0,71.0,61.0,68.55010660980811
2020-11-05,76.0,68.0,72.0,81.0,74.0,56.0,70.0,61.0,67.0,65.0,66.0,77.0,70.0,57.0,58.0,63.0,60.0,63.0,59.0,69.0,71.00213219616204
2020-11-06,68.0,73.0,59.0,78.0,67.0,73.0,55.0,76.0,62.0,61.0,64.0,61.0,72.0,75.0,76.0,73.0,73.0,69.0,58.0,76.0,72.97441364605544
2020-11-07,69.0,63.0,62.0,68.0,78.0,61.0,68.0,73.0,63.0,75.0,70.0,77.0,81.0,55.0,60.0,71.0,66.0,67.0,67.0,66.0,72.49466950959489
2020-11-08,74.0,62.0,63.0,65.0,77.0,60.0,82.0,57.0,65.0,63.0,67.0,68.0,80.0,61.0,59.0,55.0,58.0,63.0,62.0,65.0,69.61620469083155
2020-11-09,66.0,60.0,84.0,87.0,83.0,65.0,74.0,73.0,69.0,68.0,65.0,60.0,79.0,72.0,71.0,70.0,81.0,81.0,77.0,77.0,77.9317697228145
2020-11-10,71.0,74.0,69.0,67.0,69.0,71.0,68.0,75.0,72.0,62.0,71.0,69.0,63.0,72.0,57.0,68.0,66.0,65.0,69.0,68.0,72.81449893390192
2020-11-11,77.0,50.0,50.0,62.0,77.0,52.0,69.0,60.0,50.0,65.0,63.0,65.0,75.0,56.0,52.0,49.0,56.0,53.0,66.0,61.0,64.39232409381664
2020-11-12,78.0,71.0,58.0,64.0,73.0,69.0,71.0,70.0,67.0,81.0,75.0,71.0,72.0,75.0,62.0,72.0,77.0,73.0,61.0,70.0,75.15991471215352
2020-11-13,64.0,54.0,57.0,54.0,52.0,54.0,64.0,59.0,56.0,44.0,66.0,52.0,63.0,54.0,55.0,55.0,52.0,55.0,51.0,47.0,59.06183368869936
2020-11-14,53.0,52.0,48.0,57.0,59.0,48.0,72.0,55.0,56.0,55.0,52.0,64.0,70.0,50.0,50.0,57.0,46.0,48.0,55.0,58.0,58.90191897654584
2020-11-15,44.0,62.0,66.0,77.0,64.0,66.0,46.0,75.0,61.0,49.0,50.0,51.0,52.0,70.0,68.0,73.0,76.0,70.0,81.0,66.0,67.53731343283582
2020-11-16,79.0,61.0,74.0,44.0,82.0,63.0,78.0,63.0,68.0,73.0,58.0,70.0,82.0,54.0,66.0,63.0,71.0,68.0,58.0,65.0,71.42857142857143
2020-11-17,59.0,79.0,68.0,76.0,76.0,66.0,62.0,63.0,79.0,61.0,62.0,62.0,72.0,69.0,74.0,63.0,68.0,68.0,69.0,69.0,72.76119402985074
2020-11-18,50.0,52.0,68.0,66.0,66.0,74.0,58.0,65.0,63.0,58.0,58.0,56.0,50.0,61.0,57.0,65.0,63.0,55.0,56.0,66.0,64.33901918976547
2020-11-19,51.0,68.0,58.0,72.0,60.0,74.0,56.0,52.0,77.0,43.0,55.0,57.0,61.0,55.0,52.0,60.0,56.0,61.0,79.0,74.0,65.08528784648188
2020-11-20,53.0,62.0,72.0,60.0,48.0,53.0,50.0,57.0,56.0,48.0,49.0,55.0,48.0,62.0,59.0,55.0,61.0,55.0,56.0,64.0,59.86140724946695
2020-11-21,63.0,59.0,54.0,51.0,62.0,45.0,60.0,46.0,56.0,58.0,49.0,63.0,55.0,54.0,44.0,44.0,55.0,57.0,55.0,58.0,57.99573560767591
2020-11-22,52.0,58.0,50.0,59.0,62.0,60.0,55.0,65.0,69.0,51.0,53.0,55.0,53.0,59.0,57.0,54.0,58.0,57.0,60.0,49.0,60.5543710021322
2020-11-23,62.0,60.0,55.0,67.0,71.0,56.0,55.0,65.0,71.0,62.0,54.0,60.0,63.0,67.0,65.0,61.0,63.0,58.0,60.0,68.0,66.25799573560768
2020-11-24,56.0,49.0,54.0,69.0,53.0,55.0,53.0,60.0,64.0,44.0,58.0,48.0,52.0,55.0,53.0,51.0,57.0,61.0,55.0,57.0,58.84861407249467
2020-11-25,48.0,53.0,58.0,53.0,47.0,52.0,41.0,54.0,56.0,40.0,48.0,37.0,44.0,55.0,53.0,49.0,54.0,60.0,62.0,48.0,53.94456289978678
2020-11-26,55.0,59.0,57.0,60.0,50.0,46.0,64.0,52.0,63.0,62.0,59.0,47.0,52.0,50.0,66.0,53.0,65.0,59.0,50.0,58.0,60.07462686567165
2020-11-27,54.0,57.0,48.0,60.0,58.0,45.0,37.0,53.0,56.0,48.0,42.0,50.0,48.0,41.0,47.0,55.0,62.0,47.0,51.0,55.0,54.05117270788913
2020-11-28,49.0,51.0,59.0,51.0,48.0,57.0,51.0,45.0,53.0,41.0,46.0,44.0,58.0,59.0,53.0,44.0,58.0,47.0,44.0,53.0,53.89125799573561
2020-11-29,62.0,50.0,53.0,63.0,58.0,47.0,59.0,57.0,53.0,52.0,43.0,47.0,63.0,46.0,56.0,51.0,58.0,58.0,50.0,55.0,57.6226012793177
2020-11-30,61.0,44.0,44.0,48.0,66.0,49.0,61.0,46.0,49.0,55.0,60.0,66.0,70.0,56.0,46.0,47.0,54.0,54.0,43.0,51.0,57.0362473347548
2020-12-01,36.0,46.0,42.0,50.0,45.0,41.0,28.0,38.0,42.0,43.0,41.0,38.0,45.0,30.0,42.0,39.0,51.0,52.0,37.0,40.0,44.02985074626866
2020-12-02,46.0,45.0,50.0,56.0,42.0,47.0,44.0,50.0,44.0,34.0,49.0,42.0,40.0,43.0,41.0,41.0,57.0,52.0,43.0,52.0,48.933901918976545
2020-12-03,57.0,50.0,55.0,50.0,44.0,54.0,44.0,54.0,49.0,44.0,33.0,48.0,44.0,56.0,55.0,64.0,55.0,62.0,48.0,58.0,54.58422174840086
2020-12-04,49.0,49.0,42.0,43.0,38.0,43.0,42.0,43.0,49.0,41.0,47.0,52.0,43.0,38.0,50.0,51.0,53.0,56.0,43.0,48.0,49.04051172707889
2020-12-05,41.0,53.0,37.0,49.0,45.0,47.0,32.0,39.0,52.0,33.0,37.0,34.0,43.0,51.0,37.0,40.0,46.0,44.0,45.0,44.0,45.25586353944563
2020-12-06,43.0,41.0,49.0,47.0,45.0,49.0,44.0,58.0,56.0,38.0,40.0,42.0,54.0,45.0,43.0,54.0,47.0,50.0,56.0,54.0,50.90618336886994
2020-12-07,58.0,43.0,44.0,43.0,54.0,52.0,60.0,58.0,50.0,50.0,55.0,65.0,66.0,46.0,52.0,60.0,58.0,53.0,50.0,54.0,57.08955223880597
2020-12-08,44.0,49.0,44.0,57.0,60.0,49.0,53.0,45.0,57.0,55.0,46.0,53.0,54.0,46.0,52.0,48.0,57.0,46.0,47.0,52.0,54.05117270788913
2020-12-09,48.0,55.0,45.0,53.0,47.0,56.0,49.0,64.0,52.0,43.0,47.0,47.0,44.0,44.0,59.0,58.0,50.0,60.0,48.0,61.0,54.90405117270789
2020-12-10,53.0,49.0,49.0,46.0,62.0,42.0,49.0,53.0,48.0,46.0,47.0,58.0,69.0,53.0,49.0,37.0,44.0,46.0,50.0,46.0,53.091684434968016
2020-12-11,56.0,57.0,58.0,57.0,69.0,61.0,44.0,61.0,51.0,44.0,53.0,49.0,57.0,58.0,58.0,52.0,53.0,56.0,56.0,59.0,59.11513859275053
2020-12-12,50.0,58.0,46.0,62.0,56.0,49.0,49.0,53.0,62.0,39.0,55.0,47.0,58.0,43.0,49.0,54.0,53.0,50.0,64.0,51.0,55.863539445629
2020-12-13,46.0,57.0,59.0,44.0,53.0,57.0,51.0,63.0,58.0,44.0,46.0,56.0,48.0,56.0,61.0,60.0,73.0,71.0,48.0,68.0,59.64818763326226
2020-12-14,63.0,56.0,56.0,71.0,62.0,60.0,59.0,52.0,62.0,58.0,63.0,58.0,52.0,51.0,61.0,55.0,52.0,66.0,55.0,50.0,61.940298507462686
2020-12-15,53.0,65.0,55.0,57.0,52.0,60.0,54.0,74.0,62.0,49.0,55.0,57.0,50.0,59.0,62.0,56.0,58.0,61.0,60.0,55.0,61.513859275053306
2020-12-16,48.0,58.0,63.0,59.0,52.0,64.0,53.0,50.0,60.0,47.0,49.0,51.0,47.0,67.0,60.0,55.0,68.0,57.0,71.0,81.0,61.833688699360344
2020-12-17,52.0,74.0,61.0,70.0,77.0,47.0,61.0,63.0,69.0,75.0,59.0,70.0,68.0,46.0,58.0,61.0,63.0,61.0,58.0,64.0,67.00426439232409
2020-12-18,64.0,58.0,53.0,53.0,59.0,59.0,50.0,61.0,69.0,52.0,47.0,51.0,58.0,59.0,55.0,55.0,65.0,60.0,66.0,72.0,62.15351812366738
2020-12-19,60.0,65.0,67.0,81.0,54.0,58.0,55.0,59.0,67.0,49.0,50.0,57.0,62.0,64.0,66.0,74.0,62.0,53.0,66.0,74.0,66.25799573560768
2020-12-20,82.0,76.0,81.0,65.0,71.0,75.0,67.0,78.0,72.0,70.0,73.0,70.0,71.0,61.0,60.0,60.0,60.0,72.0,78.0,68.0,75.15991471215352
2020-12-21,88.0,57.0,67.0,60.0,69.0,60.0,62.0,59.0,69.0,72.0,64.0,74.0,67.0,68.0,57.0,64.0,77.0,47.0,62.0,79.0,70.46908315565031
2020-12-22,61.0,57.0,54.0,60.0,72.0,50.0,64.0,52.0,54.0,60.0,58.0,60.0,70.0,45.0,52.0,57.0,45.0,49.0,53.0,55.0,60.127931769722814
2020-12-23,60.0,51.0,67.0,62.0,59.0,56.0,64.0,51.0,57.0,66.0,53.0,70.0,50.0,57.0,69.0,53.0,59.0,59.0,64.0,78.0,64.23240938166312
2020-12-24,44.0,42.0,45.0,78.0,38.0,39.0,43.0,50.0,54.0,38.0,47.0,47.0,43.0,51.0,49.0,58.0,68.0,55.0,56.0,63.0,53.73134328358209
2020-12-25,60.0,67.0,74.0,69.0,80.0,53.0,70.0,56.0,69.0,59.0,64.0,60.0,68.0,64.0,53.0,61.0,65.0,54.0,71.0,56.0,67.85714285714286
2020-12-26,64.0,51.0,58.0,62.0,72.0,50.0,74.0,61.0,51.0,49.0,60.0,56.0,59.0,74.0,62.0,64.0,70.0,69.0,64.0,60.0,65.56503198294243
2020-12-27,65.0,57.0,66.0,62.0,65.0,52.0,56.0,45.0,55.0,63.0,44.0,65.0,64.0,49.0,59.0,55.0,55.0,63.0,55.0,52.0,61.140724946695094
2020-12-28,64.0,69.0,68.0,65.0,86.0,62.0,63.0,63.0,72.0,81.0,64.0,53.0,74.0,66.0,69.0,65.0,70.0,68.0,62.0,73.0,72.33475479744136
2020-12-29,78.0,57.0,56.0,64.0,71.0,60.0,60.0,55.0,60.0,68.0,69.0,65.0,64.0,56.0,50.0,52.0,56.0,61.0,54.0,53.0,64.4456289978678
2020-12-30,67.0,60.0,49.0,60.0,66.0,48.0,50.0,58.0,58.0,57.0,80.0,56.0,64.0,53.0,63.0,66.0,67.0,61.0,54.0,64.0,64.01918976545842
2020-12-31,52.0,65.0,61.0,66.0,67.0,52.0,40.0,46.0,52.0,60.0,42.0,48.0,66.0,61.0,51.0,58.0,60.0,68.0,51.0,55.0,59.75479744136461
2021-01-01,63.0,53.0,52.0,48.0,54.0,51.0,62.0,48.0,50.0,47.0,50.0,51.0,52.0,46.0,55.0,61.0,54.0,59.0,55.0,56.0,56.87633262260128
2021-01-02,59.0,72.0,62.0,65.0,61.0,64.0,60.0,55.0,61.0,58.0,52.0,51.0,46.0,67.0,51.0,64.0,67.0,64.0,66.0,58.0,64.12579957356077
2021-01-03,68.0,66.0,64.0,60.0,62.0,72.0,51.0,56.0,65.0,62.0,49.0,52.0,68.0,56.0,56.0,64.0,65.0,64.0,78.0,60.0,65.99147121535181
2021-01-04,65.0,61.0,68.0,78.0,64.0,75.0,64.0,57.0,67.0,57.0,61.0,71.0,61.0,63.0,61.0,68.0,74.0,68.0,77.0,85.0,71.69509594882729
2021-01-05,76.0,58.0,62.0,64.0,69.0,62.0,66.0,60.0,64.0,63.0,62.0,72.0,68.0,62.0,60.0,60.0,54.0,71.0,68.0,63.0,68.44349680170576
2021-01-06,59.0,69.0,60.0,66.0,60.0,53.0,54.0,51.0,62.0,53.0,53.0,41.0,60.0,52.0,72.0,48.0,66.0,66.0,65.0,62.0,62.47334754797441
2021-01-07,66.0,49.0,50.0,58.0,60.0,52.0,57.0,56.0,61.0,60.0,71.0,63.0,67.0,55.0,58.0,53.0,61.0,56.0,60.0,50.0,61.99360341151386
2021-01-08,79.0,62.0,61.0,66.0,69.0,65.0,59.0,66.0,71.0,73.0,58.0,79.0,71.0,56.0,66.0,59.0,65.0,56.0,61.0,64.0,69.61620469083155
2021-01-09,57.0,58.0,54.0,65.0,66.0,56.0,61.0,47.0,63.0,59.0,60.0,57.0,61.0,63.0,60.0,58.0,63.0,57.0,69.0,62.0,63.75266524520256
2021-01-10,62.0,70.0,51.0,65.0,69.0,61.0,64.0,64.0,71.0,67.0,60.0,74.0,49.0,67.0,62.0,61.0,71.0,72.0,80.0,81.0,70.41577825159915
2021-01-11,55.0,53.0,72.0,76.0,66.0,69.0,59.0,78.0,76.0,53.0,55.0,59.0,62.0,57.0,55.0,51.0,67.0,62.0,75.0,71.0,67.75053304904051
2021-01-12,61.0,55.0,61.0,54.0,62.0,47.0,63.0,57.0,58.0,49.0,59.0,64.0,66.0,58.0,56.0,56.0,70.0,58.0,68.0,54.0,62.68656716417911
2021-01-13,76.0,62.0,68.0,66.0,67.0,60.0,69.0,67.0,54.0,41.0,70.0,70.0,71.0,66.0,61.0,61.0,65.0,56.0,68.0,68.0,68.55010660980811
2021-01-14,68.0,61.0,66.0,63.0,68.0,60.0,58.0,62.0,68.0,54.0,58.0,65.0,69.0,66.0,64.0,62.0,67.0,74.0,71.0,79.0,69.45628997867804
2021-01-15,41.0,55.0,54.0,64.0,43.0,61.0,39.0,64.0,62.0,50.0,45.0,40.0,42.0,50.0,54.0,54.0,70.0,51.0,52.0,63.0,56.18336886993603
2021-01-16,61.0,58.0,56.0,55.0,65.0,52.0,63.0,47.0,56.0,60.0,60.0,48.0,52.0,58.0,62.0,45.0,54.0,52.0,53.0,61.0,59.594882729211086
2021-01-17,62.0,65.0,73.0,72.0,66.0,66.0,60.0,68.0,69.0,68.0,70.0,69.0,76.0,62.0,70.0,61.0,64.0,75.0,64.0,66.0,71.74840085287846
