date,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9_,batch_id
2020-01-01,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9619181946403383,0
2020-01-02,0.0,36.0,62.0,18.0,31.0,20.0,17.0,38.0,42.0,16.0,39.49224259520451,0
2020-01-03,21.0,0.0,21.0,36.0,31.0,20.0,35.0,0.0,43.0,0.0,29.196050775740478,0
2020-01-04,68.0,20.0,46.0,20.0,68.0,21.0,19.0,0.0,31.0,0.0,41.325811001410436,0
2020-01-05,90.0,0.0,67.0,59.0,52.0,21.0,19.0,82.0,15.0,51.0,64.31593794076163,0
2020-01-06,20.0,34.0,0.0,18.0,0.0,0.0,17.0,0.0,14.0,0.0,14.527503526093088,0
2020-01-07,0.0,34.0,20.0,17.0,30.0,0.0,17.0,18.0,0.0,0.0,19.181946403385048,0
2020-01-08,20.0,33.0,0.0,0.0,15.0,0.0,17.0,0.0,13.0,15.0,15.937940761636106,0
2020-01-09,0.0,0.0,0.0,17.0,15.0,19.0,0.0,18.0,0.0,0.0,9.732016925246826,0
2020-01-10,61.0,52.0,0.0,18.0,15.0,19.0,17.0,37.0,28.0,15.0,36.953455571227074,0
2020-01-11,0.0,20.0,0.0,20.0,35.0,44.0,38.0,41.0,0.0,17.0,30.32440056417489,0
2020-01-12,43.0,37.0,43.0,38.0,16.0,41.0,18.0,39.0,29.0,33.0,47.53173483779972,0
2020-01-13,0.0,0.0,18.0,16.0,0.0,0.0,15.0,0.0,12.0,0.0,8.603667136812412,0
2020-01-14,18.0,15.0,18.0,46.0,27.0,0.0,0.0,16.0,24.0,27.0,26.939351198871652,0
2020-01-15,20.0,17.0,19.0,0.0,15.0,19.0,16.0,18.0,13.0,0.0,19.32299012693935,0
2020-01-16,0.0,17.0,0.0,35.0,0.0,19.0,0.0,0.0,14.0,0.0,11.988716502115654,0
2020-01-17,20.0,0.0,20.0,18.0,0.0,0.0,17.0,0.0,0.0,15.0,12.693935119887165,0
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-19,0.0,0.0,22.0,19.0,0.0,21.0,18.0,0.0,15.0,0.0,13.399153737658674,0
2020-01-20,40.0,17.0,20.0,34.0,15.0,0.0,0.0,36.0,26.0,15.0,28.63187588152327,0
2020-01-21,20.0,0.0,20.0,0.0,45.0,19.0,33.0,0.0,0.0,0.0,19.32299012693935,0
2020-01-22,40.0,34.0,20.0,0.0,30.0,0.0,17.0,18.0,0.0,15.0,24.541607898448515,0
2020-01-23,41.0,17.0,20.0,18.0,15.0,19.0,0.0,36.0,27.0,15.0,29.33709449929478,0
2020-01-24,0.0,35.0,20.0,18.0,0.0,19.0,17.0,0.0,28.0,16.0,21.579689703808178,0
2020-01-25,0.0,19.0,0.0,40.0,0.0,22.0,19.0,20.0,0.0,0.0,16.92524682651622,0
2020-01-26,44.0,55.0,86.0,38.0,49.0,41.0,72.0,0.0,30.0,0.0,58.53314527503526,0
2020-01-27,19.0,33.0,96.0,100.0,29.0,18.0,32.0,53.0,53.0,73.0,71.36812411847673,0
2020-01-28,0.0,51.0,20.0,17.0,44.0,18.0,49.0,0.0,13.0,30.0,34.13258110014104,0
2020-01-29,0.0,0.0,40.0,17.0,0.0,0.0,33.0,18.0,14.0,0.0,17.207334273624824,0
2020-01-30,41.0,52.0,61.0,0.0,15.0,19.0,17.0,19.0,14.0,0.0,33.568406205923836,0
2020-01-31,0.0,53.0,41.0,18.0,46.0,39.0,0.0,0.0,0.0,0.0,27.78561354019746,0
2020-02-01,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2440056417489416,0
2020-02-02,22.0,37.0,22.0,19.0,32.0,20.0,0.0,20.0,15.0,49.0,33.28631875881523,0
2020-02-03,18.0,31.0,37.0,47.0,69.0,34.0,16.0,17.0,25.0,28.0,45.416078984485196,0
2020-02-04,40.0,17.0,0.0,52.0,30.0,19.0,33.0,36.0,14.0,15.0,36.10719322990126,0
2020-02-05,42.0,0.0,0.0,0.0,15.0,19.0,34.0,19.0,28.0,47.0,28.77291960507757,0
2020-02-06,41.0,0.0,0.0,0.0,16.0,0.0,0.0,38.0,14.0,31.0,19.746121297602254,0
2020-02-07,43.0,18.0,21.0,0.0,48.0,20.0,18.0,0.0,0.0,16.0,25.952045133991533,0
2020-02-08,0.0,20.0,23.0,40.0,52.0,0.0,38.0,42.0,47.0,17.0,39.35119887165021,0
2020-02-09,41.0,0.0,20.0,54.0,31.0,39.0,0.0,0.0,14.0,16.0,30.32440056417489,0
2020-02-10,19.0,33.0,38.0,33.0,15.0,18.0,32.0,0.0,26.0,0.0,30.18335684062059,0
2020-02-11,58.0,33.0,78.0,67.0,0.0,18.0,49.0,53.0,26.0,15.0,55.99435825105783,0
2020-02-12,20.0,33.0,79.0,17.0,0.0,37.0,82.0,35.0,27.0,30.0,50.77574047954866,0
2020-02-13,39.0,67.0,0.0,52.0,15.0,93.0,16.0,35.0,53.0,30.0,56.41748942172073,0
2020-02-14,42.0,35.0,42.0,36.0,16.0,39.0,35.0,38.0,14.0,0.0,41.88998589562764,0
2020-02-15,23.0,0.0,0.0,20.0,17.0,21.0,19.0,0.0,0.0,0.0,14.104372355430183,0
2020-02-16,0.0,55.0,21.0,55.0,0.0,20.0,35.0,19.0,0.0,16.0,31.170662905500702,0
2020-02-17,20.0,34.0,0.0,17.0,0.0,0.0,17.0,36.0,0.0,15.0,19.605077574047954,0
