,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-11-18,58.0,64.0,85.0,57.0,54.0,62.0,57.0,36.0,54.0,75.0,46.0,38.0,52.525252525252526,52.0,38.0,38.0,70.88607594936708,56.043956043956044,52.56410256410256,49.45054945054945,65.70612077223979
2020-11-19,58.0,62.0,24.0,23.0,33.0,25.0,29.0,26.0,33.0,62.0,20.0,33.0,47.474747474747474,18.0,21.0,38.0,65.82278481012658,37.362637362637365,42.30769230769231,30.76923076923077,43.70954037980596
2020-11-20,66.0,86.0,56.0,59.0,29.0,57.0,23.0,38.0,23.0,72.0,38.0,57.0,60.60606060606061,48.0,31.0,27.0,44.30379746835443,70.32967032967034,50.0,78.02197802197803,60.77527159329133
2020-11-21,59.0,78.0,50.0,71.0,45.0,72.0,59.0,53.0,56.0,43.0,59.0,50.0,49.494949494949495,43.0,48.0,66.0,48.10126582278481,58.24175824175824,48.717948717948715,63.73626373626374,67.19495553420902
2020-11-22,36.0,13.0,31.0,52.0,28.0,45.0,46.0,43.0,62.0,35.0,43.0,39.0,37.37373737373738,43.0,35.0,53.0,36.70886075949367,45.05494505494506,35.8974358974359,13.186813186813186,46.317746068486834
2020-11-23,58.0,38.0,36.0,46.0,62.0,38.0,46.0,62.0,67.0,63.0,42.0,50.0,37.37373737373738,60.0,34.0,84.0,73.41772151898734,75.82417582417582,53.84615384615385,37.362637362637365,63.80802784195069
2020-11-24,17.0,61.0,82.0,33.0,69.0,31.0,72.0,51.0,49.0,61.0,41.0,38.0,66.66666666666667,70.0,29.0,50.0,46.835443037974684,68.13186813186813,82.05128205128206,54.94505494505494,64.33620372404884
2020-11-25,71.0,43.0,53.0,71.0,53.0,54.0,67.0,41.0,48.0,80.0,36.0,100.0,45.45454545454545,57.0,37.0,69.0,81.0126582278481,48.35164835164835,74.35897435897436,91.20879120879121,73.1986043713189
2020-11-26,47.0,57.0,66.0,46.0,51.0,59.0,64.0,63.0,73.0,63.0,63.0,60.0,58.58585858585859,95.0,43.0,45.0,78.48101265822785,89.01098901098901,78.2051282051282,43.956043956043956,74.56928874855228
2020-11-27,28.0,31.0,43.0,68.0,32.0,49.0,40.0,47.0,49.0,75.0,41.0,38.0,32.323232323232325,47.0,29.0,45.0,83.54430379746836,50.54945054945055,71.7948717948718,69.23076923076923,58.147021887902916
2020-11-28,40.0,50.0,42.0,6.0,27.0,50.0,28.0,21.0,21.0,55.0,10.0,11.0,31.31313131313131,24.0,13.0,25.0,53.164556962025316,37.362637362637365,47.43589743589744,37.362637362637365,37.76564342573355
2020-11-29,17.0,57.0,48.0,45.0,55.0,75.0,17.0,47.0,60.0,68.0,47.0,49.0,56.56565656565657,71.0,38.0,32.0,84.81012658227849,62.637362637362635,47.43589743589744,25.274725274725274,60.14321966926012
2020-11-30,52.0,68.0,66.0,28.0,66.0,49.0,46.0,62.0,54.0,48.0,56.0,49.0,51.515151515151516,35.0,17.0,32.0,40.50632911392405,68.13186813186813,46.15384615384615,61.53846153846154,59.73067155133475
2020-12-01,34.0,61.0,36.0,28.0,49.0,25.0,34.0,31.0,49.0,34.0,36.0,55.0,47.474747474747474,6.0,38.0,44.0,24.050632911392405,37.362637362637365,24.358974358974358,42.857142857142854,44.15141445689632
2020-12-02,35.0,31.0,35.0,45.0,27.0,18.0,17.0,30.0,49.0,61.0,41.0,32.0,20.2020202020202,17.0,29.0,44.0,53.164556962025316,37.362637362637365,29.487179487179485,56.043956043956044,42.42136860951276
2020-12-03,41.0,32.0,31.0,46.0,50.0,44.0,23.0,31.0,38.0,42.0,11.0,22.0,32.323232323232325,54.0,25.0,38.0,24.050632911392405,45.05494505494506,42.30769230769231,31.86813186813187,42.202099342311364
2020-12-04,33.0,36.0,35.0,44.0,65.0,42.0,61.0,56.0,32.0,27.0,46.0,58.0,55.55555555555556,57.0,29.0,69.0,51.89873417721519,65.93406593406593,57.69230769230769,36.26373626373626,57.421372001604354
2020-12-05,36.0,6.0,50.0,35.0,17.0,45.0,35.0,48.0,39.0,49.0,32.0,33.0,37.37373737373738,37.0,9.0,54.0,36.70886075949367,45.05494505494506,30.76923076923077,13.186813186813186,41.27174907472274
2020-12-06,35.0,55.0,55.0,46.0,33.0,50.0,74.0,37.0,54.0,62.0,47.0,33.0,21.21212121212121,47.0,42.0,51.0,24.050632911392405,43.956043956043956,42.30769230769231,42.857142857142854,53.70497462452126
2020-12-07,29.0,68.0,54.0,40.0,11.0,31.0,34.0,37.0,60.0,75.0,25.0,54.0,46.464646464646464,35.0,34.0,32.0,41.77215189873418,43.956043956043956,53.84615384615385,49.45054945054945,51.252153446172265
2020-12-08,45.0,80.0,84.0,34.0,39.0,50.0,73.0,47.0,60.0,69.0,66.0,43.0,73.73737373737374,41.0,72.0,45.0,59.49367088607595,68.13186813186813,83.33333333333333,68.13186813186813,72.02548830264601
2020-12-09,41.0,25.0,54.0,28.0,49.0,68.0,17.0,36.0,49.0,27.0,10.0,22.0,41.41414141414141,41.0,46.0,45.0,41.77215189873418,31.86813186813187,58.97435897435897,61.53846153846154,47.598043129749335
2020-12-10,47.0,45.0,43.0,52.0,40.0,32.0,47.0,32.0,11.0,14.0,32.0,55.0,37.37373737373738,0.0,22.0,39.0,24.050632911392405,25.274725274725274,42.30769230769231,57.142857142857146,41.814930053069794
2020-12-11,36.0,79.0,58.0,23.0,58.0,45.0,35.0,65.0,51.0,36.0,43.0,46.0,38.38383838383838,31.0,31.0,40.0,49.36708860759494,46.15384615384615,43.58974358974359,25.274725274725274,52.768425804664695
2020-12-12,30.0,33.0,51.0,48.0,29.0,33.0,35.0,21.0,40.0,57.0,27.0,40.0,44.44444444444444,30.0,18.0,67.0,37.9746835443038,39.56043956043956,30.76923076923077,51.64835164835165,45.78844536038877
2020-12-13,48.0,32.0,25.0,29.0,62.0,45.0,23.0,32.0,40.0,35.0,43.0,45.0,42.42424242424242,42.0,39.0,33.0,62.0253164556962,38.46153846153846,48.717948717948715,58.24175824175824,49.35566613399592
2020-12-14,64.0,37.0,42.0,40.0,49.0,57.0,74.0,72.0,59.0,75.0,56.0,71.0,31.31313131313131,18.0,37.0,51.0,35.44303797468354,68.13186813186813,65.38461538461539,80.21978021978022,64.92773207853193
2020-12-15,71.0,84.0,55.0,47.0,33.0,66.0,77.0,38.0,56.0,57.0,81.0,62.0,43.43434343434343,48.0,48.0,33.0,43.037974683544306,57.142857142857146,48.717948717948715,76.92307692307692,67.49269639488715
2020-12-16,30.0,65.0,43.0,41.0,40.0,45.0,35.0,27.0,34.0,50.0,37.0,45.0,22.22222222222222,36.0,51.0,40.0,36.70886075949367,6.593406593406593,50.0,58.24175824175824,47.54999939848313
2020-12-17,56.0,48.0,33.0,87.0,47.0,74.0,55.0,61.0,29.0,66.0,61.0,70.0,33.333333333333336,56.0,32.0,69.0,37.9746835443038,47.252747252747255,25.641025641025642,68.13186813186813,63.35873271120968
2020-12-18,64.0,92.0,73.0,76.0,54.0,90.0,99.0,40.0,72.0,84.0,81.0,72.0,100.0,90.0,19.0,64.0,59.49367088607595,68.13186813186813,52.56410256410256,69.23076923076923,85.13662112407974
2020-12-19,38.0,50.0,21.0,19.0,38.0,36.0,32.0,18.0,31.0,31.0,36.0,50.0,36.36363636363637,26.0,29.0,51.0,20.253164556962027,70.32967032967034,6.410256410256411,35.16483516483517,40.457701112949465
2020-12-20,32.0,55.0,40.0,50.0,61.0,55.0,56.0,63.0,60.0,61.0,34.0,48.0,46.464646464646464,65.0,50.0,35.0,46.835443037974684,27.47252747252747,47.43589743589744,60.43956043956044,59.59886093985671
2020-12-21,30.0,53.0,51.0,49.0,6.0,33.0,54.0,38.0,41.0,59.0,34.0,52.0,38.38383838383838,38.0,32.0,69.0,56.962025316455694,46.15384615384615,38.46153846153846,46.15384615384615,51.88947225607233
2020-12-22,57.0,62.0,78.0,44.0,67.0,61.0,31.0,46.0,53.0,38.0,34.0,71.0,28.282828282828284,57.0,32.0,42.0,59.49367088607595,48.35164835164835,32.05128205128205,47.252747252747255,59.286012166737265
2020-12-23,68.0,100.0,96.0,98.0,71.0,94.0,92.0,61.0,83.0,66.0,88.0,88.0,89.8989898989899,87.0,36.0,97.0,89.87341772151899,100.0,75.64102564102564,86.81318681318682,100.0
2020-12-24,14.0,67.0,36.0,68.0,40.0,67.0,55.0,50.0,52.0,33.0,24.0,40.0,31.31313131313131,57.0,25.0,38.0,43.037974683544306,29.67032967032967,50.0,65.93406593406593,53.13947671741019
2020-12-25,56.0,31.0,51.0,34.0,40.0,54.0,21.0,6.0,34.0,50.0,25.0,27.0,45.45454545454545,28.0,21.0,23.0,36.70886075949367,38.46153846153846,29.487179487179485,53.84615384615385,42.28329067690366
2020-12-26,77.0,77.0,76.0,77.0,37.0,56.0,45.0,46.0,43.0,85.0,41.0,54.0,47.474747474747474,33.0,33.0,50.0,59.49367088607595,69.23076923076923,46.15384615384615,56.043956043956044,66.48148346741962
2020-12-27,62.0,54.0,64.0,54.0,100.0,53.0,61.0,61.0,58.0,86.0,93.0,70.0,66.66666666666667,100.0,41.0,54.0,88.60759493670886,59.34065934065934,64.1025641025641,86.81318681318682,82.56410108171696
2020-12-28,29.0,51.0,49.0,40.0,39.0,62.0,29.0,42.0,39.0,77.0,52.0,39.0,36.36363636363637,54.0,30.0,52.0,54.43037974683544,37.362637362637365,42.30769230769231,37.362637362637365,53.491647290484664
2020-12-29,66.0,67.0,65.0,71.0,59.0,79.0,33.0,46.0,74.0,68.0,61.0,37.0,55.55555555555556,56.0,45.0,100.0,87.34177215189874,54.94505494505494,69.23076923076923,67.03296703296704,75.6409538890235
2020-12-30,35.0,45.0,37.0,69.0,68.0,32.0,63.0,32.0,79.0,21.0,47.0,72.0,38.38383838383838,77.0,39.0,46.0,60.75949367088607,63.73626373626374,84.61538461538461,75.82417582417582,65.09727850805952
2020-12-31,31.0,68.0,59.0,49.0,18.0,61.0,36.0,22.0,48.0,73.0,28.0,24.0,50.505050505050505,58.0,23.0,42.0,58.22784810126582,39.56043956043956,32.05128205128205,68.13186813186813,53.29068512054388
2021-01-01,71.0,91.0,94.0,51.0,74.0,77.0,44.0,52.0,31.0,86.0,64.0,68.0,35.35353535353536,53.0,52.0,79.0,73.41772151898734,83.51648351648352,73.07692307692308,76.92307692307692,79.73047721187598
2021-01-02,72.0,71.0,69.0,71.0,57.0,71.0,47.0,59.0,51.0,71.0,59.0,69.0,65.65656565656566,37.0,44.0,68.0,50.63291139240506,65.93406593406593,67.94871794871794,78.02197802197803,74.62658189190685
