,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-10-05,15.0,15.0,61.0,24.0,0.0,17.0,61.627906976744185,58.333333333333336,44.0,35.22727272727273,43.0,32.0,42.0,43.956043956043956,34.0,24.0,24.0,14.0,42.0,15.0,44.23154288197541
2020-10-06,31.0,60.0,47.0,37.0,43.0,72.0,16.27906976744186,61.666666666666664,56.0,73.86363636363636,15.0,66.0,44.0,60.43956043956044,24.0,12.0,50.0,43.0,72.0,45.0,63.7099291824865
2020-10-07,0.0,15.0,15.0,0.0,28.0,0.0,31.3953488372093,40.0,22.0,54.54545454545455,29.0,32.0,14.0,45.05494505494506,23.0,12.0,25.0,42.0,0.0,45.0,32.428905279013875
2020-10-08,32.0,15.0,48.0,0.0,15.0,37.0,50.0,21.666666666666668,24.0,0.0,30.0,17.0,15.0,0.0,61.0,39.0,0.0,0.0,15.0,0.0,28.77262771821295
2020-10-09,84.0,100.0,70.0,42.0,97.0,100.0,70.93023255813954,90.0,50.0,60.22727272727273,33.0,18.0,32.0,100.0,66.0,84.0,70.0,32.0,80.0,33.0,89.96239731668675
2020-10-10,18.0,89.0,37.0,15.0,17.0,65.0,38.372093023255815,96.66666666666667,41.0,89.77272727272727,71.0,40.0,0.0,36.26373626373626,43.0,61.0,45.0,52.0,35.0,55.0,64.7949902230337
2020-10-11,17.0,16.0,0.0,28.0,0.0,40.0,34.883720930232556,21.666666666666668,25.0,20.454545454545453,0.0,18.0,0.0,16.483516483516482,26.0,28.0,28.0,0.0,16.0,33.0,25.26381487751613
2020-10-12,49.0,16.0,0.0,67.0,92.0,57.0,68.6046511627907,83.33333333333333,36.0,78.4090909090909,63.0,35.0,61.0,48.35164835164835,100.0,53.0,27.0,61.0,15.0,48.0,72.58509351327258
2020-10-13,32.0,16.0,33.0,27.0,31.0,19.0,17.441860465116278,43.333333333333336,24.0,39.77272727272727,32.0,18.0,31.0,0.0,26.0,27.0,14.0,46.0,16.0,49.0,37.12888814428866
2020-10-14,16.0,0.0,84.0,52.0,31.0,19.0,33.72093023255814,21.666666666666668,36.0,19.318181818181817,15.0,17.0,60.0,47.252747252747255,63.0,27.0,26.0,60.0,75.0,79.0,53.61160021959123
2020-10-15,68.0,51.0,35.0,28.0,80.0,61.0,17.441860465116278,45.0,38.0,20.454545454545453,100.0,55.0,0.0,84.61538461538461,53.0,28.0,28.0,32.0,65.0,17.0,62.151055451712935
2020-10-16,0.0,34.0,54.0,71.0,50.0,21.0,18.6046511627907,46.666666666666664,26.0,63.63636363636363,51.0,19.0,16.0,34.065934065934066,67.0,43.0,29.0,33.0,100.0,0.0,53.26983142153083
2020-10-17,0.0,0.0,19.0,45.0,34.0,0.0,56.97674418604651,73.33333333333333,0.0,43.18181818181818,54.0,20.0,0.0,0.0,28.0,46.0,30.0,18.0,17.0,18.0,34.45118088903017
2020-10-18,18.0,36.0,37.0,30.0,35.0,63.0,37.2093023255814,23.333333333333332,27.0,64.77272727272727,17.0,39.0,34.0,0.0,0.0,30.0,30.0,34.0,34.0,18.0,41.63794800282014
2020-10-19,65.0,47.0,33.0,53.0,46.0,57.0,17.441860465116278,43.333333333333336,72.0,77.27272727272727,46.0,87.0,46.0,16.483516483516482,75.0,66.0,40.0,61.0,46.0,32.0,70.3796828287605
2020-10-20,16.0,61.0,32.0,51.0,60.0,37.0,32.55813953488372,20.0,35.0,76.13636363636364,30.0,50.0,0.0,30.76923076923077,24.0,52.0,25.0,30.0,29.0,31.0,49.53259743426391
2020-10-21,16.0,15.0,32.0,13.0,0.0,0.0,16.27906976744186,0.0,12.0,19.318181818181817,45.0,17.0,0.0,0.0,12.0,0.0,26.0,0.0,15.0,16.0,17.45535807296271
2020-10-22,16.0,63.0,49.0,53.0,46.0,77.0,67.44186046511628,65.0,12.0,77.27272727272727,47.0,53.0,46.0,48.35164835164835,38.0,40.0,13.0,0.0,61.0,16.0,60.88641588590363
2020-10-23,17.0,32.0,85.0,82.0,31.0,78.0,87.20930232558139,88.33333333333333,12.0,100.0,32.0,36.0,31.0,32.967032967032964,64.0,54.0,41.0,16.0,48.0,66.0,70.85811502434
2020-10-24,100.0,82.0,52.0,69.0,63.0,60.0,34.883720930232556,66.66666666666667,50.0,39.77272727272727,65.0,54.0,94.0,49.45054945054945,26.0,28.0,42.0,79.0,79.0,100.0,84.58834868630625
2020-10-25,49.0,95.0,50.0,80.0,92.0,57.0,100.0,21.666666666666668,48.0,77.27272727272727,63.0,86.0,61.0,79.12087912087912,75.0,26.0,39.0,31.0,46.0,48.0,83.92239207645113
2020-10-26,31.0,30.0,16.0,25.0,43.0,36.0,47.674418604651166,60.0,23.0,55.68181818181818,45.0,81.0,43.0,45.05494505494506,47.0,63.0,37.0,86.0,0.0,91.0,62.07559698259782
2020-10-27,45.0,43.0,15.0,0.0,28.0,35.0,31.3953488372093,40.0,11.0,36.36363636363637,29.0,16.0,43.0,59.34065934065934,46.0,50.0,37.0,43.0,29.0,45.0,46.76520843316466
2020-10-28,77.0,15.0,32.0,25.0,15.0,37.0,32.55813953488372,61.666666666666664,35.0,55.68181818181818,30.0,50.0,59.0,46.15384615384615,0.0,26.0,25.0,0.0,15.0,16.0,44.77426321584174
2020-10-29,45.0,30.0,63.0,62.0,43.0,36.0,47.674418604651166,80.0,34.0,72.72727272727273,44.0,65.0,14.0,45.05494505494506,35.0,25.0,50.0,43.0,29.0,61.0,63.38136610101048
2020-10-30,0.0,27.0,14.0,11.0,39.0,0.0,13.953488372093023,0.0,30.0,15.909090909090908,13.0,15.0,26.0,27.47252747252747,10.0,33.0,22.0,39.0,0.0,13.0,23.950648869404407
2020-10-31,42.0,28.0,14.0,11.0,0.0,33.0,29.069767441860463,55.0,0.0,0.0,54.0,15.0,66.0,41.75824175824176,11.0,23.0,46.0,27.0,13.0,42.0,37.76513720130004
2020-11-01,98.0,56.0,58.0,23.0,53.0,67.0,74.4186046511628,36.666666666666664,62.0,34.09090909090909,83.0,31.0,13.0,42.857142857142854,43.0,70.0,35.0,53.0,40.0,56.0,70.55121378863704
2020-11-02,42.0,55.0,14.0,34.0,26.0,33.0,15.116279069767442,36.666666666666664,21.0,17.045454545454547,27.0,45.0,13.0,27.47252747252747,22.0,23.0,11.0,13.0,13.0,42.0,36.35778675035922
2020-11-03,43.0,42.0,74.0,59.0,41.0,85.0,60.46511627906977,76.66666666666667,32.0,34.09090909090909,42.0,46.0,14.0,28.571428571428573,33.0,12.0,0.0,27.0,14.0,29.0,54.354495844584896
2020-11-04,52.0,25.0,39.0,53.0,49.0,15.0,53.48837209302326,51.666666666666664,29.0,46.59090909090909,37.0,28.0,36.0,0.0,10.0,21.0,31.0,12.0,37.0,38.0,45.50686669653138
2020-11-05,27.0,26.0,41.0,22.0,51.0,32.0,41.86046511627907,35.0,20.0,15.909090909090908,39.0,44.0,51.0,52.747252747252745,21.0,22.0,44.0,13.0,38.0,27.0,45.49115676789046
2020-11-06,28.0,28.0,57.0,34.0,39.0,50.0,29.069767441860463,91.66666666666667,51.0,32.95454545454545,0.0,45.0,26.0,27.47252747252747,33.0,35.0,34.0,92.0,13.0,14.0,52.11731912527355
2020-11-07,41.0,13.0,14.0,22.0,0.0,0.0,13.953488372093023,18.333333333333332,10.0,15.909090909090908,0.0,15.0,13.0,13.186813186813186,10.0,11.0,11.0,13.0,13.0,27.0,18.811863435560404
2020-11-08,83.0,69.0,42.0,34.0,52.0,65.0,43.02325581395349,71.66666666666667,31.0,50.0,80.0,30.0,80.0,14.285714285714286,32.0,34.0,57.0,40.0,53.0,28.0,67.80483197552104
2020-11-09,28.0,14.0,72.0,58.0,27.0,50.0,87.20930232558139,93.33333333333333,63.0,68.18181818181819,81.0,60.0,40.0,27.47252747252747,22.0,35.0,46.0,79.0,40.0,28.0,69.87682759694887
