,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-10-05,39.0,46.0,48.0,52.0,24.0,47.0,76.0,27.0,56.0,59.0,44.0,35.0,49.0,30.0,26.0,42.0,17.0,38.0,42.0,37.0,57.43801652892562
2020-10-06,60.0,70.0,60.0,35.0,41.0,35.0,48.0,36.0,34.0,26.0,15.0,62.0,50.0,30.0,53.0,43.0,35.0,20.0,22.0,19.0,54.68319559228651
2020-10-07,20.0,23.0,20.0,9.0,16.0,0.0,0.0,27.0,11.0,17.0,0.0,17.0,0.0,10.0,9.0,11.0,9.0,10.0,22.0,28.0,17.837465564738295
2020-10-08,50.0,35.0,20.0,27.0,41.0,36.0,19.0,54.0,45.0,51.0,22.0,35.0,50.0,41.0,17.0,75.0,35.0,29.0,65.0,38.0,54.06336088154271
2020-10-09,22.0,38.0,21.0,29.0,18.0,52.0,41.0,39.0,37.0,0.0,16.0,38.0,43.0,33.0,19.0,35.0,28.0,42.0,23.0,31.0,41.66666666666667
2020-10-10,0.0,29.0,13.0,34.0,20.0,30.0,25.0,46.0,14.0,22.0,0.0,22.0,51.0,0.0,22.0,27.0,33.0,0.0,27.0,35.0,30.991735537190085
2020-10-11,49.0,28.0,96.0,75.0,59.0,58.0,70.0,66.0,41.0,31.0,100.0,53.0,61.0,97.0,53.0,39.0,74.0,71.0,53.0,80.0,86.36363636363637
2020-10-12,52.0,37.0,31.0,28.0,0.0,63.0,0.0,10.0,12.0,0.0,23.0,28.0,10.0,21.0,18.0,11.0,9.0,20.0,11.0,10.0,27.134986225895318
2020-10-13,41.0,47.0,51.0,54.0,25.0,61.0,40.0,9.0,59.0,18.0,47.0,18.0,21.0,31.0,9.0,66.0,27.0,20.0,45.0,19.0,48.7603305785124
2020-10-14,31.0,48.0,41.0,18.0,17.0,61.0,40.0,57.0,70.0,53.0,39.0,27.0,31.0,31.0,27.0,77.0,27.0,30.0,56.0,59.0,57.851239669421496
2020-10-15,22.0,25.0,32.0,19.0,26.0,77.0,41.0,29.0,37.0,18.0,16.0,28.0,22.0,43.0,56.0,23.0,19.0,31.0,35.0,50.0,44.69696969696971
2020-10-16,23.0,39.0,34.0,40.0,9.0,40.0,44.0,31.0,13.0,10.0,43.0,79.0,23.0,45.0,39.0,12.0,10.0,44.0,73.0,43.0,47.796143250688715
2020-10-17,38.0,44.0,38.0,0.0,10.0,45.0,24.0,11.0,14.0,22.0,29.0,22.0,51.0,64.0,22.0,41.0,44.0,25.0,14.0,0.0,38.429752066115704
2020-10-18,27.0,31.0,13.0,0.0,33.0,16.0,38.0,12.0,15.0,11.0,10.0,12.0,13.0,14.0,0.0,29.0,12.0,26.0,14.0,37.0,25.0
2020-10-19,56.0,51.0,66.0,39.0,18.0,66.0,43.0,60.0,38.0,38.0,50.0,77.0,66.0,45.0,19.0,59.0,57.0,54.0,60.0,31.0,68.38842975206612
2020-10-20,75.0,25.0,43.0,47.0,34.0,50.0,10.0,39.0,60.0,27.0,8.0,37.0,32.0,32.0,65.0,34.0,19.0,31.0,58.0,10.0,50.68870523415978
2020-10-21,22.0,51.0,32.0,39.0,44.0,51.0,52.0,20.0,49.0,47.0,33.0,19.0,11.0,44.0,19.0,58.0,9.0,21.0,59.0,31.0,48.96694214876033
2020-10-22,55.0,89.0,87.0,68.0,9.0,92.0,53.0,100.0,50.0,57.0,33.0,48.0,76.0,100.0,48.0,47.0,57.0,85.0,59.0,41.0,86.36363636363637
2020-10-23,57.0,94.0,45.0,71.0,37.0,68.0,33.0,41.0,39.0,49.0,17.0,60.0,34.0,93.0,40.0,74.0,50.0,67.0,100.0,64.0,78.03030303030303
2020-10-24,51.0,74.0,75.0,22.0,41.0,75.0,73.0,69.0,72.0,43.0,57.0,55.0,51.0,64.0,45.0,83.0,44.0,87.0,55.0,60.0,82.36914600550965
2020-10-25,13.0,58.0,74.0,66.0,10.0,15.0,48.0,23.0,28.0,22.0,19.0,44.0,62.0,38.0,43.0,40.0,43.0,25.0,82.0,35.0,54.269972451790636
2020-10-26,100.0,65.0,66.0,49.0,54.0,79.0,75.0,80.0,100.0,76.0,74.0,48.0,67.0,67.0,48.0,83.0,86.0,64.0,48.0,42.0,94.42148760330579
2020-10-27,64.0,99.0,83.0,56.0,43.0,100.0,41.0,58.0,71.0,45.0,55.0,46.0,84.0,63.0,100.0,90.0,46.0,52.0,57.0,70.0,91.11570247933886
2020-10-28,74.0,74.0,83.0,92.0,77.0,86.0,81.0,29.0,72.0,90.0,63.0,28.0,74.0,53.0,73.0,45.0,100.0,71.0,34.0,20.0,90.84022038567494
2020-10-29,83.0,49.0,92.0,100.0,42.0,99.0,69.0,47.0,35.0,62.0,54.0,36.0,82.0,52.0,81.0,89.0,63.0,100.0,78.0,68.0,95.11019283746558
2020-10-30,52.0,36.0,51.0,27.0,33.0,48.0,69.0,28.0,35.0,35.0,31.0,27.0,51.0,41.0,27.0,33.0,45.0,20.0,22.0,29.0,50.964187327823694
2020-10-31,11.0,40.0,34.0,30.0,37.0,0.0,0.0,41.0,51.0,49.0,26.0,30.0,68.0,23.0,10.0,25.0,40.0,22.0,12.0,21.0,39.25619834710744
2020-11-01,81.0,0.0,80.0,30.0,47.0,40.0,44.0,41.0,52.0,49.0,69.0,30.0,34.0,46.0,40.0,49.0,79.0,67.0,75.0,54.0,69.35261707988981
2020-11-02,91.0,71.0,50.0,53.0,33.0,73.0,58.0,64.0,69.0,26.0,30.0,35.0,51.0,61.0,61.0,86.0,44.0,39.0,77.0,38.0,76.44628099173555
