date,/m/0cjf0,isPartial
2020-02-24,18,False
2020-02-25,16,False
2020-02-26,20,False
2020-02-27,20,False
2020-02-28,22,False
2020-02-29,19,False
2020-03-01,28,False
2020-03-02,29,False
2020-03-03,23,False
2020-03-04,25,False
2020-03-05,28,False
2020-03-06,36,False
2020-03-07,32,False
2020-03-08,33,False
2020-03-09,34,False
2020-03-10,42,False
2020-03-11,49,False
2020-03-12,68,False
2020-03-13,76,False
2020-03-14,72,False
2020-03-15,91,False
2020-03-16,100,False
2020-03-17,79,False
2020-03-18,82,False
2020-03-19,76,False
2020-03-20,78,False
