date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc,batch_id
2020-01-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5060728744939271,0
2020-01-02,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.3036437246963563,0
2020-01-03,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5060728744939271,0
2020-01-04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8097165991902834,0
2020-01-05,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1133603238866399,0
2020-01-06,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.708502024291498,0
2020-01-07,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0121457489878543,0
2020-01-08,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8097165991902834,0
2020-01-09,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.5182186234817814,0
2020-01-10,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.2145748987854252,0
2020-01-11,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.9109311740890689,0
2020-01-12,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9109311740890689,0
2020-01-13,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.1133603238866399,0
2020-01-14,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.7206477732793524,0
2020-01-15,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.2145748987854252,0
2020-01-16,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.6315789473684212,0
2020-01-17,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.6194331983805668,0
2020-01-18,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.5182186234817814,0
2020-01-19,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.2145748987854252,0
2020-01-20,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0242914979757085,0
2020-01-21,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.6315789473684212,0
2020-01-22,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.2631578947368425,0
2020-01-23,5.0,8.0,7.0,8.0,9.0,8.0,6.0,4.0,10.0,8.0,7.388663967611336,0
2020-01-24,11.0,9.0,10.0,10.0,9.0,9.0,8.0,10.0,9.0,8.0,9.412955465587046,0
2020-01-25,12.0,16.0,15.0,16.0,12.0,14.0,13.0,13.0,11.0,13.0,13.663967611336032,0
2020-01-26,14.0,12.0,12.0,11.0,12.0,12.0,11.0,11.0,10.0,13.0,11.94331983805668,0
2020-01-27,8.0,8.0,9.0,11.0,9.0,10.0,10.0,8.0,10.0,9.0,9.311740890688258,0
2020-01-28,11.0,10.0,9.0,11.0,10.0,8.0,10.0,10.0,11.0,10.0,10.121457489878543,0
2020-01-29,10.0,12.0,9.0,12.0,11.0,10.0,10.0,12.0,9.0,10.0,10.62753036437247,0
2020-01-30,13.0,16.0,15.0,13.0,14.0,13.0,15.0,13.0,13.0,12.0,13.866396761133604,0
2020-01-31,15.0,16.0,15.0,15.0,15.0,14.0,13.0,13.0,14.0,13.0,14.473684210526317,0
2020-02-01,14.0,17.0,13.0,15.0,16.0,14.0,15.0,13.0,15.0,14.0,14.777327935222672,0
2020-02-02,10.0,9.0,10.0,11.0,12.0,10.0,9.0,8.0,11.0,9.0,10.020242914979757,0
2020-02-03,9.0,9.0,8.0,9.0,9.0,8.0,9.0,8.0,10.0,9.0,8.906882591093119,0
