date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0,batch_id
2020-01-01,14.0,0.0,12.0,16.0,35.0,22.0,33.0,25.0,19.0,23.0,22.69099201824401,0
2020-01-02,22.0,18.0,26.0,27.0,21.0,15.0,11.0,24.0,19.0,30.0,24.28734321550741,0
2020-01-03,47.0,17.0,25.0,26.0,24.0,20.0,42.0,20.0,27.0,45.0,33.40935005701254,0
2020-01-04,20.0,8.0,18.0,15.0,15.0,10.0,25.0,18.0,13.0,17.0,18.129988597491447,0
2020-01-05,4.0,28.0,18.0,34.0,31.0,26.0,51.0,46.0,30.0,25.0,33.40935005701254,0
2020-01-06,24.0,37.0,31.0,22.0,23.0,27.0,18.0,39.0,29.0,57.0,35.00570125427594,0
2020-01-07,24.0,17.0,18.0,10.0,23.0,14.0,11.0,40.0,11.0,29.0,22.462941847206384,0
2020-01-08,28.0,17.0,19.0,26.0,27.0,8.0,26.0,32.0,26.0,22.0,26.339794754846064,0
2020-01-09,14.0,24.0,22.0,19.0,21.0,14.0,18.0,32.0,22.0,15.0,22.919042189281644,0
2020-01-10,18.0,21.0,26.0,17.0,39.0,32.0,23.0,25.0,38.0,37.0,31.470923603192702,0
2020-01-11,17.0,12.0,15.0,23.0,24.0,20.0,13.0,29.0,9.0,31.0,22.006841505131128,0
2020-01-12,40.0,23.0,18.0,25.0,23.0,22.0,25.0,45.0,25.0,33.0,31.812998859749143,0
2020-01-13,22.0,19.0,14.0,18.0,18.0,28.0,13.0,36.0,27.0,30.0,25.65564424173318,0
2020-01-14,29.0,28.0,31.0,38.0,37.0,36.0,30.0,54.0,38.0,33.0,40.364880273660205,0
2020-01-15,21.0,17.0,15.0,23.0,17.0,17.0,11.0,24.0,38.0,33.0,24.629418472063854,0
2020-01-16,14.0,14.0,19.0,23.0,28.0,12.0,15.0,33.0,12.0,19.0,21.550741163055868,0
2020-01-17,30.0,36.0,36.0,31.0,32.0,24.0,43.0,33.0,24.0,23.0,35.57582668187001,0
2020-01-18,17.0,4.0,11.0,16.0,28.0,10.0,18.0,19.0,9.0,31.0,18.586088939566704,0
2020-01-19,38.0,25.0,26.0,27.0,41.0,31.0,18.0,28.0,9.0,44.0,32.725199543899656,0
2020-01-20,31.0,30.0,34.0,32.0,24.0,33.0,37.0,39.0,34.0,18.0,35.57582668187001,0
2020-01-21,25.0,21.0,28.0,36.0,38.0,40.0,15.0,32.0,26.0,11.0,31.014823261117446,0
2020-01-22,11.0,21.0,19.0,17.0,10.0,14.0,15.0,8.0,15.0,15.0,16.53363740022805,0
2020-01-23,11.0,18.0,10.0,23.0,28.0,23.0,38.0,16.0,12.0,19.0,22.5769669327252,0
2020-01-24,34.0,33.0,16.0,17.0,14.0,21.0,19.0,25.0,48.0,16.0,27.708095781071833,0
2020-01-25,31.0,33.0,31.0,36.0,34.0,35.0,41.0,34.0,28.0,50.0,40.25085518814139,0
2020-01-26,29.0,32.0,18.0,19.0,32.0,20.0,34.0,42.0,17.0,17.0,29.646522234891677,0
2020-01-27,31.0,40.0,28.0,22.0,47.0,36.0,18.0,59.0,44.0,36.0,41.163055872291906,0
2020-01-28,28.0,23.0,31.0,22.0,30.0,17.0,33.0,43.0,15.0,54.0,33.75142531356899,0
2020-01-29,43.0,31.0,29.0,33.0,45.0,46.0,45.0,57.0,50.0,18.0,45.267958950969216,0
2020-01-30,40.0,38.0,32.0,37.0,63.0,23.0,42.0,48.0,38.0,41.0,45.83808437856329,0
2020-01-31,29.0,43.0,32.0,7.0,25.0,32.0,15.0,21.0,36.0,27.0,30.444697833523374,0
2020-02-01,26.0,16.0,38.0,23.0,37.0,17.0,18.0,38.0,27.0,18.0,29.418472063854047,0
2020-02-02,25.0,28.0,22.0,26.0,20.0,26.0,30.0,37.0,22.0,25.0,29.76054732041049,0
2020-02-03,30.0,19.0,26.0,33.0,25.0,16.0,28.0,37.0,32.0,31.0,31.584948688711517,0
2020-02-04,22.0,21.0,32.0,39.0,44.0,28.0,41.0,28.0,30.0,33.0,36.259977194982895,0
2020-02-05,30.0,21.0,26.0,34.0,25.0,27.0,35.0,29.0,20.0,27.0,31.242873432155072,0
2020-02-06,19.0,29.0,33.0,38.0,43.0,30.0,50.0,54.0,28.0,38.0,41.277080957810725,0
