date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3,batch_id
2020-01-01,30.0,27.0,30.0,30.0,30.0,26.0,27.0,31.0,25.0,23.0,27.9,0
2020-01-02,21.0,27.0,21.0,18.0,22.0,18.0,19.0,29.0,21.0,21.0,21.7,0
2020-01-03,26.0,33.0,24.0,28.0,22.0,22.0,23.0,32.0,26.0,19.0,25.5,0
2020-01-04,24.0,34.0,22.0,28.0,19.0,22.0,27.0,20.0,25.0,24.0,24.5,0
2020-01-05,30.0,34.0,34.0,22.0,20.0,25.0,28.0,27.0,27.0,31.0,27.8,0
2020-01-06,23.0,28.0,21.0,22.0,22.0,13.0,17.0,20.0,24.0,19.0,20.9,0
2020-01-07,19.0,24.0,16.0,22.0,22.0,17.0,20.0,16.0,21.0,21.0,19.8,0
2020-01-08,26.0,28.0,26.0,25.0,20.0,22.0,26.0,25.0,21.0,25.0,24.4,0
2020-01-09,32.0,33.0,32.0,22.0,28.0,24.0,26.0,33.0,23.0,31.0,28.4,0
2020-01-10,23.0,18.0,22.0,24.0,23.0,23.0,19.0,18.0,22.0,23.0,21.5,0
2020-01-11,25.0,30.0,28.0,21.0,30.0,23.0,33.0,19.0,15.0,24.0,24.8,0
2020-01-12,20.0,28.0,19.0,20.0,22.0,22.0,21.0,28.0,28.0,22.0,23.0,0
2020-01-13,25.0,15.0,26.0,23.0,16.0,22.0,23.0,22.0,21.0,14.0,20.7,0
2020-01-14,27.0,30.0,25.0,22.0,27.0,18.0,28.0,25.0,28.0,23.0,25.3,0
2020-01-15,27.0,39.0,27.0,27.0,25.0,33.0,28.0,27.0,29.0,32.0,29.4,0
2020-01-16,27.0,25.0,16.0,19.0,22.0,26.0,27.0,25.0,28.0,23.0,23.8,0
2020-01-17,37.0,34.0,28.0,21.0,27.0,26.0,35.0,34.0,27.0,22.0,29.1,0
2020-01-18,32.0,29.0,31.0,26.0,27.0,24.0,32.0,36.0,27.0,31.0,29.5,0
2020-01-19,26.0,25.0,31.0,28.0,18.0,24.0,26.0,25.0,18.0,24.0,24.5,0
2020-01-20,31.0,32.0,26.0,22.0,30.0,28.0,35.0,33.0,31.0,25.0,29.3,0
