date,/m/0cjf0,isPartial
2020-02-24,14,False
2020-02-25,23,False
2020-02-26,28,False
2020-02-27,18,False
2020-02-28,17,False
2020-02-29,25,False
2020-03-01,27,False
2020-03-02,28,False
2020-03-03,32,False
2020-03-04,24,False
2020-03-05,26,False
2020-03-06,32,False
2020-03-07,19,False
2020-03-08,24,False
2020-03-09,37,False
2020-03-10,37,False
2020-03-11,39,False
2020-03-12,61,False
2020-03-13,76,False
2020-03-14,67,False
2020-03-15,100,False
2020-03-16,89,False
2020-03-17,82,False
2020-03-18,75,False
