,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-12-12,88.0,75.0,61.0,60.0,57.0,43.0,100.0,86.0,53.0,69.0,80.61224489795919,65.11627906976744,100.0,69.0,85.0,67.3913043478261,68.04123711340206,62.92134831460674,92.0,74.44444444444444,88.91357877907875
2020-12-13,61.0,60.0,37.0,49.0,52.0,47.0,62.0,57.0,26.0,48.0,60.204081632653065,60.46511627906977,53.0,50.0,65.0,66.30434782608695,47.422680412371136,48.31460674157304,65.33333333333333,63.333333333333336,65.829477995247
2020-12-14,34.0,40.0,47.0,66.0,58.0,45.0,33.0,55.0,54.0,43.0,48.97959183673469,84.88372093023256,38.0,44.0,72.5,50.0,74.22680412371135,59.550561797752806,36.0,46.666666666666664,62.864516375904394
2020-12-15,66.0,54.0,38.0,41.0,28.0,40.0,30.0,48.0,32.0,33.0,37.755102040816325,32.55813953488372,31.0,59.0,25.0,56.52173913043478,38.144329896907216,57.30337078651685,32.0,57.77777777777778,51.098296375815984
2020-12-16,46.0,42.0,27.0,46.0,52.0,40.0,53.0,62.0,45.0,37.0,55.10204081632653,55.81395348837209,26.0,37.0,45.0,48.91304347826087,48.45360824742268,31.46067415730337,65.33333333333333,48.888888888888886,55.67087187100958
2020-12-17,74.0,33.0,47.0,52.0,33.0,34.0,46.0,41.0,34.0,31.0,47.95918367346939,58.13953488372093,46.0,39.0,77.5,31.52173913043478,29.896907216494846,46.06741573033708,38.666666666666664,65.55555555555556,55.26440179612462
2020-12-18,51.0,51.0,62.0,56.0,31.0,53.0,63.0,39.0,27.0,37.0,74.48979591836735,36.04651162790697,49.0,71.0,48.75,63.04347826086956,47.422680412371136,40.449438202247194,41.333333333333336,74.44444444444444,62.02040765906151
2020-12-19,60.0,44.0,59.0,87.0,62.0,30.0,47.0,58.0,29.0,49.0,65.3061224489796,50.0,63.0,71.0,58.75,71.73913043478261,56.70103092783505,52.80898876404494,60.0,74.44444444444444,70.12534502026044
2020-12-20,70.0,46.0,56.0,73.0,60.0,67.0,66.0,83.0,25.0,46.0,52.04081632653061,63.95348837209303,44.0,52.0,42.5,71.73913043478261,78.35051546391753,67.41573033707866,69.33333333333333,90.0,74.67827711221115
2020-12-21,39.0,55.0,46.0,70.0,44.0,55.0,43.0,44.0,31.0,36.0,60.204081632653065,66.27906976744185,57.0,46.0,55.0,52.17391304347826,37.11340206185567,48.31460674157304,46.666666666666664,58.888888888888886,60.47358694117737
2020-12-22,73.0,61.0,42.0,46.0,31.0,28.0,48.0,54.0,67.0,29.0,66.3265306122449,46.51162790697674,34.0,62.0,66.25,43.47826086956522,63.91752577319588,59.550561797752806,21.333333333333332,42.22222222222222,60.104230551203095
2020-12-23,60.0,43.0,53.0,43.0,58.0,42.0,72.0,36.0,53.0,31.0,54.08163265306123,65.11627906976744,58.0,71.0,63.75,41.30434782608695,40.20618556701031,69.66292134831461,77.33333333333333,63.333333333333336,66.83125785354581
2020-12-24,35.0,32.0,58.0,63.0,50.0,35.0,24.0,49.0,28.0,31.0,46.93877551020408,45.348837209302324,30.0,32.0,47.5,35.869565217391305,46.391752577319586,61.79775280898876,52.0,33.333333333333336,51.04454982517454
2020-12-25,76.0,95.0,34.0,75.0,42.0,43.0,58.0,59.0,55.0,50.0,25.510204081632654,55.81395348837209,33.0,83.0,60.0,58.69565217391305,64.94845360824742,59.550561797752806,85.33333333333333,57.77777777777778,71.46102145234718
2020-12-26,51.0,59.0,38.0,59.0,46.0,62.0,44.0,50.0,40.0,43.0,6.122448979591836,52.325581395348834,63.0,40.0,28.75,50.0,54.63917525773196,57.30337078651685,68.0,41.111111111111114,58.19118167237726
2020-12-27,94.0,61.0,100.0,84.0,80.0,100.0,75.0,70.0,64.0,54.0,100.0,98.83720930232558,70.0,73.0,97.5,80.43478260869566,75.25773195876289,58.42696629213483,86.66666666666667,51.111111111111114,96.03798654089945
2020-12-28,61.0,65.0,59.0,49.0,29.0,43.0,47.0,26.0,44.0,58.0,51.02040816326531,55.81395348837209,42.0,100.0,35.0,41.30434782608695,57.7319587628866,32.58426966292135,22.666666666666668,52.22222222222222,59.295615030760956
2020-12-29,91.0,72.0,45.0,72.0,48.0,52.0,84.0,79.0,74.0,49.0,81.63265306122449,72.09302325581395,68.0,77.0,82.5,63.04347826086956,56.70103092783505,59.550561797752806,73.33333333333333,75.55555555555556,83.96178371419384
2020-12-30,57.0,68.0,80.0,34.0,79.0,45.0,75.0,71.0,35.0,87.0,87.75510204081633,80.23255813953489,70.0,69.0,36.25,64.1304347826087,64.94845360824742,82.02247191011236,69.33333333333333,64.44444444444444,80.52539141415348
2020-12-31,54.0,61.0,46.0,61.0,65.0,68.0,52.0,53.0,49.0,34.0,50.0,74.4186046511628,65.0,74.0,58.75,69.56521739130434,76.28865979381443,53.93258426966292,62.666666666666664,57.77777777777778,72.36262906756423
2021-01-01,51.0,60.0,80.0,52.0,29.0,31.0,75.0,57.0,34.0,47.0,29.591836734693878,79.06976744186046,38.0,32.0,63.75,55.43478260869565,54.63917525773196,69.66292134831461,33.333333333333336,41.111111111111114,61.813663479070435
2021-01-02,94.0,72.0,25.0,84.0,78.0,71.0,86.0,69.0,74.0,82.0,27.551020408163264,43.02325581395349,87.0,67.0,77.5,51.08695652173913,93.81443298969072,100.0,61.333333333333336,88.88888888888889,87.42841851636379
2021-01-03,63.0,63.0,42.0,67.0,54.0,45.0,27.0,54.0,45.0,37.0,62.244897959183675,74.4186046511628,54.0,91.0,48.75,31.52173913043478,41.23711340206186,43.82022471910113,52.0,53.333333333333336,64.05602596569086
2021-01-04,81.0,61.0,46.0,69.0,57.0,44.0,62.0,54.0,45.0,49.0,68.36734693877551,56.97674418604651,67.0,62.0,71.25,39.130434782608695,57.7319587628866,55.056179775280896,61.333333333333336,73.33333333333333,72.04396358391499
2021-01-05,67.0,70.0,47.0,51.0,58.0,38.0,40.0,59.0,38.0,46.0,30.612244897959183,43.02325581395349,59.0,38.0,81.25,50.0,49.48453608247423,69.66292134831461,72.0,50.0,64.52650197801734
2021-01-06,46.0,46.0,50.0,69.0,44.0,40.0,57.0,27.0,41.0,45.0,64.28571428571429,100.0,58.0,66.0,35.0,30.434782608695652,53.608247422680414,55.056179775280896,57.333333333333336,54.44444444444444,63.43561345099861
2021-01-07,41.0,56.0,34.0,65.0,25.0,26.0,58.0,40.0,45.0,26.0,46.93877551020408,55.81395348837209,45.0,33.0,95.0,48.91304347826087,53.608247422680414,50.561797752808985,38.666666666666664,38.888888888888886,56.30731597279995
2021-01-08,64.0,34.0,56.0,38.0,34.0,19.0,51.0,19.0,17.0,35.0,53.06122448979592,91.86046511627907,42.0,83.0,98.75,45.65217391304348,50.51546391752577,14.606741573033707,40.0,72.22222222222223,58.52183786126236
2021-01-09,19.0,57.0,41.0,56.0,69.0,31.0,37.0,48.0,30.0,32.0,71.42857142857143,51.16279069767442,53.0,45.0,85.0,42.391304347826086,70.10309278350516,65.1685393258427,57.333333333333336,58.888888888888886,62.23387192381812
2021-01-10,49.0,67.0,64.0,56.0,68.0,52.0,69.0,53.0,49.0,49.0,77.55102040816327,67.44186046511628,48.0,34.0,96.25,52.17391304347826,69.0721649484536,70.78651685393258,73.33333333333333,75.55555555555556,75.7057457002618
2021-01-11,98.0,85.0,54.0,46.0,61.0,47.0,67.0,81.0,49.0,53.0,51.02040816326531,83.72093023255815,67.0,80.0,85.0,57.608695652173914,87.62886597938144,71.91011235955057,100.0,83.33333333333333,85.96483324064852
2021-01-12,61.0,51.0,43.0,64.0,45.0,69.0,62.0,49.0,49.0,53.0,71.42857142857143,75.5813953488372,49.0,62.0,75.0,65.21739130434783,57.7319587628866,58.42696629213483,74.66666666666667,67.77777777777777,73.42671647520349
2021-01-13,55.0,59.0,37.0,27.0,44.0,22.0,48.0,66.0,36.0,26.0,50.0,68.6046511627907,53.0,64.0,63.75,47.82608695652174,32.98969072164948,57.30337078651685,24.0,63.333333333333336,57.67568443746701
2021-01-14,56.0,37.0,49.0,41.0,60.0,29.0,35.0,26.0,61.0,33.0,51.02040816326531,55.81395348837209,44.0,61.0,85.0,60.869565217391305,38.144329896907216,53.93258426966292,42.666666666666664,82.22222222222223,61.1468576371171
2021-01-15,64.0,48.0,68.0,59.0,38.0,31.0,69.0,66.0,22.0,39.0,54.08163265306123,94.18604651162791,42.0,69.0,80.0,77.17391304347827,55.670103092783506,23.59550561797753,78.66666666666667,52.22222222222222,69.01715813431991
2021-01-16,72.0,71.0,54.0,60.0,48.0,65.0,77.0,84.0,87.0,48.0,50.0,60.46511627906977,42.0,82.0,63.75,93.47826086956522,61.855670103092784,68.53932584269663,66.66666666666667,92.22222222222223,82.22613144667609
2021-01-17,78.0,81.0,80.0,43.0,80.0,73.0,62.0,57.0,43.0,78.0,44.89795918367347,65.11627906976744,68.0,70.0,70.0,77.17391304347827,85.56701030927834,84.26966292134831,72.0,62.22222222222222,83.89081352410588
2021-01-18,86.0,68.0,57.0,100.0,100.0,69.0,74.0,100.0,100.0,100.0,75.51020408163265,51.16279069767442,92.0,55.0,93.75,78.26086956521739,56.70103092783505,97.75280898876404,84.0,100.0,100.0
2021-01-19,61.0,50.0,56.0,36.0,43.0,36.0,39.0,66.0,57.0,26.0,37.755102040816325,54.651162790697676,53.0,46.0,63.75,30.434782608695652,51.54639175257732,53.93258426966292,69.33333333333333,47.77777777777778,59.71299799944269
2021-01-20,78.0,62.0,58.0,87.0,69.0,49.0,59.0,84.0,66.0,61.0,40.816326530612244,80.23255813953489,68.0,71.0,76.25,66.30434782608695,70.10309278350516,64.04494382022472,66.66666666666667,83.33333333333333,83.00591980533622
2021-01-21,71.0,100.0,50.0,77.0,60.0,46.0,78.0,82.0,64.0,70.0,71.42857142857143,69.76744186046511,93.0,84.0,85.0,70.65217391304348,51.54639175257732,97.75280898876404,65.33333333333333,72.22222222222223,89.0464177525857
