,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-02-21,0.0,0.0,0.0,0.0,0.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5260115606936417
2020-02-22,0.0,0.0,19.0,21.0,27.0,0.0,23.0,17.0,12.0,0.0,0.0,0.0,34.0,43.0,0.0,17.0,0.0,0.0,0.0,17.0,13.294797687861271
2020-02-23,16.0,19.0,36.0,40.0,26.0,0.0,22.0,16.0,24.0,0.0,21.0,0.0,66.0,70.0,9.0,0.0,16.0,12.0,55.0,0.0,25.895953757225435
2020-02-24,0.0,0.0,0.0,20.0,0.0,15.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,18.0,0.0,6.763005780346821
2020-02-25,0.0,0.0,0.0,19.0,13.0,0.0,21.0,15.0,0.0,0.0,22.0,0.0,0.0,20.0,0.0,15.0,0.0,0.0,0.0,0.0,7.22543352601156
2020-02-26,29.0,17.0,17.0,19.0,24.0,14.0,40.0,44.0,0.0,0.0,20.0,32.0,0.0,19.0,0.0,29.0,30.0,11.0,34.0,29.0,23.583815028901732
2020-02-27,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0982658959537572
2020-02-28,47.0,18.0,71.0,30.0,52.0,45.0,62.0,75.0,12.0,38.0,62.0,51.0,47.0,59.0,8.0,46.0,31.0,23.0,55.0,15.0,48.959537572254334
2020-02-29,46.0,36.0,17.0,39.0,37.0,30.0,21.0,31.0,11.0,13.0,41.0,51.0,31.0,20.0,8.0,46.0,46.0,23.0,53.0,46.0,37.34104046242774
2020-03-01,15.0,17.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,17.0,0.0,4.797687861271677
2020-03-02,28.0,34.0,33.0,45.0,35.0,0.0,20.0,14.0,11.0,35.0,39.0,63.0,15.0,46.0,0.0,14.0,14.0,21.0,33.0,14.0,29.710982658959537
2020-03-03,30.0,36.0,0.0,19.0,25.0,0.0,41.0,30.0,11.0,12.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,11.0,17.0,0.0,14.797687861271676
2020-03-04,14.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,37.0,0.0,0.0,15.0,0.0,17.0,15.0,7.456647398843931
2020-03-05,0.0,0.0,17.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,0.0,11.0,17.0,0.0,6.011560693641618
2020-03-06,30.0,35.0,18.0,39.0,37.0,29.0,81.0,45.0,33.0,38.0,62.0,17.0,0.0,19.0,24.0,0.0,15.0,33.0,52.0,15.0,35.95375722543353
2020-03-07,16.0,0.0,19.0,40.0,0.0,15.0,22.0,16.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.07514450867052
2020-03-08,72.0,34.0,66.0,36.0,12.0,100.0,39.0,29.0,32.0,48.0,97.0,16.0,58.0,19.0,31.0,72.0,43.0,21.0,50.0,71.0,54.68208092485549
2020-03-09,28.0,67.0,16.0,36.0,12.0,0.0,19.0,14.0,11.0,12.0,19.0,0.0,43.0,89.0,15.0,14.0,43.0,10.0,50.0,14.0,29.595375722543352
2020-03-10,28.0,33.0,16.0,35.0,11.0,13.0,19.0,14.0,31.0,35.0,38.0,47.0,14.0,0.0,23.0,14.0,28.0,10.0,32.0,14.0,26.30057803468208
2020-03-11,14.0,33.0,16.0,36.0,34.0,41.0,38.0,28.0,10.0,0.0,0.0,31.0,43.0,72.0,8.0,42.0,0.0,21.0,32.0,56.0,32.08092485549133
2020-03-12,0.0,51.0,49.0,72.0,24.0,0.0,39.0,29.0,22.0,24.0,39.0,48.0,14.0,18.0,8.0,43.0,29.0,11.0,33.0,14.0,32.774566473988436
2020-03-13,16.0,36.0,53.0,20.0,12.0,29.0,21.0,15.0,11.0,25.0,42.0,0.0,0.0,39.0,8.0,15.0,16.0,23.0,36.0,30.0,25.838150289017342
2020-03-14,61.0,35.0,35.0,58.0,25.0,29.0,41.0,59.0,12.0,38.0,41.0,34.0,31.0,29.0,16.0,15.0,15.0,0.0,18.0,45.0,36.820809248554916
2020-03-15,55.0,16.0,0.0,52.0,34.0,27.0,19.0,41.0,31.0,11.0,19.0,46.0,14.0,45.0,15.0,28.0,0.0,10.0,16.0,41.0,30.057803468208093
2020-03-16,13.0,15.0,44.0,41.0,31.0,13.0,35.0,25.0,19.0,11.0,52.0,58.0,13.0,48.0,14.0,13.0,40.0,0.0,30.0,0.0,29.76878612716763
2020-03-17,13.0,46.0,15.0,58.0,21.0,26.0,72.0,26.0,29.0,33.0,0.0,15.0,0.0,83.0,7.0,26.0,39.0,10.0,61.0,64.0,37.225433526011564
2020-03-18,26.0,48.0,61.0,34.0,43.0,77.0,36.0,53.0,39.0,44.0,91.0,74.0,96.0,69.0,29.0,40.0,40.0,39.0,31.0,79.0,60.63583815028902
2020-03-19,40.0,32.0,31.0,52.0,22.0,39.0,37.0,40.0,31.0,34.0,38.0,30.0,42.0,69.0,15.0,54.0,27.0,20.0,16.0,14.0,39.47976878612717
2020-03-20,63.0,45.0,29.0,41.0,21.0,50.0,87.0,38.0,57.0,42.0,84.0,28.0,13.0,65.0,55.0,51.0,38.0,9.0,44.0,51.0,52.65895953757225
2020-03-21,42.0,50.0,68.0,18.0,35.0,14.0,19.0,28.0,21.0,47.0,20.0,64.0,15.0,55.0,15.0,14.0,43.0,11.0,50.0,43.0,38.84393063583815
2020-03-22,14.0,34.0,17.0,66.0,0.0,28.0,60.0,14.0,22.0,12.0,39.0,33.0,0.0,37.0,8.0,29.0,15.0,11.0,52.0,14.0,29.190751445086704
2020-03-23,47.0,27.0,0.0,15.0,10.0,11.0,16.0,35.0,17.0,20.0,31.0,39.0,24.0,59.0,0.0,24.0,35.0,17.0,41.0,0.0,27.052023121387283
2020-03-24,63.0,89.0,74.0,49.0,42.0,76.0,69.0,77.0,47.0,21.0,69.0,57.0,52.0,57.0,34.0,38.0,65.0,38.0,88.0,77.0,68.32369942196532
2020-03-25,13.0,44.0,0.0,16.0,10.0,12.0,17.0,25.0,9.0,0.0,34.0,28.0,13.0,48.0,7.0,0.0,26.0,9.0,15.0,39.0,21.09826589595376
2020-03-26,52.0,45.0,30.0,49.0,11.0,38.0,34.0,13.0,38.0,11.0,34.0,0.0,26.0,25.0,14.0,13.0,13.0,47.0,15.0,38.0,31.560693641618496
2020-03-27,74.0,100.0,86.0,86.0,100.0,84.0,100.0,86.0,100.0,100.0,100.0,41.0,100.0,78.0,100.0,85.0,100.0,100.0,86.0,24.0,100.0
2020-03-28,100.0,51.0,100.0,100.0,81.0,42.0,98.0,100.0,32.0,36.0,95.0,96.0,72.0,100.0,23.0,100.0,43.0,52.0,100.0,100.0,87.91907514450867
2020-03-29,41.0,48.0,31.0,52.0,23.0,27.0,18.0,42.0,41.0,45.0,76.0,15.0,42.0,70.0,22.0,55.0,42.0,30.0,47.0,55.0,47.51445086705202
2020-03-30,37.0,42.0,56.0,47.0,60.0,47.0,33.0,36.0,27.0,30.0,33.0,27.0,25.0,47.0,0.0,0.0,25.0,18.0,28.0,49.0,38.554913294797686
2020-03-31,36.0,43.0,28.0,15.0,20.0,70.0,98.0,24.0,18.0,30.0,49.0,40.0,25.0,46.0,32.0,48.0,62.0,18.0,56.0,36.0,45.89595375722544
2020-04-01,0.0,0.0,14.0,48.0,0.0,0.0,17.0,12.0,9.0,31.0,0.0,14.0,13.0,24.0,14.0,0.0,13.0,9.0,15.0,24.0,14.855491329479769
2020-04-02,24.0,28.0,56.0,23.0,40.0,12.0,16.0,85.0,27.0,30.0,66.0,13.0,61.0,54.0,13.0,36.0,49.0,27.0,42.0,49.0,43.410404624277454
2020-04-03,50.0,29.0,44.0,16.0,10.0,12.0,51.0,25.0,19.0,21.0,34.0,14.0,13.0,32.0,14.0,13.0,26.0,19.0,0.0,12.0,26.24277456647399
2020-04-04,15.0,51.0,17.0,56.0,49.0,29.0,60.0,29.0,33.0,12.0,40.0,16.0,30.0,47.0,32.0,15.0,74.0,0.0,34.0,44.0,39.47976878612717
2020-04-05,30.0,17.0,34.0,57.0,12.0,0.0,20.0,15.0,23.0,0.0,41.0,17.0,46.0,58.0,16.0,15.0,29.0,11.0,34.0,30.0,29.190751445086704
2020-04-06,11.0,13.0,13.0,15.0,18.0,11.0,31.0,46.0,17.0,19.0,15.0,51.0,12.0,29.0,12.0,46.0,57.0,34.0,13.0,34.0,28.728323699421967
2020-04-07,12.0,43.0,28.0,31.0,20.0,23.0,66.0,12.0,18.0,20.0,65.0,54.0,12.0,32.0,20.0,36.0,36.0,18.0,0.0,25.0,33.005780346820806
2020-04-08,38.0,15.0,29.0,32.0,21.0,37.0,17.0,25.0,47.0,21.0,69.0,100.0,52.0,98.0,28.0,64.0,51.0,38.0,58.0,0.0,48.554913294797686
2020-04-09,13.0,0.0,0.0,24.0,21.0,12.0,18.0,13.0,19.0,11.0,17.0,14.0,26.0,33.0,7.0,26.0,0.0,0.0,15.0,0.0,15.54913294797688
2020-04-10,26.0,62.0,15.0,25.0,22.0,37.0,88.0,26.0,20.0,11.0,0.0,29.0,13.0,34.0,21.0,13.0,40.0,10.0,61.0,26.0,33.46820809248555
2020-04-11,29.0,17.0,17.0,19.0,12.0,56.0,19.0,15.0,33.0,0.0,20.0,32.0,15.0,46.0,16.0,0.0,29.0,32.0,33.0,29.0,27.109826589595375
2020-04-12,14.0,17.0,16.0,27.0,24.0,0.0,0.0,14.0,11.0,12.0,19.0,0.0,29.0,18.0,0.0,0.0,0.0,11.0,33.0,0.0,14.16184971098266
2020-04-13,39.0,46.0,30.0,42.0,0.0,51.0,36.0,52.0,30.0,22.0,36.0,14.0,27.0,50.0,21.0,52.0,40.0,20.0,46.0,53.0,40.86705202312139
2020-04-14,0.0,15.0,0.0,33.0,21.0,12.0,35.0,26.0,19.0,21.0,17.0,43.0,0.0,49.0,14.0,0.0,26.0,0.0,30.0,13.0,21.61849710982659
2020-04-15,0.0,31.0,0.0,34.0,0.0,0.0,0.0,0.0,10.0,11.0,18.0,0.0,0.0,34.0,14.0,13.0,13.0,10.0,15.0,13.0,12.485549132947977
2020-04-16,27.0,32.0,31.0,52.0,11.0,13.0,18.0,40.0,10.0,57.0,18.0,45.0,14.0,17.0,15.0,14.0,0.0,30.0,16.0,27.0,28.15028901734104
2020-04-17,26.0,46.0,15.0,17.0,11.0,13.0,53.0,26.0,0.0,11.0,18.0,0.0,0.0,17.0,14.0,0.0,0.0,10.0,15.0,13.0,17.63005780346821
2020-04-18,40.0,32.0,15.0,26.0,11.0,13.0,36.0,40.0,10.0,11.0,18.0,15.0,0.0,17.0,7.0,13.0,14.0,40.0,16.0,0.0,21.61849710982659
2020-04-19,28.0,67.0,100.0,46.0,35.0,56.0,0.0,85.0,64.0,59.0,58.0,16.0,29.0,46.0,31.0,58.0,44.0,32.0,83.0,57.0,57.456647398843934
