,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-10-27,63.0,65.0,68.0,65.0,69.0,72.0,67.0,66.0,69.0,68.0,63.0,73.0,67.0,68.0,70.0,69.0,69.0,63.0,64.0,67.0,67.25
2020-10-28,66.0,69.0,61.0,63.0,62.0,63.0,63.0,63.0,64.0,69.0,60.0,67.0,63.0,64.0,64.0,58.0,64.0,63.0,57.0,63.0,63.3
2020-10-29,62.0,56.0,57.0,51.0,60.0,59.0,59.0,58.0,61.0,60.0,61.0,59.0,54.0,65.0,60.0,60.0,60.0,58.0,55.0,57.0,58.6
2020-10-30,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2020-10-31,57.0,63.0,59.0,56.0,60.0,62.0,59.0,59.0,57.0,68.0,62.0,58.0,60.0,62.0,64.0,63.0,65.0,63.0,62.0,65.0,61.2
2020-11-01,54.0,59.0,56.0,53.0,53.0,54.0,55.0,54.0,55.0,58.0,53.0,55.0,53.0,53.0,55.0,56.0,55.0,52.0,51.0,58.0,54.6
2020-11-02,51.0,52.0,53.0,48.0,53.0,53.0,52.0,53.0,56.0,58.0,51.0,54.0,51.0,56.0,52.0,51.0,51.0,49.0,51.0,53.0,52.4
2020-11-03,47.0,44.0,49.0,46.0,45.0,50.0,43.0,42.0,49.0,50.0,44.0,47.0,48.0,46.0,44.0,44.0,47.0,45.0,47.0,47.0,46.2
2020-11-04,34.0,35.0,35.0,33.0,32.0,38.0,36.0,35.0,34.0,35.0,34.0,35.0,33.0,35.0,38.0,34.0,36.0,35.0,33.0,37.0,34.85
2020-11-05,27.0,35.0,32.0,32.0,30.0,35.0,34.0,31.0,36.0,33.0,32.0,32.0,34.0,32.0,33.0,33.0,31.0,30.0,32.0,35.0,32.45
2020-11-06,31.0,34.0,32.0,34.0,29.0,32.0,34.0,30.0,34.0,35.0,31.0,34.0,32.0,35.0,33.0,33.0,33.0,31.0,34.0,31.0,32.6
2020-11-07,31.0,33.0,31.0,31.0,28.0,28.0,26.0,28.0,33.0,34.0,32.0,32.0,30.0,31.0,31.0,27.0,30.0,30.0,29.0,30.0,30.25
2020-11-08,37.0,35.0,32.0,31.0,33.0,37.0,34.0,34.0,36.0,36.0,33.0,35.0,30.0,34.0,34.0,34.0,32.0,31.0,34.0,32.0,33.7
2020-11-09,32.0,35.0,34.0,31.0,31.0,32.0,31.0,30.0,35.0,33.0,31.0,34.0,34.0,33.0,34.0,31.0,31.0,32.0,33.0,31.0,32.4
2020-11-10,27.0,29.0,29.0,25.0,27.0,30.0,28.0,28.0,29.0,31.0,32.0,29.0,26.0,27.0,30.0,28.0,26.0,26.0,25.0,30.0,28.1
2020-11-11,29.0,30.0,29.0,26.0,27.0,29.0,30.0,31.0,32.0,29.0,27.0,32.0,27.0,30.0,29.0,25.0,25.0,28.0,29.0,26.0,28.5
2020-11-12,28.0,29.0,27.0,25.0,27.0,29.0,30.0,29.0,29.0,29.0,27.0,29.0,25.0,28.0,29.0,26.0,26.0,28.0,25.0,28.0,27.65
2020-11-13,29.0,31.0,28.0,27.0,27.0,27.0,30.0,29.0,29.0,29.0,30.0,31.0,30.0,30.0,31.0,30.0,27.0,28.0,27.0,29.0,28.95
2020-11-14,30.0,27.0,31.0,23.0,27.0,31.0,29.0,28.0,25.0,28.0,27.0,30.0,29.0,31.0,29.0,24.0,29.0,29.0,28.0,26.0,28.05
2020-11-15,26.0,26.0,28.0,22.0,25.0,25.0,24.0,23.0,23.0,28.0,26.0,27.0,26.0,29.0,28.0,24.0,27.0,22.0,24.0,25.0,25.4
2020-11-16,26.0,29.0,29.0,26.0,26.0,30.0,28.0,26.0,27.0,29.0,27.0,30.0,31.0,27.0,30.0,27.0,28.0,28.0,26.0,29.0,27.95
2020-11-17,25.0,26.0,28.0,27.0,26.0,25.0,24.0,24.0,24.0,30.0,26.0,27.0,26.0,25.0,29.0,26.0,23.0,25.0,24.0,26.0,25.8
2020-11-18,27.0,25.0,25.0,24.0,26.0,28.0,25.0,28.0,23.0,27.0,26.0,31.0,23.0,26.0,31.0,25.0,26.0,23.0,24.0,25.0,25.9
2020-11-19,24.0,24.0,24.0,24.0,25.0,23.0,26.0,24.0,27.0,27.0,26.0,28.0,24.0,23.0,26.0,25.0,25.0,24.0,25.0,25.0,24.95
2020-11-20,23.0,28.0,24.0,23.0,23.0,25.0,26.0,24.0,25.0,28.0,23.0,26.0,27.0,28.0,29.0,26.0,27.0,23.0,26.0,27.0,25.55
2020-11-21,24.0,22.0,22.0,23.0,25.0,26.0,25.0,22.0,25.0,24.0,21.0,23.0,23.0,24.0,25.0,26.0,23.0,25.0,21.0,24.0,23.65
2020-11-22,22.0,25.0,24.0,21.0,24.0,23.0,25.0,21.0,23.0,27.0,24.0,24.0,24.0,25.0,22.0,24.0,23.0,22.0,22.0,24.0,23.45
2020-11-23,25.0,24.0,26.0,22.0,27.0,26.0,25.0,26.0,29.0,28.0,24.0,26.0,28.0,27.0,24.0,25.0,24.0,26.0,25.0,26.0,25.65
2020-11-24,21.0,28.0,24.0,20.0,23.0,25.0,25.0,22.0,25.0,24.0,24.0,25.0,22.0,25.0,25.0,24.0,24.0,22.0,22.0,23.0,23.65
2020-11-25,21.0,23.0,23.0,19.0,19.0,24.0,20.0,22.0,23.0,25.0,21.0,23.0,20.0,21.0,23.0,21.0,24.0,20.0,20.0,24.0,21.8
2020-11-26,22.0,23.0,22.0,21.0,21.0,23.0,21.0,21.0,20.0,23.0,22.0,22.0,20.0,22.0,22.0,19.0,20.0,21.0,22.0,21.0,21.4
2020-11-27,32.0,34.0,33.0,33.0,31.0,33.0,36.0,35.0,35.0,36.0,33.0,34.0,32.0,35.0,33.0,34.0,35.0,32.0,32.0,35.0,33.65
2020-11-28,30.0,30.0,30.0,30.0,27.0,33.0,30.0,29.0,30.0,32.0,29.0,33.0,31.0,33.0,29.0,30.0,31.0,26.0,27.0,33.0,30.15
2020-11-29,25.0,27.0,23.0,25.0,26.0,28.0,26.0,24.0,24.0,27.0,23.0,28.0,26.0,25.0,26.0,25.0,26.0,22.0,27.0,26.0,25.45
2020-11-30,22.0,23.0,23.0,22.0,23.0,24.0,22.0,24.0,26.0,23.0,24.0,24.0,20.0,26.0,25.0,23.0,25.0,23.0,24.0,25.0,23.55
2020-12-01,23.0,27.0,24.0,23.0,24.0,23.0,22.0,24.0,24.0,25.0,24.0,25.0,24.0,23.0,25.0,23.0,23.0,22.0,25.0,24.0,23.85
2020-12-02,23.0,23.0,19.0,21.0,21.0,23.0,21.0,20.0,20.0,24.0,21.0,22.0,21.0,21.0,22.0,22.0,22.0,21.0,23.0,21.0,21.55
2020-12-03,22.0,21.0,20.0,21.0,22.0,23.0,24.0,23.0,23.0,25.0,23.0,22.0,22.0,24.0,25.0,22.0,22.0,23.0,21.0,26.0,22.7
2020-12-04,22.0,21.0,20.0,22.0,23.0,22.0,22.0,20.0,24.0,23.0,21.0,23.0,20.0,24.0,22.0,21.0,23.0,22.0,22.0,22.0,21.95
2020-12-05,19.0,23.0,21.0,19.0,22.0,20.0,22.0,20.0,22.0,24.0,19.0,22.0,19.0,22.0,21.0,18.0,20.0,21.0,20.0,19.0,20.65
2020-12-06,21.0,23.0,22.0,20.0,23.0,22.0,23.0,24.0,24.0,23.0,22.0,23.0,22.0,24.0,24.0,20.0,24.0,21.0,21.0,23.0,22.45
2020-12-07,26.0,25.0,24.0,22.0,22.0,24.0,25.0,22.0,24.0,25.0,23.0,26.0,24.0,21.0,29.0,25.0,27.0,26.0,23.0,25.0,24.4
2020-12-08,25.0,26.0,25.0,24.0,22.0,26.0,24.0,23.0,27.0,29.0,23.0,25.0,25.0,24.0,27.0,26.0,26.0,24.0,26.0,29.0,25.3
2020-12-09,21.0,22.0,25.0,24.0,22.0,22.0,23.0,21.0,23.0,24.0,21.0,26.0,23.0,22.0,24.0,23.0,24.0,22.0,23.0,27.0,23.1
2020-12-10,28.0,26.0,29.0,25.0,23.0,27.0,27.0,30.0,26.0,27.0,29.0,27.0,27.0,31.0,24.0,24.0,25.0,25.0,27.0,26.0,26.65
2020-12-11,29.0,27.0,25.0,28.0,24.0,29.0,23.0,27.0,29.0,32.0,26.0,27.0,26.0,26.0,29.0,30.0,26.0,27.0,27.0,26.0,27.15
2020-12-12,29.0,26.0,28.0,26.0,29.0,27.0,25.0,28.0,28.0,28.0,29.0,30.0,30.0,30.0,29.0,26.0,28.0,29.0,25.0,26.0,27.8
2020-12-13,26.0,27.0,28.0,30.0,27.0,32.0,27.0,26.0,32.0,31.0,29.0,30.0,28.0,26.0,28.0,29.0,27.0,28.0,28.0,28.0,28.35
2020-12-14,35.0,35.0,34.0,31.0,33.0,33.0,33.0,33.0,36.0,38.0,38.0,35.0,35.0,35.0,37.0,32.0,34.0,35.0,38.0,34.0,34.7
2020-12-15,30.0,32.0,32.0,27.0,29.0,36.0,34.0,32.0,30.0,35.0,33.0,32.0,34.0,31.0,32.0,32.0,32.0,31.0,32.0,31.0,31.85
2020-12-16,28.0,26.0,30.0,26.0,29.0,28.0,29.0,26.0,30.0,29.0,29.0,29.0,27.0,30.0,29.0,29.0,25.0,26.0,26.0,31.0,28.1
2020-12-17,26.0,26.0,28.0,26.0,25.0,29.0,27.0,26.0,26.0,29.0,29.0,29.0,25.0,25.0,27.0,24.0,27.0,27.0,28.0,27.0,26.8
2020-12-18,33.0,35.0,34.0,34.0,37.0,37.0,38.0,37.0,36.0,38.0,36.0,40.0,37.0,37.0,35.0,36.0,32.0,36.0,32.0,36.0,35.8
2020-12-19,33.0,33.0,32.0,31.0,34.0,34.0,32.0,32.0,36.0,35.0,32.0,33.0,32.0,35.0,35.0,35.0,32.0,34.0,31.0,32.0,33.15
2020-12-20,33.0,31.0,33.0,33.0,34.0,36.0,34.0,32.0,32.0,31.0,32.0,29.0,30.0,34.0,34.0,31.0,33.0,29.0,31.0,34.0,32.3
2020-12-21,27.0,28.0,28.0,27.0,29.0,29.0,27.0,28.0,29.0,32.0,29.0,30.0,29.0,29.0,30.0,30.0,31.0,30.0,28.0,29.0,28.95
2020-12-22,23.0,25.0,27.0,26.0,24.0,28.0,27.0,28.0,25.0,29.0,25.0,25.0,26.0,24.0,27.0,28.0,25.0,27.0,27.0,27.0,26.15
2020-12-23,29.0,26.0,26.0,24.0,24.0,27.0,28.0,24.0,28.0,26.0,25.0,28.0,23.0,29.0,24.0,21.0,24.0,24.0,27.0,25.0,25.6
2020-12-24,23.0,27.0,23.0,24.0,24.0,24.0,24.0,23.0,24.0,24.0,26.0,24.0,24.0,25.0,26.0,25.0,25.0,24.0,23.0,24.0,24.3
2020-12-25,23.0,25.0,25.0,19.0,23.0,22.0,23.0,22.0,22.0,25.0,23.0,28.0,22.0,25.0,20.0,22.0,24.0,24.0,22.0,27.0,23.3
2020-12-26,23.0,26.0,25.0,24.0,23.0,25.0,26.0,21.0,26.0,26.0,24.0,28.0,23.0,26.0,23.0,23.0,19.0,24.0,23.0,25.0,24.15
2020-12-27,24.0,22.0,24.0,24.0,22.0,24.0,24.0,22.0,23.0,24.0,23.0,25.0,21.0,22.0,24.0,25.0,22.0,22.0,24.0,24.0,23.25
2020-12-28,25.0,24.0,23.0,24.0,21.0,25.0,23.0,22.0,22.0,25.0,21.0,21.0,21.0,24.0,23.0,21.0,23.0,23.0,23.0,23.0,22.85
2020-12-29,21.0,24.0,23.0,22.0,26.0,23.0,23.0,24.0,25.0,26.0,23.0,23.0,25.0,24.0,26.0,24.0,20.0,22.0,21.0,24.0,23.45
2020-12-30,26.0,27.0,23.0,23.0,23.0,27.0,26.0,24.0,29.0,29.0,24.0,27.0,27.0,26.0,26.0,23.0,22.0,25.0,23.0,25.0,25.25
2020-12-31,22.0,22.0,23.0,22.0,23.0,23.0,22.0,21.0,21.0,24.0,23.0,23.0,22.0,22.0,24.0,22.0,23.0,21.0,22.0,23.0,22.4
2021-01-01,26.0,26.0,25.0,22.0,24.0,26.0,27.0,24.0,27.0,28.0,27.0,29.0,24.0,27.0,26.0,26.0,23.0,24.0,26.0,26.0,25.65
2021-01-02,23.0,24.0,24.0,23.0,22.0,23.0,23.0,24.0,25.0,27.0,23.0,26.0,23.0,27.0,25.0,22.0,22.0,23.0,25.0,25.0,23.95
2021-01-03,25.0,28.0,26.0,26.0,23.0,25.0,23.0,26.0,27.0,30.0,27.0,26.0,22.0,26.0,28.0,23.0,26.0,27.0,24.0,24.0,25.6
2021-01-04,25.0,22.0,22.0,21.0,21.0,22.0,24.0,21.0,20.0,26.0,22.0,27.0,23.0,23.0,24.0,21.0,22.0,23.0,21.0,22.0,22.6
2021-01-05,26.0,28.0,26.0,24.0,28.0,29.0,27.0,27.0,29.0,29.0,28.0,27.0,27.0,27.0,25.0,26.0,27.0,25.0,25.0,28.0,26.9
2021-01-06,22.0,23.0,21.0,20.0,22.0,24.0,24.0,22.0,24.0,23.0,23.0,24.0,22.0,21.0,22.0,21.0,23.0,22.0,19.0,24.0,22.3
2021-01-07,22.0,22.0,24.0,20.0,23.0,24.0,23.0,23.0,23.0,23.0,22.0,24.0,19.0,24.0,24.0,20.0,24.0,23.0,22.0,25.0,22.7
2021-01-08,27.0,30.0,28.0,30.0,28.0,29.0,27.0,29.0,27.0,30.0,27.0,27.0,30.0,31.0,26.0,29.0,28.0,27.0,27.0,29.0,28.3
2021-01-09,23.0,24.0,21.0,21.0,22.0,25.0,23.0,24.0,23.0,25.0,21.0,23.0,21.0,24.0,24.0,19.0,23.0,25.0,24.0,23.0,22.9
2021-01-10,25.0,23.0,24.0,23.0,24.0,28.0,24.0,23.0,25.0,28.0,23.0,26.0,24.0,22.0,26.0,24.0,25.0,24.0,24.0,28.0,24.65
2021-01-11,25.0,28.0,23.0,25.0,25.0,27.0,27.0,23.0,25.0,28.0,24.0,27.0,22.0,27.0,26.0,24.0,28.0,26.0,26.0,25.0,25.55
2021-01-12,24.0,25.0,25.0,24.0,24.0,23.0,27.0,22.0,23.0,26.0,23.0,26.0,23.0,27.0,26.0,25.0,25.0,24.0,24.0,25.0,24.55
2021-01-13,24.0,24.0,27.0,23.0,22.0,22.0,27.0,27.0,24.0,26.0,24.0,29.0,26.0,24.0,25.0,24.0,26.0,23.0,25.0,24.0,24.8
2021-01-14,27.0,22.0,23.0,20.0,24.0,25.0,25.0,25.0,23.0,22.0,22.0,25.0,23.0,27.0,24.0,23.0,22.0,24.0,23.0,24.0,23.65
2021-01-15,25.0,25.0,27.0,22.0,25.0,25.0,24.0,24.0,26.0,26.0,25.0,25.0,23.0,24.0,27.0,22.0,23.0,22.0,25.0,24.0,24.45
2021-01-16,20.0,18.0,20.0,19.0,19.0,19.0,20.0,19.0,22.0,22.0,18.0,22.0,21.0,21.0,23.0,16.0,20.0,19.0,16.0,19.0,19.65
2021-01-17,23.0,21.0,22.0,21.0,25.0,23.0,22.0,24.0,28.0,25.0,25.0,23.0,25.0,22.0,27.0,20.0,25.0,22.0,25.0,25.0,23.65
