date,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-11-04,61.0,45.0,71.62162162162163,52.0,66.0,81.60919540229884,48.0,50.0,35.0,68.68686868686869,31.25,46.875,53.68421052631579,60.0,35.0,73.95833333333333,53.0,73.17073170731706,100.0,73.11827956989248,69.16955776027868
2020-11-05,57.0,61.0,64.86486486486487,53.0,69.0,42.5287356321839,45.0,75.0,83.0,40.4040404040404,66.25,81.25,72.63157894736842,67.0,72.0,56.25,51.0,43.90243902439025,52.0,49.46236559139785,70.55237975314378
2020-11-06,36.0,10.0,67.56756756756756,56.0,38.0,17.24137931034483,33.0,36.0,33.0,37.373737373737384,40.0,28.125,40.0,25.0,43.0,25.0,22.0,59.75609756097561,16.0,36.55913978494624,41.04636590793136
2020-11-07,60.0,53.0,43.24324324324325,42.0,56.0,24.13793103448276,41.0,52.0,47.0,74.74747474747474,42.5,31.25,49.47368421052632,27.0,59.0,47.91666666666666,33.0,57.3170731707317,59.0,62.365591397849464,56.43700168578969
2020-11-08,57.0,33.0,79.72972972972974,50.0,32.0,80.45977011494253,53.0,47.0,37.0,53.535353535353536,55.0,63.54166666666666,52.631578947368425,39.0,60.0,65.625,44.0,43.90243902439025,30.0,40.86021505376344,59.68341225610377
2020-11-09,61.0,100.0,78.37837837837837,40.0,77.0,79.3103448275862,34.0,80.0,83.0,92.92929292929293,55.0,69.79166666666667,70.52631578947368,50.0,66.0,56.25,59.0,80.48780487804878,66.0,75.26881720430106,80.60821022830328
2020-11-10,73.0,51.0,81.08108108108108,99.0,58.0,80.45977011494253,73.0,100.0,90.0,100.0,92.5,100.0,48.42105263157895,72.0,100.0,76.04166666666667,59.0,89.02439024390246,67.0,81.72043010752688,93.35738107595793
2020-11-11,64.0,82.0,71.62162162162163,100.0,100.0,100.0,100.0,83.0,52.0,79.79797979797979,100.0,84.375,97.89473684210527,73.0,91.0,100.0,46.0,98.78048780487805,81.0,100.0,100.0
2020-11-12,52.0,50.0,52.7027027027027,70.0,34.0,34.48275862068966,34.0,56.0,56.0,32.323232323232325,46.25,64.58333333333333,54.73684210526316,26.0,33.0,35.416666666666664,55.0,67.07317073170732,56.0,53.76344086021506,56.517993607836274
2020-11-13,42.0,46.0,52.7027027027027,93.0,55.0,51.72413793103448,80.0,51.0,40.0,66.66666666666667,41.25,71.875,95.7894736842105,68.0,28.0,92.70833333333331,64.0,84.14634146341461,34.0,33.333333333333336,69.88659880613001
2020-11-14,75.0,62.0,64.86486486486487,52.0,71.0,88.5057471264368,43.0,56.0,50.0,66.66666666666667,45.0,71.875,67.36842105263158,63.0,50.0,51.04166666666666,100.0,100.0,69.0,53.76344086021506,76.27508491820576
2020-11-15,86.0,44.0,75.67567567567569,89.0,53.0,57.4712643678161,81.0,55.0,56.0,42.42424242424242,61.25,78.125,78.94736842105263,63.0,67.0,90.625,35.0,67.07317073170732,61.0,65.59139784946237,76.69147904404684
2020-11-16,52.0,55.0,79.72972972972974,80.0,72.0,45.977011494252864,84.0,81.0,61.0,60.60606060606061,70.0,64.58333333333333,76.84210526315789,67.0,72.0,66.66666666666667,63.0,74.39024390243901,77.0,53.76344086021506,79.58830195230816
2020-11-17,88.0,75.0,79.72972972972974,52.0,63.0,44.82758620689656,53.0,62.0,84.0,69.6969696969697,66.25,81.25,65.26315789473685,75.0,89.0,55.20833333333334,41.0,67.07317073170732,39.0,69.89247311827957,77.45466657853761
2020-11-18,69.0,51.0,45.94594594594594,75.0,69.0,64.36781609195403,65.0,44.0,51.0,55.555555555555564,36.25,53.125,29.47368421052632,47.0,34.0,72.91666666666667,69.0,47.5609756097561,51.0,48.387096774193544,63.27966176694664
2020-11-19,47.0,41.0,28.378378378378375,68.0,48.0,57.4712643678161,39.0,68.0,39.0,44.444444444444436,51.25,35.416666666666664,58.94736842105264,41.0,73.0,45.83333333333334,32.0,68.29268292682927,50.0,48.387096774193544,57.75527499858823
2020-11-20,27.0,47.0,41.8918918918919,71.0,25.0,35.63218390804597,45.0,65.0,41.0,39.39393939393939,58.75,55.20833333333334,49.47368421052632,53.0,41.0,47.91666666666666,47.0,63.414634146341456,52.0,50.53763440860215,56.10066856777508
2020-11-21,86.0,34.0,70.27027027027027,64.0,55.0,57.4712643678161,54.0,28.0,56.0,55.555555555555564,67.5,58.33333333333334,33.68421052631579,57.0,37.0,44.79166666666666,60.0,91.46341463414636,44.0,30.10752688172043,63.60788707757807
2020-11-22,100.0,57.0,83.7837837837838,77.0,39.0,89.65517241379311,82.0,77.0,63.0,42.42424242424242,56.25,79.16666666666667,60.0,80.0,44.0,67.70833333333333,81.0,84.14634146341461,70.0,61.29032258064516,81.80988840874949
2020-11-23,58.0,87.0,63.51351351351353,64.0,40.0,51.72413793103448,69.0,69.0,79.0,82.82828282828281,51.25,77.08333333333333,54.73684210526316,67.0,62.0,46.875,60.0,54.878048780487795,74.0,65.59139784946237,74.94885135569852
