,/m/0m7pl_0,/m/0m7pl_1,/m/0m7pl_2,/m/0m7pl_3,/m/0m7pl_4,/m/0m7pl_5,/m/0m7pl_6,/m/0m7pl_7,/m/0m7pl_8,/m/0m7pl_9,/m/0m7pl_10,/m/0m7pl_11,/m/0m7pl_12,/m/0m7pl_13,/m/0m7pl_14,/m/0m7pl_15,/m/0m7pl_16,/m/0m7pl_17,/m/0m7pl_18,/m/0m7pl_19,/m/0m7pl
2020-10-05,0.0,0.0,35.0,0.0,27.0,29.0,0.0,25.0,35.0,0.0,26.0,0.0,0.0,20.0,33.0,0.0,0.0,0.0,0.0,0.0,14.312383322962042
2020-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-07,96.0,0.0,71.0,91.0,80.0,86.0,100.0,100.0,71.0,91.0,52.0,69.0,71.0,100.0,65.0,100.0,100.0,100.0,100.0,64.0,100.0
2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,27.0,26.0,0.0,6.036092097075295
2020-10-09,0.0,35.0,0.0,35.0,0.0,33.0,23.0,28.0,40.0,0.0,0.0,0.0,0.0,0.0,75.0,28.0,0.0,58.0,28.0,36.0,26.073428749222156
2020-10-10,39.0,0.0,0.0,37.0,32.0,35.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,25.0,40.0,0.0,0.0,0.0,30.0,0.0,17.423771001866832
2020-10-11,35.0,100.0,39.0,100.0,0.0,65.0,22.0,82.0,0.0,100.0,29.0,74.0,38.0,66.0,36.0,54.0,22.0,56.0,27.0,35.0,60.98319850653392
2020-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-13,0.0,33.0,78.0,34.0,0.0,64.0,22.0,27.0,0.0,33.0,29.0,38.0,0.0,22.0,36.0,27.0,0.0,28.0,0.0,35.0,31.487243310516494
2020-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-15,35.0,33.0,0.0,33.0,29.0,0.0,22.0,27.0,0.0,33.0,29.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,35.0,18.85500933416304
2020-10-16,37.0,0.0,41.0,35.0,61.0,100.0,0.0,57.0,0.0,35.0,60.0,79.0,80.0,23.0,0.0,28.0,23.0,29.0,0.0,0.0,42.81269446172993
2020-10-17,40.0,37.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,42.0,0.0,0.0,41.0,31.0,0.0,31.0,30.0,0.0,20.41070317361543
2020-10-18,39.0,37.0,43.0,0.0,32.0,35.0,0.0,31.0,43.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,25.0,31.0,30.0,0.0,23.522090852520222
2020-10-19,35.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,37.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,9.956440572495334
2020-10-20,0.0,0.0,0.0,0.0,0.0,31.0,22.0,27.0,38.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,9.520846297448664
2020-10-21,0.0,0.0,0.0,32.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,36.0,0.0,0.0,35.0,0.0,0.0,0.0,26.0,0.0,9.645301804604854
2020-10-22,100.0,32.0,75.0,32.0,55.0,60.0,21.0,0.0,37.0,32.0,55.0,36.0,74.0,21.0,69.0,78.0,0.0,26.0,0.0,100.0,56.19166148102054
2020-10-23,0.0,0.0,0.0,0.0,0.0,30.0,0.0,26.0,0.0,0.0,28.0,0.0,37.0,0.0,0.0,26.0,21.0,27.0,0.0,0.0,12.134411947728688
2020-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-25,35.0,0.0,0.0,67.0,29.0,32.0,0.0,27.0,39.0,68.0,29.0,0.0,38.0,0.0,36.0,27.0,22.0,27.0,0.0,0.0,29.62041070317362
2020-10-26,32.0,30.0,35.0,0.0,0.0,29.0,0.0,0.0,34.0,0.0,0.0,0.0,35.0,0.0,32.0,0.0,20.0,25.0,24.0,0.0,18.419415059116368
2020-10-27,34.0,32.0,37.0,0.0,0.0,31.0,21.0,52.0,37.0,32.0,55.0,36.0,0.0,43.0,0.0,53.0,21.0,54.0,26.0,0.0,35.09645301804605
