date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc,batch_id
2020-01-01,5.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.6639344262295084,0
2020-01-02,5.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,3.278688524590164,0
2020-01-03,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.6639344262295084,0
2020-01-04,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0,2.766393442622951,0
2020-01-05,4.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,2.254098360655738,0
2020-01-06,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.3811475409836067,0
2020-01-07,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.766393442622951,0
2020-01-08,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0737704918032787,0
2020-01-09,3.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.3811475409836067,0
2020-01-10,3.0,4.0,3.0,0.0,4.0,2.0,3.0,4.0,2.0,4.0,2.9713114754098364,0
2020-01-11,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0491803278688527,0
2020-01-12,2.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,2.8688524590163937,0
2020-01-13,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,6.0,5.0,4.0983606557377055,0
2020-01-14,3.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.8688524590163937,0
2020-01-15,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.8688524590163937,0
2020-01-16,5.0,5.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,4.0,3.9959016393442623,0
2020-01-17,2.0,4.0,3.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,2.8688524590163937,0
2020-01-18,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,2.9713114754098364,0
2020-01-19,2.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.639344262295082,0
2020-01-20,4.0,4.0,5.0,4.0,5.0,6.0,6.0,4.0,5.0,5.0,4.918032786885246,0
2020-01-21,5.0,4.0,4.0,4.0,7.0,4.0,5.0,4.0,7.0,5.0,5.02049180327869,0
2020-01-22,11.0,9.0,14.0,11.0,14.0,8.0,11.0,12.0,7.0,13.0,11.27049180327869,0
2020-01-23,15.0,15.0,15.0,10.0,12.0,13.0,14.0,11.0,11.0,17.0,13.62704918032787,0
2020-01-24,23.0,29.0,26.0,25.0,26.0,24.0,25.0,30.0,28.0,23.0,26.53688524590164,0
2020-01-25,39.0,42.0,39.0,40.0,41.0,37.0,36.0,39.0,38.0,37.0,39.75409836065573,0
2020-01-26,34.0,40.0,45.0,37.0,43.0,31.0,37.0,40.0,37.0,40.0,39.34426229508197,0
2020-01-27,38.0,35.0,40.0,38.0,39.0,31.0,34.0,36.0,35.0,40.0,37.5,0
