date,/m/0cjf0,isPartial
2020-02-24,13,False
2020-02-25,24,False
2020-02-26,19,False
2020-02-27,17,False
2020-02-28,23,False
2020-02-29,20,False
2020-03-01,28,False
2020-03-02,24,False
2020-03-03,26,False
2020-03-04,25,False
2020-03-05,32,False
2020-03-06,25,False
2020-03-07,27,False
2020-03-08,28,False
2020-03-09,32,False
2020-03-10,37,False
2020-03-11,45,False
2020-03-12,60,False
2020-03-13,75,False
2020-03-14,73,False
2020-03-15,97,False
2020-03-16,100,False
2020-03-17,85,False
2020-03-18,70,False
2020-03-19,74,False
2020-03-20,56,False
2020-03-21,52,False
2020-03-22,59,False
2020-03-23,42,False
2020-03-24,44,False
2020-03-25,33,False
2020-03-26,33,False
2020-03-27,33,False
2020-03-28,43,False
2020-03-29,39,False
2020-03-30,33,False
2020-03-31,40,False
2020-04-01,30,False
2020-04-02,30,False
2020-04-03,25,False
2020-04-04,28,False
2020-04-05,32,False
2020-04-06,21,False
2020-04-07,25,False
2020-04-08,23,False
2020-04-09,27,False
2020-04-10,20,False
2020-04-11,18,False
2020-04-12,23,False
2020-04-13,18,False
2020-04-14,16,False
2020-04-15,20,False
2020-04-16,20,False
2020-04-17,15,False
2020-04-18,25,False
2020-04-19,17,False
2020-04-20,15,False
