date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s,batch_id
2020-01-01,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.8,0.0
2020-01-02,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0
2020-01-03,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.9,0.0
2020-01-04,3.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.5,0.0
2020-01-05,4.0,5.0,4.0,7.0,3.0,5.0,6.0,4.0,4.0,6.0,4.8,0.0
2020-01-06,5.0,6.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.1,0.0
2020-01-07,4.0,3.0,6.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.4,0.0
2020-01-08,5.0,4.0,4.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,5.2,0.0
2020-01-09,5.0,5.0,5.0,5.0,4.0,6.0,4.0,6.0,5.0,6.0,5.1,0.0
2020-01-10,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0
2020-01-11,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.8,0.0
2020-01-12,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.1,0.0
2020-01-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2020-01-14,1.0,1.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,1.3,0.0
2020-01-15,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.5,0.0
2020-01-16,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4,0.0
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0
2020-01-18,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.8,0.0
2020-01-19,5.0,5.0,5.0,6.0,3.0,6.0,5.0,4.0,4.0,6.0,4.9,0.0
2020-01-20,9.0,9.0,10.0,10.0,8.0,12.0,9.0,8.0,4.0,5.0,8.4,0.0
2020-01-21,17.0,18.0,19.0,15.0,15.0,13.0,15.0,15.0,14.0,16.0,15.7,0.0
2020-01-22,16.0,14.0,16.0,20.0,13.0,16.0,14.0,13.0,15.0,14.0,15.1,0.0
2020-01-23,27.0,24.0,28.0,25.0,22.0,24.0,23.0,23.0,19.0,20.0,23.5,0.0
2020-01-24,18.0,19.0,19.0,16.0,19.0,17.0,15.0,17.0,22.0,16.0,17.8,0.0
2020-01-25,21.0,21.0,22.0,23.0,22.0,30.0,16.0,24.0,20.0,17.0,21.6,0.0
2020-01-26,21.0,22.0,17.0,21.0,17.0,22.0,19.0,15.0,18.0,18.0,19.0,0.0
2020-01-27,19.0,17.0,18.0,20.0,17.0,17.0,18.0,14.0,17.0,20.0,17.7,0.0
2020-01-28,17.0,21.0,19.0,18.0,17.0,18.0,17.0,14.0,15.0,18.0,17.4,0.0
2020-01-29,18.0,18.0,13.0,19.0,14.0,14.0,22.0,16.0,16.0,13.0,16.3,0.0
2020-01-30,25.0,20.0,19.0,21.0,16.0,23.0,22.0,19.0,19.0,18.0,20.2,0.0
2020-01-31,27.0,29.0,26.0,25.0,22.0,29.0,30.0,25.0,26.0,24.0,26.3,0.0
2020-02-01,15.0,22.0,17.0,17.0,12.0,16.0,17.0,15.0,16.0,18.0,16.5,0.0
2020-02-02,7.0,8.0,11.0,6.0,7.0,6.0,8.0,6.0,8.0,7.0,7.4,0.0
2020-02-03,7.0,9.0,6.0,7.0,5.0,8.0,4.0,6.0,7.0,7.0,6.6,0.0
2020-02-04,8.0,8.0,8.0,9.0,7.0,9.0,8.0,11.0,8.0,4.0,8.0,0.0
2020-02-05,7.0,6.0,6.0,7.0,6.0,6.0,7.0,4.0,6.0,6.0,6.1,0.0
2020-02-06,4.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,3.0,2.0,3.5,0.0
2020-02-07,5.0,6.0,8.0,6.0,5.0,5.0,6.0,7.0,6.0,5.0,5.9,0.0
2020-02-08,5.0,3.0,4.0,2.0,3.0,4.0,4.0,6.0,3.0,4.0,3.8,0.0
