date,/m/0cjf0,isPartial
2020-02-07,48,False
2020-02-08,34,False
2020-02-09,44,False
2020-02-10,55,False
2020-02-11,44,False
2020-02-12,43,False
2020-02-13,45,False
2020-02-14,46,False
2020-02-15,50,False
2020-02-16,56,False
2020-02-17,40,False
2020-02-18,45,False
2020-02-19,38,False
2020-02-20,52,False
2020-02-21,58,False
2020-02-22,47,False
2020-02-23,52,False
2020-02-24,32,False
2020-02-25,49,False
2020-02-26,56,False
2020-02-27,51,False
2020-02-28,44,False
2020-02-29,63,False
2020-03-01,70,False
2020-03-02,54,False
2020-03-03,57,False
2020-03-04,70,False
2020-03-05,80,False
2020-03-06,73,False
2020-03-07,55,False
2020-03-08,84,False
2020-03-09,73,False
2020-03-10,100,False
