,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21_10,/m/01b_21_11,/m/01b_21_12,/m/01b_21_13,/m/01b_21_14,/m/01b_21_15,/m/01b_21_16,/m/01b_21_17,/m/01b_21_18,/m/01b_21_19,/m/01b_21
2020-01-29,49.0,36.0,56.0,46.0,49.0,55.0,43.0,32.0,46.0,45.0,58.0,34.0,46.0,29.0,61.0,51.0,43.0,44.0,41.0,24.0,48.79120879120879
2020-01-30,46.0,42.0,55.0,32.0,12.0,40.0,42.0,28.0,45.0,36.0,47.0,34.0,42.0,68.0,15.0,42.0,34.0,41.0,29.0,46.0,42.637362637362635
2020-01-31,49.0,54.0,41.0,42.0,16.0,41.0,36.0,35.0,12.0,15.0,34.0,26.0,34.0,29.0,55.0,33.0,36.0,46.0,23.0,26.0,37.527472527472526
2020-02-01,40.0,26.0,46.0,38.0,25.0,27.0,30.0,19.0,52.0,23.0,44.0,20.0,40.0,32.0,32.0,34.0,28.0,39.0,26.0,15.0,34.94505494505494
2020-02-02,55.0,28.0,43.0,47.0,27.0,36.0,31.0,24.0,26.0,50.0,47.0,45.0,48.0,48.0,48.0,35.0,64.0,34.0,56.0,46.0,46.043956043956044
2020-02-03,35.0,32.0,18.0,32.0,36.0,36.0,38.0,27.0,31.0,23.0,46.0,20.0,29.0,31.0,24.0,19.0,34.0,25.0,23.0,32.0,32.472527472527474
2020-02-04,62.0,38.0,62.0,47.0,23.0,56.0,31.0,26.0,40.0,49.0,37.0,30.0,44.0,50.0,51.0,52.0,63.0,39.0,52.0,41.0,49.065934065934066
2020-02-05,46.0,31.0,27.0,31.0,35.0,36.0,21.0,12.0,49.0,36.0,47.0,19.0,35.0,27.0,18.0,25.0,37.0,24.0,24.0,35.0,33.79120879120879
2020-02-06,44.0,36.0,53.0,45.0,32.0,41.0,33.0,28.0,58.0,41.0,43.0,32.0,53.0,35.0,47.0,29.0,62.0,48.0,47.0,47.0,46.92307692307692
2020-02-07,54.0,55.0,38.0,17.0,38.0,46.0,30.0,29.0,12.0,34.0,55.0,27.0,27.0,29.0,48.0,38.0,24.0,23.0,31.0,38.0,38.07692307692308
2020-02-08,60.0,53.0,35.0,30.0,56.0,35.0,46.0,40.0,61.0,24.0,57.0,18.0,32.0,30.0,53.0,39.0,29.0,45.0,31.0,31.0,44.23076923076923
2020-02-09,53.0,43.0,49.0,41.0,62.0,34.0,33.0,35.0,35.0,30.0,34.0,29.0,40.0,35.0,43.0,55.0,31.0,45.0,44.0,36.0,44.34065934065934
2020-02-10,61.0,33.0,41.0,34.0,41.0,38.0,34.0,17.0,43.0,28.0,49.0,19.0,21.0,23.0,46.0,34.0,32.0,15.0,34.0,34.0,37.1978021978022
2020-02-11,32.0,33.0,33.0,37.0,33.0,20.0,39.0,17.0,25.0,27.0,52.0,21.0,27.0,29.0,24.0,17.0,31.0,30.0,43.0,33.0,33.13186813186813
2020-02-12,57.0,44.0,30.0,57.0,45.0,52.0,37.0,35.0,43.0,38.0,45.0,19.0,34.0,33.0,32.0,54.0,43.0,30.0,41.0,51.0,45.05494505494506
2020-02-13,24.0,33.0,26.0,49.0,34.0,7.0,10.0,29.0,25.0,21.0,40.0,16.0,18.0,36.0,29.0,35.0,40.0,15.0,20.0,27.0,29.34065934065934
2020-02-14,42.0,45.0,55.0,39.0,27.0,51.0,45.0,21.0,23.0,33.0,85.0,25.0,35.0,37.0,56.0,32.0,45.0,19.0,46.0,46.0,44.34065934065934
2020-02-15,36.0,23.0,46.0,26.0,30.0,39.0,30.0,29.0,40.0,16.0,45.0,24.0,44.0,22.0,20.0,23.0,28.0,43.0,23.0,30.0,33.9010989010989
2020-02-16,52.0,28.0,60.0,36.0,48.0,11.0,28.0,30.0,38.0,29.0,43.0,20.0,29.0,31.0,26.0,29.0,50.0,32.0,36.0,47.0,38.62637362637363
2020-02-17,51.0,35.0,44.0,33.0,40.0,27.0,13.0,31.0,41.0,27.0,30.0,13.0,47.0,29.0,31.0,26.0,31.0,37.0,36.0,33.0,35.989010989010985
2020-02-18,44.0,29.0,29.0,29.0,33.0,13.0,23.0,20.0,31.0,27.0,53.0,18.0,21.0,22.0,21.0,26.0,21.0,17.0,26.0,33.0,29.45054945054945
2020-02-19,49.0,44.0,39.0,50.0,32.0,46.0,22.0,38.0,61.0,49.0,42.0,32.0,38.0,15.0,23.0,42.0,44.0,20.0,32.0,61.0,42.80219780219781
2020-02-20,26.0,28.0,59.0,43.0,31.0,14.0,21.0,30.0,19.0,29.0,33.0,22.0,42.0,34.0,33.0,32.0,30.0,22.0,32.0,21.0,33.02197802197802
2020-02-21,34.0,21.0,44.0,52.0,44.0,37.0,35.0,37.0,23.0,44.0,52.0,22.0,29.0,38.0,30.0,40.0,45.0,35.0,29.0,25.0,39.340659340659336
2020-02-22,51.0,34.0,34.0,21.0,26.0,27.0,49.0,30.0,41.0,23.0,30.0,27.0,31.0,33.0,28.0,31.0,57.0,40.0,39.0,50.0,38.57142857142857
