,/m/05sfr2_0,/m/05sfr2_1,/m/05sfr2_2,/m/05sfr2_3,/m/05sfr2_4,/m/05sfr2_5,/m/05sfr2_6,/m/05sfr2_7,/m/05sfr2_8,/m/05sfr2_9,/m/05sfr2_10,/m/05sfr2_11,/m/05sfr2_12,/m/05sfr2_13,/m/05sfr2_14,/m/05sfr2_15,/m/05sfr2_16,/m/05sfr2_17,/m/05sfr2_18,/m/05sfr2_19,/m/05sfr2
2020-10-20,0.0,35.0,69.0,34.0,24.0,38.0,34.0,55.0,34.0,34.0,0.0,65.0,0.0,0.0,71.0,0.0,30.0,26.0,38.0,0.0,55.958055290753094
2020-10-21,97.0,69.0,68.0,98.0,24.0,74.0,100.0,0.0,100.0,67.0,0.0,63.0,36.0,32.0,70.0,0.0,0.0,0.0,37.0,100.0,98.6653956148713
2020-10-22,0.0,0.0,100.0,32.0,24.0,37.0,0.0,35.0,0.0,33.0,0.0,0.0,0.0,31.0,0.0,59.0,30.0,26.0,0.0,49.0,43.469971401334604
2020-10-23,0.0,34.0,34.0,33.0,0.0,0.0,33.0,53.0,33.0,0.0,34.0,63.0,36.0,32.0,69.0,59.0,0.0,0.0,73.0,0.0,55.86272640610105
2020-10-24,36.0,39.0,57.0,37.0,0.0,41.0,37.0,80.0,38.0,38.0,78.0,35.0,0.0,36.0,0.0,100.0,100.0,29.0,0.0,0.0,74.4518589132507
2020-10-25,100.0,71.0,35.0,69.0,100.0,38.0,34.0,56.0,70.0,35.0,0.0,100.0,0.0,65.0,37.0,63.0,31.0,0.0,39.0,51.0,94.75691134413727
2020-10-26,0.0,0.0,0.0,0.0,0.0,0.0,31.0,34.0,31.0,31.0,33.0,60.0,0.0,59.0,33.0,0.0,0.0,0.0,35.0,0.0,33.0791229742612
2020-10-27,64.0,69.0,67.0,100.0,0.0,75.0,66.0,71.0,34.0,100.0,0.0,64.0,72.0,32.0,70.0,60.0,30.0,26.0,0.0,49.0,100.0
2020-10-28,0.0,0.0,35.0,0.0,0.0,38.0,34.0,37.0,0.0,34.0,0.0,0.0,37.0,66.0,0.0,0.0,0.0,27.0,0.0,0.0,29.361296472831267
2020-10-29,0.0,100.0,33.0,32.0,24.0,0.0,64.0,70.0,32.0,65.0,68.0,62.0,35.0,31.0,34.0,29.0,0.0,26.0,74.0,96.0,83.41277407054336
2020-10-30,85.0,62.0,60.0,29.0,64.0,0.0,30.0,97.0,89.0,59.0,0.0,28.0,65.0,85.0,62.0,27.0,0.0,23.0,33.0,88.0,93.99428026692087
2020-10-31,62.0,33.0,96.0,64.0,0.0,36.0,95.0,34.0,64.0,32.0,66.0,30.0,0.0,0.0,34.0,57.0,56.0,0.0,71.0,48.0,83.69876072449952
2020-11-01,0.0,0.0,65.0,31.0,23.0,0.0,0.0,51.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,57.0,85.0,100.0,35.0,0.0,52.144899904671114
2020-11-02,88.0,0.0,46.0,91.0,44.0,34.0,30.0,49.0,0.0,0.0,32.0,59.0,100.0,59.0,32.0,55.0,27.0,24.0,34.0,46.0,81.02955195424214
2020-11-03,58.0,31.0,45.0,59.0,22.0,66.0,30.0,32.0,59.0,61.0,0.0,29.0,65.0,0.0,31.0,27.0,0.0,0.0,33.0,0.0,61.77311725452812
2020-11-04,0.0,0.0,28.0,27.0,20.0,31.0,0.0,45.0,27.0,28.0,58.0,0.0,30.0,0.0,29.0,25.0,0.0,0.0,0.0,0.0,33.174451858913244
2020-11-05,0.0,0.0,29.0,29.0,21.0,0.0,0.0,63.0,29.0,0.0,30.0,28.0,0.0,28.0,0.0,78.0,26.0,23.0,0.0,0.0,36.60629170638703
2020-11-06,29.0,31.0,45.0,59.0,86.0,100.0,90.0,64.0,90.0,30.0,0.0,29.0,65.0,29.0,93.0,0.0,0.0,0.0,100.0,89.0,98.093422306959
2020-11-07,0.0,31.0,30.0,0.0,42.0,66.0,29.0,97.0,0.0,30.0,63.0,29.0,65.0,0.0,31.0,54.0,27.0,48.0,0.0,89.0,69.68541468064822
2020-11-08,29.0,0.0,46.0,30.0,0.0,33.0,30.0,32.0,0.0,0.0,63.0,29.0,33.0,0.0,0.0,27.0,54.0,47.0,34.0,45.0,50.71496663489037
2020-11-09,29.0,62.0,31.0,30.0,22.0,67.0,60.0,65.0,30.0,30.0,32.0,58.0,64.0,0.0,0.0,82.0,27.0,48.0,68.0,90.0,85.31935176358436
2020-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0505243088655862
2020-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,30.0,0.0,0.0,0.0,32.0,28.0,31.0,53.0,27.0,23.0,33.0,44.0,31.7445185891325
2020-11-12,59.0,0.0,62.0,60.0,44.0,67.0,30.0,66.0,31.0,31.0,0.0,88.0,67.0,29.0,32.0,0.0,0.0,48.0,35.0,91.0,80.07626310772163
2020-11-13,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9551954242135365
2020-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,28.0,28.0,25.0,0.0,0.0,10.867492850333651
2020-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,8.960915157292659
2020-11-16,29.0,31.0,31.0,30.0,0.0,0.0,30.0,32.0,0.0,30.0,0.0,28.0,0.0,29.0,0.0,53.0,27.0,23.0,34.0,45.0,43.088655862726405
2020-11-17,0.0,0.0,0.0,30.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77025738798856
2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,5.4337464251668255
2020-11-19,30.0,32.0,0.0,0.0,44.0,34.0,31.0,33.0,0.0,0.0,32.0,0.0,34.0,30.0,0.0,28.0,0.0,25.0,35.0,46.0,41.372735938989514
2020-11-20,30.0,0.0,32.0,0.0,45.0,35.0,0.0,100.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,57.0,0.0,49.0,0.0,0.0,36.41563393708294
2020-11-21,31.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,10.486177311725452
2020-11-22,0.0,0.0,0.0,31.0,0.0,36.0,32.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,33.0,0.0,0.0,0.0,36.0,48.0,26.406101048617728
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,0.0,62.0,0.0,0.0,0.0,33.0,60.0,33.0,0.0,30.0,0.0,29.0,33.0,29.0,0.0,0.0,0.0,24.0,34.0,45.0,39.275500476644424
2020-11-25,0.0,30.0,0.0,0.0,0.0,0.0,29.0,31.0,0.0,0.0,0.0,28.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,43.0,21.44899904671115
2020-11-26,29.0,0.0,0.0,31.0,22.0,34.0,31.0,0.0,0.0,31.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,34.0,0.0,22.974261201143946
2020-11-27,0.0,31.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,31.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,45.0,18.68446139180172
2020-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,25.0,0.0,0.0,5.052430886558627
2020-11-30,0.0,0.0,30.0,0.0,21.0,32.0,0.0,0.0,30.0,60.0,0.0,0.0,32.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,24.880838894184937
2020-12-01,29.0,30.0,45.0,30.0,22.0,33.0,0.0,48.0,0.0,0.0,0.0,29.0,32.0,0.0,31.0,54.0,54.0,47.0,67.0,44.0,56.72068636796949
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-03,30.0,0.0,0.0,0.0,22.0,35.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,14.394661582459484
2020-12-04,28.0,30.0,0.0,0.0,0.0,32.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,30.0,26.0,26.0,0.0,0.0,43.0,23.260247855100094
2020-12-05,30.0,0.0,32.0,0.0,0.0,34.0,30.0,34.0,0.0,31.0,32.0,30.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,27.264061010486177
2020-12-06,31.0,33.0,32.0,32.0,0.0,0.0,32.0,0.0,32.0,0.0,0.0,31.0,0.0,0.0,33.0,29.0,0.0,25.0,36.0,48.0,37.559580552907526
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-08,0.0,32.0,30.0,30.0,22.0,34.0,30.0,33.0,31.0,61.0,32.0,29.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,46.42516682554814
2020-12-09,0.0,62.0,31.0,30.0,22.0,0.0,61.0,33.0,0.0,0.0,0.0,59.0,33.0,0.0,0.0,27.0,28.0,0.0,68.0,0.0,43.2793136320305
2020-12-10,30.0,0.0,0.0,31.0,0.0,35.0,31.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,35.0,47.0,25.452812202097235
2020-12-11,0.0,32.0,32.0,0.0,23.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,14.489990467111534
2020-12-12,32.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,33.0,33.0,34.0,31.0,0.0,31.0,0.0,0.0,0.0,26.0,0.0,49.0,27.83603431839847
2020-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-15,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,25.0,0.0,0.0,8.102955195424213
2020-12-16,31.0,33.0,32.0,32.0,23.0,0.0,0.0,69.0,32.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,32.22116301239275
2020-12-17,32.0,0.0,0.0,33.0,0.0,37.0,0.0,0.0,34.0,67.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,27.073403241182078
2020-12-18,0.0,72.0,53.0,35.0,25.0,78.0,0.0,38.0,35.0,0.0,0.0,34.0,75.0,100.0,37.0,0.0,0.0,0.0,39.0,0.0,59.19923736892278
2020-12-19,0.0,36.0,34.0,0.0,25.0,0.0,34.0,55.0,34.0,0.0,36.0,0.0,0.0,0.0,0.0,31.0,0.0,54.0,0.0,0.0,32.316491897044806
2020-12-20,32.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,32.0,37.0,32.0,0.0,30.0,61.0,0.0,38.0,0.0,34.795042897998094
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-22,0.0,0.0,35.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,9.818875119161106
