,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-10-05,0.0,0.0,15.0,35.0,16.0,16.0,57.0,19.0,0.0,32.0,36.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,18.0,27.0,22.329376854599406
2020-10-06,48.0,33.0,89.0,36.0,32.0,32.0,0.0,57.0,15.0,65.0,72.0,44.0,54.0,37.0,61.0,28.0,56.0,33.0,91.0,14.0,66.54302670623144
2020-10-07,48.0,32.0,59.0,0.0,0.0,16.0,0.0,56.0,45.0,32.0,36.0,11.0,11.0,37.0,15.0,42.0,28.0,16.0,36.0,13.0,39.54005934718101
2020-10-08,32.0,32.0,30.0,90.0,16.0,64.0,38.0,57.0,15.0,0.0,55.0,11.0,11.0,12.0,46.0,28.0,42.0,41.0,36.0,27.0,50.667655786350146
2020-10-09,35.0,18.0,48.0,77.0,69.0,17.0,0.0,41.0,16.0,18.0,20.0,24.0,24.0,40.0,33.0,0.0,45.0,53.0,39.0,15.0,46.88427299703264
2020-10-10,0.0,40.0,0.0,68.0,80.0,20.0,49.0,0.0,0.0,20.0,23.0,27.0,0.0,0.0,0.0,0.0,17.0,31.0,22.0,17.0,30.712166172106823
2020-10-11,20.0,40.0,55.0,43.0,38.0,78.0,23.0,23.0,37.0,59.0,22.0,13.0,13.0,30.0,0.0,17.0,50.0,50.0,0.0,17.0,46.587537091988125
2020-10-12,84.0,34.0,47.0,0.0,17.0,0.0,0.0,59.0,31.0,51.0,75.0,23.0,45.0,38.0,79.0,58.0,57.0,34.0,37.0,57.0,61.27596439169139
2020-10-13,49.0,16.0,15.0,73.0,66.0,16.0,100.0,39.0,62.0,0.0,0.0,11.0,34.0,13.0,15.0,29.0,14.0,50.0,56.0,42.0,51.92878338278931
2020-10-14,33.0,33.0,62.0,56.0,49.0,49.0,60.0,0.0,31.0,50.0,75.0,45.0,23.0,25.0,0.0,29.0,71.0,25.0,19.0,42.0,57.64094955489614
2020-10-15,35.0,18.0,0.0,0.0,17.0,0.0,42.0,20.0,16.0,0.0,20.0,0.0,12.0,0.0,0.0,15.0,30.0,18.0,0.0,15.0,19.139465875370917
2020-10-16,0.0,0.0,0.0,0.0,36.0,72.0,22.0,43.0,34.0,0.0,41.0,12.0,12.0,0.0,17.0,16.0,16.0,19.0,20.0,46.0,30.118694362017802
