,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-10-05,0.0,25.0,0.0,34.0,0.0,33.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.54945054945055,0.0,16.61497264390845
2020-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59385836479926
2020-10-07,32.0,53.0,47.0,34.0,72.0,69.0,0.0,0.0,41.0,48.0,100.0,100.0,0.0,80.0,54.0,66.0,40.0,72.0,51.64835164835165,36.0,87.27363797487864
2020-10-08,0.0,0.0,100.0,36.0,36.0,0.0,0.0,39.0,44.0,0.0,33.0,52.0,40.0,0.0,27.0,100.0,39.0,74.0,0.0,70.0,60.482006627109506
2020-10-09,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.048200662710951
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-11,0.0,0.0,51.0,0.0,0.0,35.0,51.0,0.0,45.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.933497726747323
2020-10-12,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8926177082530633
2020-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-14,33.0,0.0,0.0,0.0,36.0,0.0,100.0,41.0,86.0,50.0,0.0,52.0,41.0,0.0,0.0,0.0,40.0,36.0,0.0,37.0,48.385605301687605
2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
