date,/m/0cjf0,isPartial
2020-02-24,13,False
2020-02-25,19,False
2020-02-26,24,False
2020-02-27,16,False
2020-02-28,22,False
2020-02-29,25,False
2020-03-01,28,False
2020-03-02,28,False
2020-03-03,23,False
2020-03-04,24,False
2020-03-05,27,False
2020-03-06,32,False
2020-03-07,30,False
2020-03-08,30,False
2020-03-09,29,False
2020-03-10,43,False
2020-03-11,46,False
2020-03-12,65,False
2020-03-13,70,False
2020-03-14,77,False
2020-03-15,95,False
2020-03-16,100,False
2020-03-17,87,False
2020-03-18,77,False
2020-03-19,74,False
2020-03-20,60,False
2020-03-21,66,False
2020-03-22,52,False
2020-03-23,47,False
2020-03-24,46,False
2020-03-25,36,False
2020-03-26,44,False
2020-03-27,39,False
2020-03-28,45,False
2020-03-29,41,False
2020-03-30,42,False
2020-03-31,33,False
2020-04-01,37,False
2020-04-02,33,False
2020-04-03,31,False
2020-04-04,34,False
2020-04-05,26,False
2020-04-06,23,False
2020-04-07,27,False
2020-04-08,29,False
2020-04-09,24,False
2020-04-10,23,False
2020-04-11,20,False
2020-04-12,25,False
2020-04-13,25,False
2020-04-14,22,False
2020-04-15,24,False
2020-04-16,18,False
2020-04-17,17,False
2020-04-18,18,False
