date,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21_10,/m/01b_21_11,/m/01b_21_12,/m/01b_21_13,/m/01b_21_14,/m/01b_21_15,/m/01b_21_16,/m/01b_21_17,/m/01b_21_18,/m/01b_21_19,/m/01b_21
2020-01-29,26.0,27.0,35.0,42.0,47.0,47.0,12.0,42.0,49.0,17.0,20.0,16.0,18.0,23.0,7.0,37.0,17.0,10.0,35.0,33.0,32.67211201866978
2020-01-30,26.0,37.0,35.0,76.0,47.0,19.0,36.0,44.0,50.0,34.0,46.0,33.0,18.0,48.0,22.0,19.0,25.0,50.0,47.0,33.0,43.465577596266044
2020-01-31,53.0,47.0,59.0,55.0,56.0,39.0,24.0,33.0,20.0,18.0,42.0,25.0,56.0,60.0,30.0,48.0,51.0,41.0,25.0,43.0,48.13302217036173
2020-02-01,19.0,10.0,38.0,35.0,17.0,21.0,39.0,24.0,54.0,27.0,33.0,0.0,29.0,25.0,24.0,51.0,36.0,43.0,39.0,36.0,35.00583430571762
2020-02-02,9.0,28.0,71.0,11.0,8.0,29.0,58.0,55.0,30.0,26.0,30.0,25.0,54.0,47.0,15.0,0.0,42.0,10.0,23.0,25.0,34.77246207701283
2020-02-03,23.0,33.0,11.0,39.0,14.0,34.0,21.0,0.0,35.0,15.0,32.0,15.0,24.0,32.0,19.0,17.0,15.0,9.0,32.0,15.0,25.379229871645272
2020-02-04,0.0,19.0,35.0,54.0,39.0,29.0,59.0,54.0,0.0,26.0,36.0,41.0,27.0,59.0,22.0,45.0,33.0,50.0,0.0,25.0,38.098016336056006
2020-02-05,0.0,47.0,36.0,32.0,24.0,39.0,12.0,21.0,20.0,34.0,21.0,17.0,9.0,36.0,22.0,19.0,25.0,20.0,36.0,25.0,28.879813302217034
2020-02-06,37.0,29.0,62.0,23.0,42.0,21.0,38.0,35.0,53.0,9.0,17.0,44.0,19.0,25.0,54.0,10.0,36.0,32.0,25.0,35.0,37.68961493582263
2020-02-07,18.0,20.0,50.0,11.0,41.0,31.0,38.0,46.0,32.0,18.0,49.0,53.0,67.0,38.0,31.0,20.0,45.0,32.0,49.0,53.0,43.29054842473745
2020-02-08,28.0,20.0,25.0,58.0,25.0,10.0,38.0,58.0,11.0,64.0,45.0,27.0,49.0,39.0,16.0,10.0,18.0,54.0,38.0,37.0,39.08984830805134
2020-02-09,17.0,53.0,57.0,94.0,38.0,37.0,81.0,21.0,76.0,16.0,54.0,48.0,60.0,57.0,35.0,54.0,48.0,9.0,79.0,56.0,57.75962660443407
2020-02-10,59.0,18.0,11.0,31.0,23.0,46.0,69.0,63.0,29.0,33.0,39.0,32.0,17.0,69.0,49.0,36.0,16.0,19.0,34.0,57.0,43.75729288214702
2020-02-11,59.0,27.0,58.0,63.0,46.0,38.0,58.0,73.0,58.0,33.0,30.0,33.0,44.0,23.0,28.0,63.0,41.0,59.0,56.0,25.0,53.38389731621937
2020-02-12,25.0,27.0,70.0,42.0,23.0,19.0,35.0,32.0,19.0,33.0,25.0,24.0,26.0,35.0,28.0,18.0,25.0,30.0,47.0,41.0,36.406067677946325
2020-02-13,26.0,64.0,58.0,31.0,53.0,0.0,35.0,43.0,19.0,34.0,51.0,40.0,18.0,70.0,43.0,18.0,41.0,20.0,46.0,33.0,43.348891481913654
2020-02-14,18.0,28.0,24.0,33.0,24.0,49.0,48.0,45.0,30.0,26.0,42.0,51.0,45.0,61.0,37.0,56.0,42.0,41.0,60.0,35.0,46.382730455075844
2020-02-15,9.0,10.0,24.0,11.0,16.0,61.0,12.0,11.0,10.0,9.0,53.0,17.0,0.0,25.0,0.0,29.0,9.0,10.0,0.0,0.0,18.436406067677947
2020-02-16,26.0,28.0,57.0,42.0,15.0,38.0,59.0,21.0,58.0,33.0,35.0,8.0,26.0,12.0,21.0,46.0,0.0,30.0,46.0,25.0,36.522753792298715
2020-02-17,26.0,0.0,46.0,53.0,23.0,19.0,82.0,85.0,20.0,25.0,20.0,41.0,53.0,23.0,29.0,46.0,8.0,20.0,70.0,41.0,42.5904317386231
2020-02-18,68.0,27.0,69.0,21.0,15.0,18.0,23.0,63.0,29.0,41.0,35.0,16.0,35.0,68.0,14.0,81.0,56.0,29.0,46.0,24.0,45.39089848308051
2020-02-19,17.0,46.0,46.0,52.0,38.0,86.0,92.0,42.0,29.0,25.0,60.0,16.0,44.0,34.0,49.0,36.0,49.0,39.0,11.0,41.0,49.70828471411902
2020-02-20,17.0,46.0,59.0,43.0,32.0,67.0,71.0,44.0,59.0,34.0,51.0,42.0,18.0,59.0,29.0,28.0,25.0,20.0,12.0,33.0,46.03267211201867
2020-02-21,0.0,0.0,37.0,46.0,8.0,82.0,13.0,11.0,21.0,9.0,33.0,9.0,19.0,13.0,16.0,0.0,18.0,11.0,37.0,0.0,22.34539089848308
2020-02-22,19.0,20.0,26.0,36.0,18.0,0.0,13.0,12.0,45.0,28.0,17.0,18.0,50.0,79.0,32.0,21.0,37.0,11.0,52.0,46.0,33.838973162193696
2020-02-23,36.0,39.0,73.0,55.0,49.0,20.0,49.0,57.0,72.0,35.0,43.0,9.0,47.0,74.0,23.0,77.0,35.0,52.0,61.0,52.0,55.892648774795795
2020-02-24,0.0,18.0,23.0,10.0,30.0,47.0,23.0,31.0,0.0,16.0,35.0,0.0,26.0,34.0,14.0,0.0,24.0,19.0,23.0,32.0,23.628938156359393
2020-02-25,43.0,18.0,23.0,31.0,15.0,9.0,70.0,53.0,48.0,25.0,35.0,16.0,17.0,69.0,14.0,18.0,8.0,39.0,35.0,24.0,35.58926487747958
2020-02-26,34.0,9.0,23.0,32.0,31.0,9.0,23.0,32.0,19.0,16.0,30.0,24.0,0.0,34.0,28.0,27.0,33.0,29.0,58.0,16.0,29.579929988331386
2020-02-27,25.0,27.0,46.0,31.0,53.0,19.0,12.0,32.0,38.0,16.0,25.0,40.0,35.0,57.0,21.0,27.0,24.0,0.0,57.0,16.0,35.064177362893815
2020-02-28,9.0,9.0,12.0,0.0,8.0,28.0,11.0,0.0,19.0,0.0,25.0,8.0,9.0,12.0,7.0,9.0,16.0,10.0,11.0,16.0,12.77712952158693
2020-02-29,26.0,28.0,36.0,43.0,16.0,10.0,0.0,33.0,20.0,42.0,21.0,17.0,36.0,48.0,7.0,9.0,8.0,40.0,35.0,25.0,29.171528588098017
2020-03-01,51.0,36.0,34.0,31.0,31.0,19.0,46.0,32.0,57.0,8.0,55.0,32.0,9.0,46.0,21.0,28.0,8.0,39.0,57.0,24.0,38.739789964994166
2020-03-02,25.0,34.0,43.0,20.0,44.0,27.0,65.0,20.0,46.0,15.0,24.0,38.0,34.0,77.0,20.0,51.0,61.0,37.0,65.0,54.0,46.67444574095683
2020-03-03,33.0,35.0,55.0,40.0,7.0,45.0,56.0,20.0,28.0,24.0,63.0,46.0,8.0,56.0,27.0,26.0,31.0,19.0,44.0,8.0,39.14819136522753
