date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s,batch_id
2020-01-01,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.1,0
2020-01-02,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.6,0
2020-01-03,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.3,0
2020-01-04,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.7,0
2020-01-05,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.6,0
2020-01-06,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6,0
2020-01-07,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.2,0
2020-01-08,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7,0
2020-01-09,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0
2020-01-10,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.8,0
2020-01-11,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.1,0
2020-01-12,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.7,0
2020-01-13,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8,0
2020-01-14,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8,0
2020-01-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.1,0
2020-01-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2020-01-17,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.9,0
2020-01-18,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.1,0
2020-01-19,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.3,0
2020-01-20,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.5,0
2020-01-21,2.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,2.9,0
2020-01-22,6.0,4.0,4.0,4.0,3.0,4.0,5.0,6.0,5.0,4.0,4.5,0
2020-01-23,6.0,5.0,6.0,5.0,8.0,7.0,6.0,5.0,6.0,6.0,6.0,0
2020-01-24,7.0,8.0,5.0,8.0,7.0,7.0,5.0,7.0,9.0,7.0,7.0,0
2020-01-25,7.0,5.0,6.0,7.0,7.0,6.0,7.0,8.0,6.0,5.0,6.4,0
2020-01-26,7.0,6.0,6.0,6.0,9.0,6.0,6.0,7.0,8.0,7.0,6.8,0
2020-01-27,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.7,0
2020-01-28,7.0,6.0,5.0,6.0,5.0,7.0,6.0,6.0,6.0,5.0,5.9,0
2020-01-29,4.0,5.0,4.0,6.0,8.0,4.0,7.0,6.0,4.0,5.0,5.3,0
2020-01-30,9.0,10.0,5.0,9.0,9.0,10.0,7.0,9.0,10.0,7.0,8.5,0
2020-01-31,8.0,8.0,5.0,7.0,7.0,4.0,7.0,6.0,8.0,5.0,6.5,0
2020-02-01,6.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.9,0
2020-02-02,4.0,2.0,2.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,3.6,0
2020-02-03,4.0,4.0,5.0,5.0,4.0,3.0,5.0,7.0,5.0,6.0,4.8,0
2020-02-04,4.0,5.0,4.0,5.0,6.0,4.0,3.0,5.0,5.0,3.0,4.4,0
2020-02-05,4.0,3.0,3.0,5.0,5.0,5.0,6.0,4.0,5.0,4.0,4.4,0
2020-02-06,4.0,3.0,3.0,5.0,6.0,4.0,7.0,4.0,4.0,5.0,4.5,0
2020-02-07,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.6,0
