date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5,batch_id
2020-01-01,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8477546549835706,0
2020-01-02,20.0,25.0,34.0,16.0,22.0,13.0,20.0,11.0,24.0,0.0,20.262869660460023,0
2020-01-03,30.0,13.0,35.0,24.0,23.0,13.0,10.0,23.0,24.0,34.0,25.082146768893757,0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-05,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.628696604600219,0
2020-01-06,10.0,0.0,24.0,0.0,24.0,42.0,11.0,12.0,0.0,24.0,16.100766703176344,0
2020-01-07,18.0,0.0,0.0,7.0,21.0,12.0,9.0,20.0,11.0,31.0,14.129244249726177,0
2020-01-08,0.0,34.0,10.0,14.0,31.0,12.0,19.0,0.0,11.0,31.0,17.74370208105148,0
2020-01-09,0.0,12.0,0.0,0.0,0.0,12.0,0.0,10.0,22.0,21.0,8.433734939759036,0
2020-01-10,19.0,25.0,11.0,24.0,0.0,13.0,30.0,22.0,12.0,22.0,19.49616648411829,0
2020-01-11,11.0,14.0,12.0,0.0,12.0,15.0,0.0,0.0,13.0,0.0,8.433734939759036,0
2020-01-12,0.0,27.0,0.0,9.0,0.0,14.0,11.0,24.0,0.0,25.0,12.048192771084338,0
2020-01-13,8.0,32.0,38.0,7.0,29.0,44.0,17.0,28.0,20.0,28.0,27.491785323110626,0
2020-01-14,16.0,21.0,9.0,7.0,0.0,11.0,0.0,19.0,30.0,9.0,13.362541073384447,0
2020-01-15,0.0,47.0,21.0,7.0,10.0,49.0,19.0,21.0,54.0,10.0,26.06790799561884,0
2020-01-16,9.0,0.0,0.0,0.0,0.0,12.0,0.0,11.0,0.0,21.0,5.805038335158817,0
2020-01-17,0.0,25.0,11.0,8.0,0.0,0.0,20.0,0.0,12.0,11.0,9.529025191675792,0
2020-01-18,0.0,13.0,12.0,0.0,12.0,28.0,0.0,0.0,13.0,24.0,11.17196056955093,0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.2048192771084338,0
2020-01-20,0.0,11.0,10.0,7.0,10.0,35.0,0.0,10.0,21.0,0.0,11.391018619934282,0
2020-01-21,9.0,12.0,21.0,0.0,21.0,12.0,19.0,10.0,0.0,21.0,13.691128148959475,0
2020-01-22,9.0,23.0,0.0,22.0,21.0,12.0,10.0,11.0,11.0,0.0,13.03395399780942,0
2020-01-23,9.0,12.0,21.0,0.0,0.0,0.0,10.0,11.0,11.0,0.0,8.105147864184008,0
2020-01-24,47.0,37.0,22.0,8.0,22.0,26.0,20.0,11.0,0.0,33.0,24.75355969331873,0
2020-01-25,10.0,27.0,12.0,0.0,24.0,14.0,0.0,24.0,13.0,12.0,14.895947426067908,0
2020-01-26,10.0,51.0,12.0,24.0,0.0,13.0,20.0,11.0,24.0,34.0,21.79627601314348,0
2020-01-27,8.0,33.0,20.0,7.0,0.0,23.0,9.0,30.0,10.0,30.0,18.619934282584886,0
2020-01-28,9.0,0.0,30.0,14.0,10.0,23.0,9.0,20.0,10.0,10.0,14.786418400876233,0
2020-01-29,0.0,0.0,10.0,7.0,0.0,0.0,0.0,10.0,0.0,0.0,2.9572836801752467,0
2020-01-30,9.0,35.0,0.0,7.0,0.0,25.0,10.0,21.0,11.0,21.0,15.224534501642935,0
2020-01-31,0.0,12.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.723986856516977,0
2020-02-01,11.0,14.0,13.0,9.0,13.0,15.0,12.0,13.0,13.0,13.0,13.80065717415115,0
2020-02-02,0.0,0.0,0.0,16.0,23.0,13.0,10.0,0.0,0.0,0.0,6.790799561883899,0
2020-02-03,0.0,10.0,9.0,7.0,9.0,0.0,0.0,9.0,10.0,9.0,6.900328587075575,0
2020-02-04,9.0,22.0,30.0,35.0,40.0,58.0,36.0,30.0,42.0,30.0,36.36363636363637,0
2020-02-05,9.0,23.0,0.0,7.0,0.0,0.0,0.0,10.0,11.0,10.0,7.667031763417306,0
2020-02-06,9.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,7.009857612267251,0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.2048192771084338,0
2020-02-08,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,4.271631982475356,0
2020-02-09,21.0,14.0,0.0,9.0,24.0,14.0,0.0,12.0,0.0,12.0,11.610076670317634,0
2020-02-10,8.0,11.0,0.0,0.0,19.0,11.0,9.0,29.0,20.0,10.0,12.814895947426068,0
2020-02-11,9.0,11.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,10.0,5.585980284775465,0
2020-02-12,18.0,23.0,42.0,7.0,31.0,12.0,19.0,0.0,11.0,10.0,18.948521358159912,0
2020-02-13,18.0,0.0,11.0,15.0,21.0,25.0,19.0,21.0,23.0,21.0,19.058050383351585,0
2020-02-14,19.0,0.0,11.0,8.0,32.0,25.0,10.0,0.0,11.0,22.0,15.11500547645126,0
2020-02-15,11.0,14.0,38.0,18.0,26.0,15.0,35.0,13.0,14.0,13.0,21.57721796276013,0
2020-02-16,0.0,13.0,24.0,9.0,12.0,14.0,0.0,12.0,38.0,24.0,15.991237677984666,0
2020-02-17,0.0,11.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,5.038335158817086,0
2020-02-18,0.0,11.0,0.0,7.0,20.0,12.0,9.0,10.0,11.0,10.0,9.857612267250822,0
2020-02-19,0.0,22.0,10.0,7.0,10.0,0.0,18.0,20.0,32.0,30.0,16.319824753559693,0
2020-02-20,9.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,11.0,0.0,4.381161007667032,0
2020-02-21,9.0,12.0,0.0,16.0,11.0,0.0,0.0,11.0,0.0,11.0,7.667031763417306,0
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-23,10.0,12.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,5.038335158817086,0
2020-02-24,8.0,22.0,20.0,7.0,10.0,0.0,0.0,10.0,31.0,10.0,12.924424972617745,0
2020-02-25,17.0,0.0,20.0,14.0,20.0,23.0,0.0,10.0,32.0,10.0,15.991237677984666,0
2020-02-26,16.0,43.0,29.0,0.0,10.0,33.0,17.0,29.0,10.0,29.0,23.658269441401973,0
2020-02-27,42.0,43.0,10.0,35.0,10.0,46.0,45.0,29.0,41.0,29.0,36.144578313253014,0
2020-02-28,26.0,34.0,10.0,0.0,0.0,48.0,19.0,41.0,32.0,10.0,24.096385542168676,0
2020-02-29,10.0,27.0,24.0,17.0,24.0,28.0,0.0,12.0,13.0,24.0,19.605695509309964,0
2020-03-01,10.0,25.0,12.0,0.0,45.0,13.0,31.0,23.0,0.0,34.0,21.139101861993428,0
2020-03-02,17.0,22.0,10.0,14.0,20.0,12.0,9.0,10.0,21.0,30.0,18.072289156626507,0
2020-03-03,8.0,11.0,10.0,0.0,0.0,0.0,9.0,0.0,10.0,0.0,5.257393209200438,0
2020-03-04,9.0,22.0,0.0,7.0,0.0,12.0,9.0,0.0,21.0,10.0,9.857612267250822,0
2020-03-05,35.0,0.0,30.0,14.0,41.0,36.0,9.0,20.0,0.0,30.0,23.548740416210297,0
2020-03-06,18.0,11.0,10.0,7.0,10.0,12.0,0.0,21.0,22.0,21.0,14.457831325301205,0
2020-03-07,20.0,53.0,36.0,34.0,48.0,28.0,11.0,36.0,13.0,12.0,31.87294633077766,0
2020-03-08,20.0,13.0,24.0,25.0,24.0,42.0,21.0,12.0,13.0,12.0,22.562979189485215,0
2020-03-09,25.0,21.0,29.0,20.0,57.0,55.0,43.0,19.0,20.0,10.0,32.74917853231106,0
2020-03-10,40.0,63.0,38.0,47.0,47.0,76.0,42.0,38.0,69.0,28.0,53.45016429353779,0
