,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21_10,/m/01b_21_11,/m/01b_21_12,/m/01b_21_13,/m/01b_21_14,/m/01b_21_15,/m/01b_21_16,/m/01b_21_17,/m/01b_21_18,/m/01b_21_19,/m/01b_21
2020-01-29,18.0,10.0,18.0,32.0,18.0,38.0,25.0,38.0,42.0,38.0,31.0,27.0,33.0,35.0,40.0,8.0,47.0,30.0,31.0,25.0,34.928229665071775
2020-01-30,37.0,21.0,19.0,32.0,25.0,36.0,26.0,51.0,17.0,26.0,51.0,22.0,11.0,21.0,37.0,22.0,21.0,21.0,5.0,33.0,31.937799043062203
2020-01-31,19.0,22.0,16.0,24.0,32.0,27.0,47.0,27.0,28.0,26.0,26.0,11.0,35.0,21.0,37.0,23.0,28.0,21.0,32.0,41.0,32.47607655502392
2020-02-01,39.0,22.0,24.0,40.0,20.0,31.0,14.0,13.0,23.0,47.0,27.0,18.0,35.0,22.0,17.0,27.0,29.0,22.0,22.0,28.0,31.100478468899524
2020-02-02,49.0,54.0,27.0,53.0,19.0,53.0,40.0,58.0,33.0,40.0,45.0,51.0,34.0,32.0,16.0,39.0,35.0,21.0,42.0,40.0,46.71052631578947
2020-02-03,16.0,10.0,20.0,31.0,11.0,26.0,6.0,0.0,15.0,12.0,6.0,10.0,0.0,9.0,0.0,23.0,19.0,18.0,19.0,18.0,16.088516746411486
2020-02-04,18.0,10.0,23.0,23.0,18.0,26.0,19.0,19.0,22.0,25.0,19.0,21.0,11.0,5.0,15.0,9.0,27.0,0.0,21.0,19.0,20.933014354066987
2020-02-05,36.0,47.0,18.0,23.0,66.0,16.0,32.0,13.0,49.0,25.0,56.0,38.0,33.0,31.0,47.0,26.0,54.0,41.0,42.0,39.0,43.7799043062201
2020-02-06,38.0,22.0,20.0,21.0,6.0,24.0,20.0,26.0,28.0,13.0,13.0,17.0,12.0,27.0,27.0,23.0,42.0,27.0,0.0,20.0,25.478468899521534
2020-02-07,19.0,17.0,12.0,22.0,19.0,31.0,21.0,54.0,17.0,21.0,20.0,35.0,24.0,22.0,33.0,14.0,29.0,32.0,22.0,28.0,29.425837320574164
2020-02-08,25.0,11.0,20.0,25.0,19.0,20.0,35.0,27.0,17.0,34.0,20.0,12.0,12.0,16.0,50.0,9.0,22.0,22.0,28.0,14.0,26.19617224880383
2020-02-09,42.0,31.0,18.0,35.0,36.0,29.0,52.0,44.0,22.0,39.0,25.0,32.0,22.0,21.0,42.0,17.0,41.0,15.0,16.0,32.0,36.54306220095694
2020-02-10,35.0,46.0,18.0,34.0,29.0,28.0,50.0,30.0,26.0,43.0,42.0,42.0,21.0,39.0,25.0,25.0,33.0,35.0,40.0,32.0,40.251196172248804
2020-02-11,18.0,16.0,23.0,23.0,12.0,32.0,19.0,13.0,21.0,6.0,0.0,5.0,0.0,20.0,20.0,17.0,34.0,15.0,26.0,26.0,20.693779904306222
2020-02-12,36.0,31.0,26.0,32.0,36.0,26.0,51.0,57.0,27.0,44.0,36.0,38.0,27.0,25.0,15.0,29.0,67.0,30.0,5.0,39.0,40.49043062200957
2020-02-13,25.0,11.0,11.0,23.0,12.0,36.0,20.0,32.0,22.0,19.0,12.0,11.0,28.0,21.0,21.0,22.0,48.0,10.0,31.0,27.0,26.435406698564595
2020-02-14,50.0,33.0,19.0,12.0,32.0,40.0,20.0,39.0,28.0,20.0,25.0,28.0,17.0,21.0,21.0,27.0,42.0,26.0,22.0,34.0,33.25358851674641
