,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-02-13,20.0,16.0,20.0,18.0,12.0,19.0,16.0,13.0,18.0,18.0,9.0,23.0,17.0,15.0,16.0,15.0,17.0,14.0,15.0,11.0,16.867469879518072
2020-02-14,10.0,7.0,8.0,11.0,9.0,14.0,14.0,9.0,7.0,14.0,9.0,8.0,8.0,14.0,4.0,9.0,8.0,8.0,9.0,9.0,9.900471451021476
2020-02-15,5.0,8.0,6.0,11.0,8.0,8.0,10.0,11.0,10.0,12.0,6.0,9.0,7.0,7.0,9.0,18.0,9.0,8.0,13.0,7.0,9.533787323205866
2020-02-16,9.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,3.0,3.0,2.0,5.0,12.0,8.0,8.0,7.0,6.0,7.0,8.0,11.0,7.1241487689889995
2020-02-17,1.0,7.0,4.0,6.0,8.0,4.0,9.0,4.0,6.0,3.0,5.0,6.0,2.0,8.0,6.0,2.0,10.0,8.0,5.0,7.0,5.814562598218963
2020-02-18,8.0,12.0,8.0,5.0,9.0,5.0,7.0,7.0,11.0,4.0,9.0,8.0,4.0,7.0,9.0,7.0,10.0,8.0,8.0,7.0,8.014667365112624
2020-02-19,3.0,5.0,6.0,2.0,3.0,3.0,7.0,6.0,6.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.7716081718177055
2020-02-20,9.0,4.0,8.0,3.0,4.0,3.0,6.0,5.0,5.0,4.0,6.0,3.0,7.0,8.0,3.0,4.0,8.0,6.0,5.0,3.0,5.447878470403352
2020-02-21,6.0,9.0,9.0,13.0,10.0,12.0,12.0,9.0,9.0,6.0,14.0,6.0,12.0,8.0,11.0,13.0,7.0,7.0,6.0,10.0,9.900471451021476
2020-02-22,12.0,7.0,8.0,9.0,5.0,9.0,14.0,9.0,5.0,11.0,13.0,3.0,9.0,9.0,12.0,14.0,16.0,6.0,11.0,7.0,9.900471451021476
2020-02-23,23.0,22.0,21.0,19.0,18.0,20.0,18.0,19.0,24.0,17.0,18.0,23.0,24.0,17.0,19.0,14.0,18.0,22.0,17.0,16.0,20.37716081718177
2020-02-24,15.0,16.0,26.0,27.0,28.0,19.0,20.0,25.0,22.0,18.0,27.0,22.0,19.0,18.0,24.0,26.0,26.0,20.0,21.0,17.0,22.83918281822944
2020-02-25,29.0,30.0,25.0,29.0,26.0,25.0,22.0,29.0,22.0,16.0,30.0,16.0,31.0,21.0,21.0,20.0,27.0,26.0,21.0,21.0,25.510738606600313
2020-02-26,36.0,36.0,33.0,36.0,23.0,30.0,34.0,25.0,18.0,34.0,33.0,32.0,24.0,28.0,35.0,45.0,31.0,30.0,35.0,35.0,33.158721843897325
2020-02-27,36.0,25.0,31.0,33.0,35.0,24.0,35.0,33.0,36.0,43.0,32.0,29.0,34.0,30.0,27.0,33.0,30.0,26.0,30.0,34.0,33.31587218438973
2020-02-28,46.0,51.0,58.0,58.0,51.0,50.0,61.0,44.0,48.0,61.0,50.0,49.0,67.0,40.0,52.0,54.0,47.0,52.0,50.0,38.0,53.797799895233105
2020-02-29,50.0,43.0,48.0,53.0,48.0,30.0,41.0,41.0,44.0,54.0,48.0,36.0,39.0,45.0,54.0,47.0,48.0,52.0,43.0,40.0,47.35463593504453
2020-03-01,43.0,28.0,45.0,46.0,38.0,40.0,39.0,42.0,40.0,40.0,38.0,35.0,43.0,38.0,46.0,34.0,48.0,30.0,35.0,46.0,41.59245678365637
2020-03-02,51.0,42.0,50.0,54.0,50.0,51.0,47.0,43.0,50.0,36.0,45.0,53.0,49.0,31.0,51.0,47.0,50.0,50.0,48.0,49.0,49.60712414876899
2020-03-03,59.0,42.0,50.0,43.0,43.0,44.0,55.0,40.0,48.0,43.0,39.0,39.0,41.0,29.0,37.0,44.0,40.0,41.0,50.0,44.0,45.625982189628076
2020-03-04,34.0,32.0,37.0,33.0,31.0,34.0,36.0,31.0,32.0,32.0,37.0,29.0,33.0,32.0,29.0,33.0,40.0,31.0,31.0,33.0,34.57307490832897
2020-03-05,30.0,20.0,26.0,29.0,29.0,17.0,21.0,29.0,16.0,29.0,33.0,23.0,32.0,23.0,24.0,28.0,33.0,29.0,26.0,19.0,27.029858564693555
2020-03-06,32.0,33.0,45.0,36.0,36.0,29.0,40.0,30.0,32.0,40.0,30.0,34.0,42.0,38.0,39.0,47.0,41.0,30.0,32.0,31.0,37.55893137768465
2020-03-07,38.0,43.0,44.0,45.0,35.0,36.0,43.0,38.0,34.0,36.0,36.0,41.0,36.0,37.0,33.0,37.0,47.0,30.0,44.0,35.0,40.230487166055525
2020-03-08,50.0,35.0,43.0,35.0,44.0,42.0,40.0,40.0,44.0,43.0,46.0,36.0,43.0,53.0,43.0,45.0,50.0,35.0,50.0,51.0,45.46883184913567
2020-03-09,31.0,35.0,44.0,36.0,30.0,41.0,45.0,38.0,39.0,37.0,39.0,27.0,37.0,32.0,38.0,51.0,41.0,38.0,28.0,25.0,38.34468308014667
2020-03-10,39.0,43.0,44.0,32.0,37.0,32.0,50.0,45.0,48.0,47.0,60.0,34.0,36.0,39.0,45.0,57.0,38.0,47.0,37.0,30.0,44.00209533787323
2020-03-11,37.0,29.0,44.0,38.0,34.0,38.0,37.0,35.0,30.0,36.0,40.0,31.0,40.0,24.0,37.0,40.0,39.0,32.0,35.0,39.0,37.454164484023046
2020-03-12,65.0,62.0,85.0,57.0,73.0,63.0,79.0,68.0,71.0,72.0,94.0,68.0,76.0,67.0,71.0,75.0,90.0,78.0,60.0,62.0,75.2226296490309
2020-03-13,81.0,91.0,82.0,85.0,83.0,79.0,91.0,93.0,91.0,85.0,97.0,70.0,97.0,81.0,76.0,98.0,100.0,92.0,87.0,76.0,90.88528025144055
2020-03-14,89.0,86.0,87.0,90.0,94.0,89.0,98.0,77.0,89.0,100.0,100.0,92.0,95.0,100.0,87.0,100.0,99.0,100.0,100.0,72.0,96.5950759559979
2020-03-15,100.0,99.0,99.0,100.0,100.0,84.0,91.0,100.0,100.0,100.0,86.0,100.0,100.0,82.0,91.0,97.0,100.0,94.0,86.0,100.0,100.0
2020-03-16,90.0,100.0,100.0,95.0,87.0,100.0,100.0,94.0,83.0,94.0,91.0,72.0,84.0,84.0,100.0,96.0,94.0,92.0,84.0,72.0,94.91880565741225
2020-03-17,78.0,72.0,91.0,97.0,62.0,70.0,90.0,88.0,80.0,89.0,84.0,70.0,72.0,71.0,90.0,84.0,91.0,82.0,91.0,76.0,85.28025144054479
2020-03-18,74.0,84.0,70.0,78.0,73.0,68.0,83.0,76.0,71.0,70.0,74.0,61.0,68.0,71.0,73.0,72.0,80.0,60.0,66.0,65.0,75.2750130958617
2020-03-19,65.0,54.0,64.0,57.0,61.0,63.0,66.0,68.0,57.0,53.0,63.0,53.0,59.0,59.0,67.0,58.0,72.0,62.0,59.0,63.0,64.06495547407019
2020-03-20,76.0,54.0,59.0,63.0,56.0,57.0,61.0,58.0,57.0,69.0,54.0,63.0,71.0,52.0,68.0,57.0,57.0,52.0,57.0,57.0,62.75536930330016
2020-03-21,59.0,64.0,53.0,58.0,54.0,46.0,82.0,50.0,59.0,54.0,55.0,59.0,63.0,60.0,56.0,50.0,70.0,61.0,60.0,53.0,61.07909900471451
2020-03-22,57.0,54.0,47.0,53.0,47.0,46.0,62.0,49.0,57.0,46.0,49.0,40.0,57.0,41.0,57.0,63.0,55.0,52.0,42.0,43.0,53.27396542692509
2020-03-23,46.0,53.0,46.0,47.0,37.0,45.0,55.0,37.0,50.0,49.0,42.0,35.0,41.0,39.0,54.0,52.0,47.0,45.0,47.0,40.0,47.51178627553693
2020-03-24,40.0,38.0,37.0,39.0,38.0,31.0,36.0,41.0,36.0,42.0,34.0,40.0,40.0,40.0,34.0,37.0,48.0,41.0,49.0,39.0,40.85908852802514
2020-03-25,48.0,52.0,50.0,46.0,42.0,44.0,48.0,50.0,44.0,48.0,40.0,38.0,42.0,41.0,47.0,45.0,47.0,46.0,35.0,46.0,47.092718700890515
2020-03-26,40.0,39.0,44.0,48.0,45.0,38.0,45.0,35.0,41.0,37.0,38.0,46.0,41.0,41.0,43.0,41.0,45.0,46.0,39.0,35.0,43.32111052907281
2020-03-27,48.0,37.0,39.0,34.0,37.0,33.0,42.0,46.0,36.0,30.0,33.0,34.0,35.0,33.0,47.0,47.0,43.0,34.0,35.0,32.0,39.54950235725511
2020-03-28,39.0,38.0,39.0,40.0,36.0,41.0,43.0,35.0,29.0,41.0,42.0,35.0,40.0,39.0,36.0,33.0,44.0,30.0,36.0,30.0,39.078051335777886
2020-03-29,31.0,45.0,39.0,40.0,29.0,35.0,38.0,39.0,33.0,48.0,27.0,46.0,39.0,30.0,43.0,43.0,37.0,39.0,45.0,39.0,40.07333682556312
2020-03-30,28.0,21.0,35.0,29.0,23.0,29.0,37.0,23.0,29.0,24.0,35.0,35.0,23.0,32.0,37.0,25.0,24.0,24.0,20.0,31.0,29.544264012572025
2020-03-31,25.0,26.0,26.0,32.0,27.0,23.0,27.0,27.0,24.0,31.0,24.0,27.0,28.0,22.0,29.0,25.0,25.0,21.0,20.0,28.0,27.082242011524357
2020-04-01,25.0,23.0,29.0,24.0,28.0,21.0,23.0,22.0,25.0,23.0,23.0,21.0,29.0,18.0,28.0,25.0,35.0,19.0,20.0,24.0,25.40597171293871
2020-04-02,23.0,23.0,30.0,27.0,18.0,24.0,24.0,19.0,22.0,31.0,26.0,20.0,24.0,25.0,21.0,22.0,24.0,15.0,19.0,22.0,24.044002095337873
2020-04-03,22.0,15.0,20.0,22.0,19.0,17.0,18.0,18.0,19.0,17.0,21.0,21.0,21.0,15.0,16.0,23.0,21.0,18.0,17.0,14.0,19.59140911471975
2020-04-04,27.0,20.0,26.0,29.0,21.0,25.0,27.0,28.0,28.0,29.0,27.0,17.0,30.0,23.0,30.0,26.0,23.0,27.0,28.0,23.0,26.925091671031954
2020-04-05,25.0,29.0,24.0,26.0,23.0,20.0,24.0,29.0,23.0,29.0,25.0,19.0,25.0,20.0,23.0,23.0,26.0,25.0,19.0,23.0,25.144054478784703
2020-04-06,19.0,17.0,23.0,20.0,17.0,24.0,27.0,16.0,21.0,20.0,20.0,15.0,23.0,16.0,23.0,22.0,27.0,16.0,23.0,16.0,21.215295966474592
2020-04-07,20.0,20.0,25.0,17.0,24.0,17.0,22.0,16.0,23.0,20.0,20.0,15.0,20.0,14.0,15.0,20.0,15.0,22.0,11.0,15.0,19.434258774227345
2020-04-08,16.0,16.0,20.0,15.0,17.0,13.0,13.0,16.0,17.0,18.0,14.0,15.0,11.0,16.0,21.0,20.0,21.0,10.0,16.0,13.0,16.657936092194866
2020-04-09,17.0,19.0,18.0,21.0,15.0,20.0,17.0,15.0,20.0,17.0,17.0,16.0,15.0,18.0,17.0,15.0,20.0,16.0,10.0,12.0,17.54845468831849
2020-04-10,22.0,20.0,19.0,15.0,18.0,14.0,18.0,12.0,16.0,15.0,18.0,16.0,14.0,11.0,16.0,19.0,16.0,16.0,17.0,17.0,17.234154007333682
2020-04-11,20.0,16.0,20.0,19.0,22.0,12.0,21.0,20.0,17.0,12.0,8.0,17.0,14.0,16.0,11.0,18.0,20.0,19.0,10.0,14.0,17.07700366684128
2020-04-12,20.0,12.0,15.0,10.0,11.0,16.0,18.0,12.0,13.0,14.0,12.0,11.0,7.0,20.0,15.0,12.0,15.0,10.0,14.0,13.0,14.143530644316396
2020-04-13,21.0,20.0,23.0,17.0,19.0,15.0,18.0,16.0,16.0,18.0,16.0,18.0,11.0,20.0,24.0,15.0,18.0,13.0,20.0,18.0,18.648507071765323
2020-04-14,18.0,14.0,17.0,14.0,13.0,14.0,13.0,18.0,15.0,13.0,11.0,12.0,13.0,11.0,17.0,13.0,10.0,13.0,15.0,11.0,14.405447878470403
2020-04-15,16.0,11.0,17.0,16.0,16.0,9.0,15.0,8.0,15.0,13.0,14.0,11.0,14.0,8.0,18.0,17.0,16.0,9.0,16.0,15.0,14.353064431639602
2020-04-16,19.0,14.0,12.0,17.0,16.0,16.0,15.0,19.0,14.0,14.0,13.0,14.0,14.0,13.0,14.0,14.0,15.0,16.0,15.0,16.0,15.71503404924044
2020-04-17,12.0,20.0,17.0,14.0,12.0,11.0,13.0,15.0,12.0,15.0,11.0,9.0,8.0,16.0,12.0,17.0,19.0,16.0,10.0,11.0,14.143530644316396
2020-04-18,20.0,9.0,19.0,15.0,21.0,11.0,17.0,16.0,13.0,15.0,14.0,16.0,14.0,17.0,16.0,10.0,16.0,11.0,14.0,19.0,15.872184389732844
2020-04-19,13.0,7.0,6.0,8.0,10.0,10.0,13.0,8.0,6.0,9.0,14.0,7.0,10.0,8.0,7.0,9.0,11.0,10.0,8.0,6.0,9.429020429544265
