date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5,batch_id
2020-01-01,35.0,35.0,43.0,33.0,26.0,23.0,10.0,31.0,25.0,42.0,33.96860986547085,0
2020-01-02,11.0,11.0,11.0,31.0,15.0,5.0,12.0,12.0,25.0,16.0,16.704035874439462,0
2020-01-03,17.0,17.0,12.0,16.0,16.0,15.0,9.0,25.0,10.0,23.0,17.937219730941703,0
2020-01-04,19.0,32.0,20.0,12.0,30.0,22.0,29.0,35.0,17.0,19.0,26.345291479820627,0
2020-01-05,25.0,25.0,26.0,24.0,18.0,21.0,5.0,7.0,17.0,31.0,22.309417040358742,0
2020-01-06,30.0,42.0,37.0,45.0,28.0,35.0,13.0,33.0,32.0,36.0,37.10762331838565,0
2020-01-07,22.0,11.0,11.0,10.0,10.0,9.0,4.0,0.0,10.0,11.0,10.986547085201794,0
2020-01-08,27.0,16.0,5.0,15.0,15.0,23.0,20.0,12.0,5.0,22.0,17.937219730941703,0
2020-01-09,11.0,11.0,17.0,31.0,20.0,9.0,12.0,30.0,34.0,28.0,22.757847533632287,0
2020-01-10,17.0,17.0,41.0,16.0,22.0,15.0,4.0,12.0,5.0,29.0,19.955156950672645,0
2020-01-11,7.0,26.0,7.0,12.0,0.0,11.0,20.0,14.0,12.0,7.0,13.004484304932735,0
2020-01-12,24.0,24.0,19.0,40.0,29.0,26.0,23.0,13.0,22.0,12.0,26.00896860986547,0
2020-01-13,15.0,39.0,10.0,14.0,23.0,25.0,18.0,27.0,18.0,5.0,21.748878923766814,0
2020-01-14,24.0,24.0,35.0,18.0,14.0,20.0,11.0,22.0,13.0,10.0,21.41255605381166,0
2020-01-15,28.0,22.0,23.0,37.0,16.0,19.0,13.0,19.0,10.0,6.0,21.63677130044843,0
2020-01-16,6.0,6.0,12.0,5.0,16.0,10.0,4.0,6.0,15.0,23.0,11.547085201793722,0
2020-01-17,29.0,35.0,24.0,33.0,16.0,20.0,31.0,19.0,21.0,23.0,28.139013452914796,0
