,/g/1213j0cz_0,/g/1213j0cz_1,/g/1213j0cz_2,/g/1213j0cz_3,/g/1213j0cz_4,/g/1213j0cz_5,/g/1213j0cz_6,/g/1213j0cz_7,/g/1213j0cz_8,/g/1213j0cz_9,/g/1213j0cz_10,/g/1213j0cz_11,/g/1213j0cz_12,/g/1213j0cz_13,/g/1213j0cz_14,/g/1213j0cz_15,/g/1213j0cz_16,/g/1213j0cz_17,/g/1213j0cz_18,/g/1213j0cz_19,/g/1213j0cz
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-30,18.0,25.0,25.0,16.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,10.759493670886076
2020-01-31,0.0,25.0,25.0,17.0,46.0,22.0,0.0,0.0,0.0,50.0,28.0,23.0,19.0,0.0,20.0,32.0,65.0,25.0,0.0,0.0,27.918424753867797
2020-02-01,0.0,0.0,0.0,18.0,0.0,24.0,13.0,0.0,27.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,36.0,0.0,30.0,25.0,13.572433192686358
2020-02-02,18.0,25.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,9.774964838255979
2020-02-03,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,22.0,0.0,0.0,4.852320675105486
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.969057665260197
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.704641350210972
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,0.0,25.0,0.0,48.0,22.0,21.0,24.0,42.0,49.0,24.0,27.0,22.0,0.0,53.0,0.0,0.0,32.0,48.0,27.0,44.0,35.72433192686358
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-14,19.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,26.0,0.0,28.0,0.0,19.0,28.0,0.0,32.0,0.0,0.0,0.0,0.0,11.884669479606188
2020-02-15,0.0,0.0,0.0,18.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,0.0,22.0,0.0,0.0,0.0,31.0,25.0,11.533052039381152
2020-02-16,0.0,0.0,25.0,17.0,23.0,0.0,0.0,22.0,0.0,51.0,28.0,0.0,19.0,28.0,40.0,32.0,34.0,0.0,0.0,0.0,22.433192686357245
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,20.0,0.0,0.0,0.0,28.0,0.0,4.922644163150492
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,0.0,0.0,0.0,17.0,0.0,0.0,12.0,0.0,0.0,0.0,28.0,23.0,0.0,0.0,0.0,0.0,33.0,0.0,29.0,0.0,9.985935302390999
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-23,0.0,0.0,0.0,35.0,0.0,0.0,13.0,0.0,27.0,0.0,0.0,24.0,0.0,0.0,0.0,34.0,35.0,0.0,0.0,0.0,11.814345991561183
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,18.0,24.0,0.0,32.0,0.0,21.0,12.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,19.0,31.0,0.0,0.0,27.0,22.0,16.033755274261605
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,18.0,51.0,76.0,17.0,23.0,0.0,25.0,22.0,26.0,26.0,29.0,0.0,58.0,29.0,41.0,0.0,0.0,25.0,29.0,0.0,34.810126582278485
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,24.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5.344585091420535
2020-03-02,17.0,0.0,23.0,16.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,31.0,23.0,0.0,21.0,11.39240506329114
2020-03-03,17.0,0.0,0.0,0.0,21.0,21.0,0.0,21.0,24.0,0.0,0.0,0.0,18.0,27.0,19.0,30.0,0.0,0.0,0.0,0.0,13.924050632911394
2020-03-04,0.0,0.0,0.0,15.0,20.0,21.0,11.0,20.0,0.0,0.0,26.0,21.0,34.0,26.0,18.0,58.0,0.0,23.0,0.0,41.0,23.48804500703235
2020-03-05,17.0,0.0,0.0,16.0,21.0,0.0,0.0,20.0,0.0,24.0,0.0,21.0,18.0,27.0,19.0,0.0,0.0,0.0,27.0,0.0,14.767932489451479
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,19.0,0.0,0.0,35.0,24.0,24.0,26.0,23.0,0.0,26.0,30.0,24.0,0.0,29.0,0.0,33.0,35.0,26.0,0.0,24.0,26.582278481012658
2020-03-08,0.0,24.0,24.0,16.0,21.0,21.0,12.0,0.0,0.0,0.0,54.0,21.0,18.0,27.0,19.0,0.0,0.0,23.0,27.0,22.0,23.136427566807317
2020-03-09,17.0,0.0,23.0,15.0,0.0,41.0,23.0,0.0,23.0,0.0,26.0,21.0,17.0,26.0,19.0,29.0,31.0,46.0,52.0,21.0,30.239099859353026
2020-03-10,0.0,0.0,0.0,16.0,21.0,0.0,23.0,0.0,24.0,0.0,26.0,42.0,17.0,26.0,19.0,0.0,0.0,23.0,0.0,22.0,18.213783403656823
2020-03-11,50.0,23.0,45.0,0.0,21.0,20.0,0.0,60.0,23.0,23.0,0.0,21.0,35.0,26.0,0.0,0.0,0.0,23.0,0.0,0.0,26.019690576652604
2020-03-12,34.0,24.0,0.0,31.0,0.0,21.0,12.0,20.0,24.0,23.0,26.0,0.0,35.0,65.0,19.0,29.0,31.0,0.0,26.0,43.0,32.55977496483826
2020-03-13,18.0,51.0,0.0,33.0,45.0,0.0,25.0,0.0,0.0,0.0,28.0,45.0,19.0,56.0,0.0,32.0,0.0,0.0,28.0,0.0,26.722925457102676
2020-03-14,55.0,77.0,100.0,100.0,46.0,45.0,100.0,44.0,100.0,51.0,28.0,69.0,38.0,86.0,100.0,32.0,100.0,100.0,86.0,46.0,98.66385372714488
2020-03-15,16.0,68.0,22.0,15.0,0.0,20.0,34.0,39.0,46.0,23.0,51.0,20.0,50.0,63.0,18.0,0.0,59.0,44.0,51.0,41.0,47.81997187060479
2020-03-16,100.0,100.0,58.0,66.0,72.0,88.0,39.0,51.0,60.0,39.0,22.0,53.0,59.0,100.0,0.0,100.0,26.0,39.0,66.0,54.0,83.8255977496484
2020-03-17,28.0,60.0,0.0,13.0,35.0,51.0,10.0,34.0,40.0,19.0,22.0,18.0,15.0,22.0,0.0,24.0,26.0,59.0,44.0,36.0,39.099859353023916
2020-03-18,46.0,65.0,62.0,42.0,19.0,37.0,21.0,37.0,63.0,21.0,24.0,38.0,32.0,24.0,17.0,54.0,28.0,63.0,24.0,19.0,51.75808720112517
2020-03-19,16.0,22.0,0.0,44.0,40.0,38.0,0.0,0.0,44.0,44.0,73.0,39.0,33.0,50.0,18.0,55.0,58.0,43.0,25.0,40.0,47.9606188466948
2020-03-20,15.0,21.0,0.0,28.0,0.0,19.0,21.0,18.0,21.0,21.0,23.0,19.0,48.0,47.0,17.0,27.0,28.0,0.0,24.0,0.0,27.918424753867797
2020-03-21,17.0,23.0,69.0,46.0,62.0,20.0,34.0,20.0,23.0,46.0,52.0,63.0,52.0,65.0,37.0,29.0,91.0,46.0,26.0,21.0,59.212376933895925
2020-03-22,32.0,89.0,87.0,74.0,100.0,100.0,22.0,76.0,45.0,67.0,100.0,80.0,100.0,25.0,36.0,56.0,89.0,44.0,100.0,100.0,100.0
2020-03-23,14.0,19.0,0.0,0.0,17.0,50.0,9.0,33.0,38.0,0.0,64.0,52.0,28.0,42.0,15.0,24.0,50.0,74.0,64.0,17.0,42.897327707454295
2020-03-24,0.0,41.0,40.0,14.0,37.0,55.0,10.0,18.0,0.0,20.0,23.0,37.0,30.0,46.0,33.0,26.0,54.0,60.0,69.0,19.0,44.44444444444445
2020-03-25,15.0,41.0,40.0,54.0,37.0,36.0,20.0,35.0,40.0,100.0,91.0,0.0,15.0,45.0,33.0,50.0,53.0,40.0,69.0,55.0,61.111111111111114
2020-03-26,29.0,21.0,40.0,14.0,37.0,0.0,0.0,0.0,21.0,0.0,23.0,0.0,0.0,23.0,16.0,0.0,0.0,40.0,0.0,19.0,19.901547116736992
2020-03-27,14.0,0.0,19.0,13.0,0.0,0.0,0.0,17.0,0.0,20.0,22.0,0.0,15.0,33.0,0.0,25.0,0.0,19.0,44.0,35.0,19.409282700421944
2020-03-28,0.0,23.0,0.0,0.0,0.0,20.0,11.0,20.0,0.0,0.0,26.0,0.0,0.0,26.0,18.0,29.0,30.0,23.0,0.0,21.0,17.36990154711674
2020-03-29,32.0,68.0,88.0,30.0,60.0,39.0,33.0,57.0,67.0,67.0,50.0,100.0,17.0,76.0,18.0,28.0,88.0,66.0,76.0,40.0,77.35583684950774
