,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-11-04,0.0,22.0,17.0,34.0,18.0,22.0,0.0,0.0,0.0,22.0,0.0,17.0,22.0,35.0,0.0,0.0,16.0,23.333333333333332,66.0,0.0,26.812624395791875
2020-11-05,79.0,23.0,54.0,18.0,56.0,70.0,60.0,32.0,60.273972602739725,46.0,22.0,18.0,46.0,18.0,46.0,0.0,32.0,24.444444444444443,23.0,23.0,64.03625962870495
2020-11-06,27.0,24.0,56.0,93.0,29.0,48.0,92.0,49.0,61.64383561643836,48.0,23.0,36.0,47.0,57.0,0.0,46.875,50.0,75.55555555555556,71.0,71.0,85.73281698936542
2020-11-07,53.0,46.0,37.0,18.0,37.0,23.0,59.0,32.0,60.273972602739725,45.0,67.0,71.0,46.0,18.0,68.0,68.75,33.0,100.0,69.0,70.0,87.09331583190843
2020-11-08,0.0,25.0,60.0,80.0,31.0,51.0,67.0,35.0,65.75342465753425,51.0,73.0,40.0,0.0,61.0,75.0,25.0,18.0,53.333333333333336,25.0,77.0,77.88627449452952
2020-11-09,29.0,25.0,0.0,0.0,39.0,25.0,32.0,17.0,0.0,24.0,24.0,19.0,0.0,0.0,0.0,0.0,17.0,0.0,49.0,24.0,27.637190787603075
2020-11-10,28.0,0.0,0.0,39.0,40.0,25.0,32.0,34.0,31.506849315068493,25.0,23.0,19.0,24.0,19.0,24.0,48.4375,35.0,0.0,75.0,0.0,44.52183815596263
2020-11-11,55.0,24.0,38.0,19.0,39.0,0.0,31.0,33.0,30.136986301369863,23.0,47.0,56.0,0.0,19.0,48.0,0.0,50.0,0.0,97.0,24.0,54.00656692931788
2020-11-12,29.0,25.0,0.0,19.0,40.0,25.0,65.0,17.0,32.87671232876713,50.0,24.0,39.0,25.0,20.0,49.0,73.4375,35.0,26.666666666666668,25.0,0.0,52.884351350193384
2020-11-13,0.0,75.0,100.0,39.0,30.0,26.0,97.0,34.0,32.87671232876713,100.0,49.0,59.0,75.0,20.0,100.0,73.4375,36.0,53.333333333333336,49.0,76.0,95.9324036675093
2020-11-14,29.0,50.0,81.0,20.0,31.0,51.0,0.0,0.0,64.38356164383562,25.0,24.0,19.0,50.0,0.0,25.0,75.0,36.0,26.666666666666668,50.0,25.0,58.17886508193082
2020-11-15,59.0,51.0,20.0,40.0,51.0,0.0,100.0,35.0,98.63013698630137,51.0,73.0,0.0,76.0,0.0,50.0,100.0,54.0,0.0,26.0,76.0,81.94172337102371
2020-11-16,27.0,24.0,19.0,38.0,19.0,48.0,62.0,16.0,61.64383561643836,24.0,23.0,0.0,24.0,0.0,24.0,48.4375,34.0,25.555555555555557,24.0,0.0,46.20161141643395
2020-11-17,28.0,0.0,39.0,58.0,40.0,25.0,0.0,17.0,31.506849315068493,24.0,0.0,19.0,0.0,20.0,24.0,25.0,0.0,52.22222222222222,50.0,25.0,40.7502762187055
2020-11-18,28.0,0.0,0.0,19.0,100.0,0.0,32.0,17.0,31.506849315068493,0.0,23.0,19.0,0.0,0.0,48.0,23.4375,17.0,52.22222222222222,50.0,49.0,43.43189407483288
2020-11-19,28.0,25.0,38.0,19.0,20.0,24.0,63.0,33.0,0.0,24.0,46.0,0.0,0.0,0.0,24.0,23.4375,17.0,52.22222222222222,0.0,24.0,39.29426120746849
2020-11-20,0.0,25.0,20.0,20.0,61.0,50.0,32.0,35.0,32.87671232876713,50.0,72.0,39.0,100.0,20.0,25.0,25.0,35.0,81.11111111111111,100.0,25.0,72.3333372283092
2020-11-21,57.0,100.0,0.0,40.0,62.0,25.0,65.0,69.0,65.75342465753425,50.0,48.0,19.0,74.0,100.0,50.0,50.0,18.0,81.11111111111111,78.0,50.0,93.98901357139425
2020-11-22,88.0,77.0,0.0,100.0,62.0,51.0,34.0,36.0,100.0,77.0,100.0,100.0,51.0,41.0,77.0,0.0,18.0,83.33333333333333,51.0,26.0,100.0
2020-11-23,56.0,75.0,39.0,39.0,61.0,100.0,65.0,17.0,64.38356164383562,76.0,72.0,58.0,49.0,79.0,73.0,50.0,88.0,26.666666666666668,0.0,75.0,99.20815140550205
2020-11-24,27.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,31.506849315068493,23.0,0.0,0.0,0.0,19.0,0.0,23.4375,0.0,0.0,0.0,0.0,12.619648790025748
