date,/m/0cjf0,isPartial
2020-02-16,51,False
2020-02-17,39,False
2020-02-18,46,False
2020-02-19,33,False
2020-02-20,37,False
2020-02-21,49,False
2020-02-22,34,False
2020-02-23,46,False
2020-02-24,32,False
2020-02-25,52,False
2020-02-26,52,False
2020-02-27,36,False
2020-02-28,48,False
2020-02-29,59,False
2020-03-01,78,False
2020-03-02,81,False
2020-03-03,59,False
2020-03-04,58,False
2020-03-05,64,False
2020-03-06,76,False
2020-03-07,59,False
2020-03-08,87,False
2020-03-09,65,False
2020-03-10,100,False
