,/m/0m7pl_0,/m/0m7pl_1,/m/0m7pl_2,/m/0m7pl_3,/m/0m7pl_4,/m/0m7pl_5,/m/0m7pl_6,/m/0m7pl_7,/m/0m7pl_8,/m/0m7pl_9,/m/0m7pl_10,/m/0m7pl_11,/m/0m7pl_12,/m/0m7pl_13,/m/0m7pl_14,/m/0m7pl_15,/m/0m7pl_16,/m/0m7pl_17,/m/0m7pl_18,/m/0m7pl_19,/m/0m7pl
2020-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-06,0.0,0.0,32.0,49.0,0.0,42.0,47.0,25.0,0.0,26.0,51.54639175257732,25.0,0.0,34.0,0.0,42.0,0.0,47.0,33.0,0.0,29.354728937290883
2020-10-07,100.0,32.0,32.0,47.0,47.0,42.0,93.0,100.0,100.0,100.0,50.51546391752577,100.0,83.0,100.0,81.53846153846153,42.0,100.0,95.0,100.0,100.0,100.0
2020-10-08,0.0,0.0,0.0,0.0,0.0,46.0,52.0,28.0,54.0,27.0,0.0,0.0,45.0,0.0,89.23076923076923,0.0,37.0,51.0,0.0,37.0,30.175695588953115
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-10,0.0,39.0,39.0,57.0,58.0,100.0,0.0,0.0,58.0,60.0,0.0,30.0,100.0,0.0,98.46153846153847,100.0,80.0,0.0,0.0,0.0,53.037730590516006
2020-10-11,0.0,0.0,0.0,53.0,0.0,0.0,53.0,28.0,55.0,0.0,0.0,27.0,46.0,0.0,0.0,0.0,0.0,54.0,37.0,0.0,22.84709900308626
2020-10-12,35.0,34.0,0.0,51.0,52.0,45.0,51.0,27.0,53.0,27.0,0.0,0.0,0.0,0.0,87.6923076923077,0.0,0.0,0.0,36.0,0.0,32.27669270799918
2020-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4303009834662093
2020-10-14,34.0,0.0,33.0,100.0,49.0,0.0,98.0,27.0,0.0,52.0,51.54639175257732,76.0,43.0,0.0,86.15384615384616,43.0,35.0,48.0,0.0,69.0,54.67124635518011
2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4303009834662093
2020-10-16,37.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,54.0,37.0,0.0,17.21622757739645
2020-10-17,41.0,40.0,40.0,0.0,0.0,0.0,0.0,32.0,63.0,31.0,62.88659793814433,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,42.0,25.493388382667465
2020-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2133753662784175
2020-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,54.63917525773196,27.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,37.0,12.791733155812235
2020-10-20,0.0,34.0,66.0,0.0,51.0,44.0,100.0,27.0,0.0,26.0,52.577319587628864,53.0,87.0,0.0,0.0,0.0,36.0,0.0,35.0,71.0,44.17821982402212
2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-22,0.0,0.0,0.0,52.0,52.0,0.0,52.0,27.0,53.0,27.0,54.63917525773196,0.0,0.0,36.0,89.23076923076923,0.0,36.0,0.0,0.0,37.0,33.388475055086126
2020-10-23,0.0,0.0,35.0,53.0,0.0,47.0,0.0,28.0,0.0,28.0,56.70103092783505,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,18.426608045011253
2020-10-24,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,16.892614277069445
