,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-01-29,25.0,33.0,24.0,37.0,23.0,28.0,28.0,27.0,25.0,23.0,32.0,34.0,35.0,15.0,27.0,32.0,27.0,34.0,23.0,36.0,29.083461341525854
2020-01-30,28.0,35.0,40.0,36.0,37.0,25.0,35.0,29.0,33.0,25.0,43.0,41.0,27.0,32.0,35.0,32.0,31.0,45.0,38.0,33.0,34.818228366615465
2020-01-31,18.0,27.0,28.0,24.0,23.0,23.0,25.0,26.0,20.0,23.0,30.0,22.0,26.0,15.0,38.0,21.0,23.0,24.0,30.0,16.0,24.679979518689194
2020-02-01,45.0,37.0,42.0,48.0,36.0,38.0,38.0,38.0,38.0,37.0,43.0,47.0,46.0,27.0,29.0,41.0,34.0,35.0,43.0,48.0,40.45058883768561
2020-02-02,43.0,40.0,51.0,42.0,46.0,45.0,35.0,32.0,38.0,39.0,34.0,42.0,47.0,37.0,45.0,43.0,52.0,53.0,62.0,44.0,44.546850998463896
2020-02-03,37.0,32.0,33.0,35.0,35.0,32.0,30.0,27.0,25.0,32.0,42.0,41.0,41.0,30.0,41.0,35.0,30.0,36.0,34.0,32.0,34.818228366615465
2020-02-04,24.0,19.0,34.0,33.0,35.0,30.0,30.0,30.0,24.0,29.0,29.0,36.0,37.0,31.0,22.0,31.0,25.0,38.0,41.0,28.0,31.029185867895542
2020-02-05,23.0,25.0,19.0,25.0,22.0,21.0,17.0,13.0,19.0,20.0,23.0,19.0,17.0,17.0,31.0,22.0,22.0,17.0,26.0,20.0,21.402969790066564
2020-02-06,19.0,24.0,17.0,20.0,20.0,26.0,14.0,24.0,22.0,17.0,19.0,21.0,29.0,18.0,25.0,26.0,24.0,29.0,23.0,23.0,22.529441884280594
2020-02-07,25.0,33.0,26.0,34.0,30.0,29.0,20.0,28.0,31.0,35.0,43.0,29.0,41.0,25.0,19.0,32.0,33.0,27.0,39.0,33.0,31.336405529953915
2020-02-08,24.0,29.0,28.0,36.0,25.0,24.0,23.0,25.0,22.0,16.0,31.0,27.0,21.0,20.0,20.0,22.0,26.0,33.0,21.0,22.0,25.345622119815665
2020-02-09,35.0,35.0,20.0,21.0,31.0,36.0,27.0,23.0,16.0,42.0,27.0,36.0,24.0,33.0,22.0,18.0,30.0,43.0,25.0,31.0,29.441884280593957
2020-02-10,26.0,27.0,38.0,44.0,32.0,32.0,29.0,32.0,24.0,23.0,36.0,30.0,26.0,28.0,30.0,31.0,30.0,28.0,33.0,36.0,31.4900153609831
2020-02-11,22.0,33.0,25.0,34.0,24.0,24.0,30.0,28.0,28.0,34.0,39.0,28.0,37.0,30.0,23.0,34.0,30.0,33.0,28.0,31.0,30.465949820788527
2020-02-12,30.0,28.0,23.0,23.0,33.0,18.0,22.0,22.0,23.0,22.0,30.0,28.0,17.0,20.0,20.0,27.0,33.0,26.0,25.0,29.0,25.55043522785458
2020-02-13,20.0,14.0,13.0,16.0,25.0,16.0,23.0,15.0,22.0,23.0,20.0,25.0,19.0,17.0,16.0,20.0,16.0,17.0,23.0,18.0,19.354838709677416
2020-02-14,17.0,16.0,16.0,23.0,21.0,20.0,23.0,16.0,16.0,18.0,18.0,19.0,19.0,20.0,14.0,14.0,20.0,21.0,15.0,18.0,18.63799283154122
2020-02-15,19.0,29.0,25.0,28.0,22.0,35.0,21.0,14.0,27.0,30.0,25.0,26.0,38.0,24.0,25.0,25.0,27.0,29.0,16.0,32.0,26.472094214029696
2020-02-16,22.0,32.0,31.0,29.0,19.0,23.0,29.0,28.0,19.0,27.0,26.0,34.0,26.0,32.0,25.0,36.0,26.0,30.0,28.0,21.0,27.80337941628264
2020-02-17,18.0,22.0,32.0,29.0,26.0,25.0,19.0,24.0,21.0,20.0,26.0,23.0,26.0,21.0,25.0,27.0,22.0,32.0,17.0,22.0,24.42396313364055
2020-02-18,17.0,20.0,15.0,18.0,16.0,15.0,17.0,12.0,15.0,11.0,21.0,16.0,21.0,12.0,16.0,12.0,13.0,27.0,16.0,17.0,16.74347158218126
2020-02-19,14.0,24.0,15.0,23.0,10.0,24.0,17.0,19.0,15.0,17.0,21.0,16.0,19.0,13.0,9.0,9.0,17.0,18.0,21.0,13.0,17.10189452124936
2020-02-20,18.0,22.0,25.0,11.0,8.0,14.0,12.0,20.0,19.0,10.0,18.0,17.0,14.0,12.0,16.0,17.0,18.0,25.0,21.0,22.0,17.357910906298002
2020-02-21,15.0,15.0,15.0,16.0,18.0,17.0,16.0,16.0,19.0,19.0,23.0,15.0,16.0,22.0,16.0,13.0,20.0,10.0,20.0,14.0,17.153097798259086
2020-02-22,17.0,14.0,14.0,21.0,14.0,21.0,23.0,25.0,18.0,13.0,24.0,23.0,21.0,22.0,16.0,31.0,20.0,20.0,25.0,20.0,20.583717357910906
2020-02-23,23.0,29.0,19.0,20.0,33.0,28.0,23.0,14.0,16.0,20.0,16.0,27.0,22.0,28.0,15.0,27.0,25.0,16.0,31.0,29.0,23.604710701484894
2020-02-24,23.0,15.0,20.0,25.0,12.0,20.0,24.0,20.0,22.0,20.0,29.0,19.0,17.0,22.0,28.0,31.0,23.0,26.0,29.0,27.0,23.143881208397335
2020-02-25,19.0,21.0,20.0,20.0,19.0,21.0,19.0,18.0,19.0,20.0,24.0,20.0,21.0,18.0,21.0,24.0,20.0,26.0,17.0,12.0,20.43010752688172
2020-02-26,19.0,18.0,20.0,16.0,19.0,25.0,19.0,14.0,20.0,19.0,23.0,16.0,27.0,30.0,18.0,23.0,22.0,21.0,20.0,24.0,21.14695340501792
2020-02-27,29.0,29.0,27.0,24.0,30.0,24.0,26.0,25.0,22.0,24.0,28.0,34.0,21.0,32.0,32.0,29.0,21.0,40.0,26.0,28.0,28.21300563236047
2020-02-28,17.0,20.0,17.0,28.0,25.0,31.0,29.0,29.0,28.0,25.0,22.0,23.0,30.0,28.0,18.0,31.0,26.0,25.0,24.0,25.0,25.652841781874038
2020-02-29,36.0,41.0,35.0,37.0,42.0,42.0,38.0,40.0,36.0,30.0,32.0,39.0,33.0,41.0,31.0,32.0,50.0,39.0,39.0,45.0,38.81208397337429
2020-03-01,30.0,32.0,36.0,21.0,35.0,29.0,33.0,23.0,13.0,27.0,34.0,21.0,20.0,36.0,33.0,32.0,28.0,30.0,38.0,33.0,29.902713773681516
2020-03-02,29.0,39.0,41.0,29.0,40.0,31.0,28.0,47.0,29.0,18.0,31.0,39.0,34.0,34.0,31.0,32.0,34.0,38.0,40.0,29.0,34.45980542754736
2020-03-03,33.0,31.0,36.0,33.0,43.0,42.0,32.0,20.0,27.0,34.0,31.0,42.0,40.0,32.0,26.0,25.0,36.0,33.0,37.0,22.0,33.53814644137225
2020-03-04,34.0,26.0,37.0,40.0,49.0,35.0,37.0,33.0,30.0,30.0,46.0,39.0,39.0,41.0,36.0,39.0,34.0,43.0,32.0,43.0,38.04403481822836
2020-03-05,28.0,25.0,28.0,35.0,28.0,24.0,31.0,25.0,26.0,35.0,34.0,38.0,20.0,32.0,25.0,42.0,28.0,33.0,31.0,30.0,30.619559651817713
2020-03-06,24.0,26.0,22.0,31.0,39.0,30.0,29.0,37.0,23.0,28.0,32.0,32.0,30.0,24.0,28.0,35.0,26.0,27.0,35.0,35.0,30.36354326676907
2020-03-07,36.0,37.0,39.0,39.0,41.0,40.0,34.0,30.0,26.0,36.0,42.0,44.0,44.0,50.0,32.0,52.0,56.0,27.0,44.0,34.0,40.09216589861751
2020-03-08,46.0,31.0,52.0,50.0,41.0,50.0,39.0,49.0,41.0,36.0,42.0,46.0,45.0,37.0,44.0,52.0,48.0,52.0,43.0,43.0,45.41730670762929
2020-03-09,39.0,42.0,44.0,47.0,38.0,42.0,43.0,34.0,33.0,36.0,43.0,36.0,34.0,40.0,34.0,39.0,44.0,41.0,43.0,38.0,40.45058883768561
2020-03-10,49.0,52.0,49.0,44.0,58.0,47.0,55.0,56.0,51.0,42.0,45.0,56.0,53.0,56.0,46.0,53.0,57.0,60.0,54.0,59.0,53.35381464413722
2020-03-11,51.0,56.0,50.0,42.0,58.0,46.0,47.0,53.0,56.0,43.0,50.0,60.0,59.0,57.0,40.0,48.0,71.0,56.0,46.0,59.0,53.661034306195596
2020-03-12,50.0,56.0,45.0,63.0,43.0,61.0,42.0,52.0,57.0,52.0,64.0,55.0,64.0,55.0,59.0,51.0,62.0,74.0,67.0,60.0,57.962109575012796
2020-03-13,66.0,74.0,78.0,66.0,92.0,76.0,72.0,76.0,70.0,56.0,65.0,76.0,85.0,77.0,79.0,92.0,78.0,75.0,80.0,55.0,76.19047619047619
2020-03-14,92.0,78.0,73.0,82.0,100.0,100.0,74.0,81.0,60.0,87.0,80.0,83.0,84.0,98.0,96.0,89.0,85.0,81.0,100.0,100.0,88.22324628776241
2020-03-15,100.0,96.0,100.0,100.0,91.0,84.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,86.0,100.0,100.0,100.0,100.0,97.0,99.0,100.0
2020-03-16,90.0,92.0,95.0,100.0,83.0,71.0,63.0,72.0,77.0,77.0,90.0,78.0,86.0,89.0,89.0,87.0,93.0,95.0,90.0,75.0,86.63594470046083
2020-03-17,79.0,100.0,84.0,93.0,76.0,89.0,82.0,83.0,76.0,70.0,78.0,75.0,86.0,79.0,90.0,86.0,100.0,92.0,91.0,92.0,87.09677419354838
2020-03-18,80.0,80.0,67.0,84.0,86.0,74.0,85.0,79.0,68.0,69.0,72.0,81.0,81.0,100.0,71.0,77.0,70.0,83.0,80.0,69.0,79.67229902713773
2020-03-19,94.0,95.0,82.0,81.0,76.0,82.0,75.0,67.0,84.0,69.0,81.0,99.0,93.0,86.0,82.0,82.0,77.0,99.0,81.0,80.0,85.25345622119815
2020-03-20,83.0,91.0,89.0,95.0,85.0,79.0,69.0,71.0,82.0,82.0,83.0,77.0,83.0,90.0,70.0,98.0,83.0,69.0,91.0,97.0,85.3558627752176
2020-03-21,74.0,70.0,85.0,73.0,82.0,66.0,86.0,78.0,89.0,76.0,78.0,84.0,88.0,74.0,68.0,88.0,71.0,91.0,95.0,84.0,81.92524321556579
2020-03-22,87.0,84.0,67.0,78.0,93.0,78.0,79.0,81.0,83.0,77.0,81.0,72.0,90.0,82.0,88.0,77.0,95.0,85.0,82.0,75.0,83.66615463389657
2020-03-23,49.0,48.0,61.0,66.0,64.0,74.0,45.0,72.0,61.0,55.0,67.0,61.0,80.0,74.0,72.0,43.0,66.0,71.0,73.0,61.0,64.66973886328725
2020-03-24,71.0,56.0,58.0,68.0,43.0,59.0,67.0,55.0,67.0,58.0,68.0,68.0,59.0,54.0,57.0,57.0,61.0,71.0,72.0,67.0,63.287250384024574
2020-03-25,58.0,48.0,58.0,47.0,53.0,54.0,42.0,44.0,41.0,41.0,55.0,51.0,51.0,55.0,47.0,60.0,55.0,64.0,52.0,42.0,52.12493599590373
2020-03-26,58.0,61.0,61.0,64.0,59.0,74.0,47.0,57.0,54.0,56.0,72.0,62.0,59.0,57.0,52.0,60.0,72.0,61.0,64.0,62.0,62.058371735791084
2020-03-27,50.0,62.0,65.0,73.0,70.0,64.0,54.0,56.0,67.0,43.0,69.0,62.0,49.0,70.0,58.0,67.0,62.0,59.0,58.0,58.0,62.263184843830004
2020-03-28,66.0,65.0,65.0,78.0,63.0,81.0,79.0,50.0,61.0,57.0,74.0,87.0,68.0,65.0,54.0,75.0,75.0,76.0,77.0,70.0,70.96774193548387
2020-03-29,57.0,64.0,53.0,66.0,70.0,62.0,55.0,63.0,65.0,64.0,59.0,71.0,71.0,64.0,56.0,70.0,55.0,64.0,68.0,54.0,64.0552995391705
2020-03-30,50.0,51.0,43.0,47.0,52.0,50.0,56.0,43.0,41.0,39.0,43.0,56.0,65.0,62.0,43.0,61.0,50.0,63.0,63.0,36.0,51.92012288786482
2020-03-31,43.0,41.0,38.0,48.0,46.0,46.0,36.0,35.0,41.0,40.0,42.0,38.0,35.0,37.0,40.0,36.0,40.0,45.0,40.0,42.0,41.42345110087046
2020-04-01,43.0,41.0,48.0,29.0,39.0,42.0,28.0,28.0,33.0,31.0,48.0,40.0,50.0,43.0,34.0,45.0,37.0,47.0,47.0,38.0,40.501792114695334
2020-04-02,26.0,26.0,27.0,27.0,27.0,25.0,38.0,29.0,23.0,25.0,24.0,26.0,21.0,28.0,27.0,35.0,35.0,29.0,30.0,33.0,28.725038402457756
2020-04-03,29.0,27.0,28.0,34.0,29.0,35.0,30.0,32.0,38.0,26.0,38.0,36.0,20.0,31.0,24.0,24.0,35.0,34.0,33.0,30.0,31.387608806963645
2020-04-04,36.0,43.0,27.0,25.0,32.0,18.0,32.0,31.0,33.0,29.0,33.0,27.0,30.0,35.0,35.0,40.0,33.0,37.0,41.0,39.0,33.58934971838197
2020-04-05,35.0,37.0,29.0,23.0,43.0,39.0,25.0,24.0,28.0,27.0,24.0,40.0,26.0,50.0,17.0,29.0,39.0,38.0,24.0,31.0,32.15565796210957
2020-04-06,35.0,34.0,30.0,27.0,32.0,28.0,25.0,20.0,23.0,26.0,25.0,27.0,28.0,29.0,34.0,35.0,23.0,29.0,34.0,29.0,29.3394777265745
2020-04-07,21.0,21.0,27.0,28.0,32.0,26.0,26.0,22.0,28.0,27.0,23.0,27.0,22.0,31.0,24.0,20.0,32.0,32.0,34.0,22.0,26.881720430107524
2020-04-08,32.0,29.0,28.0,25.0,30.0,23.0,22.0,24.0,23.0,20.0,26.0,29.0,27.0,26.0,30.0,26.0,28.0,32.0,23.0,28.0,27.188940092165897
2020-04-09,11.0,15.0,19.0,23.0,22.0,18.0,19.0,22.0,21.0,26.0,21.0,23.0,24.0,22.0,18.0,23.0,19.0,16.0,24.0,25.0,21.04454685099846
2020-04-10,21.0,19.0,27.0,19.0,25.0,23.0,23.0,19.0,16.0,15.0,29.0,25.0,22.0,16.0,22.0,19.0,23.0,19.0,20.0,25.0,21.86379928315412
2020-04-11,31.0,27.0,29.0,29.0,27.0,25.0,25.0,22.0,21.0,30.0,30.0,35.0,27.0,29.0,31.0,30.0,44.0,18.0,29.0,32.0,29.23707117255504
2020-04-12,31.0,27.0,43.0,29.0,20.0,36.0,19.0,17.0,30.0,22.0,29.0,23.0,23.0,24.0,31.0,27.0,32.0,36.0,39.0,41.0,29.64669738863287
2020-04-13,27.0,31.0,16.0,26.0,18.0,23.0,26.0,24.0,25.0,25.0,26.0,40.0,25.0,28.0,23.0,21.0,27.0,32.0,32.0,26.0,26.67690732206861
2020-04-14,15.0,23.0,22.0,26.0,16.0,18.0,19.0,16.0,19.0,19.0,16.0,20.0,16.0,23.0,23.0,23.0,24.0,17.0,22.0,21.0,20.378904249871987
2020-04-15,19.0,21.0,26.0,21.0,22.0,10.0,20.0,22.0,27.0,21.0,26.0,20.0,23.0,16.0,23.0,22.0,21.0,30.0,21.0,26.0,22.375832053251408
2020-04-16,24.0,17.0,22.0,19.0,30.0,23.0,18.0,24.0,21.0,17.0,21.0,36.0,18.0,25.0,20.0,22.0,30.0,29.0,30.0,32.0,24.47516641065028
2020-04-17,15.0,17.0,21.0,16.0,18.0,21.0,19.0,16.0,23.0,12.0,20.0,24.0,26.0,18.0,15.0,25.0,21.0,17.0,18.0,16.0,19.354838709677416
2020-04-18,20.0,27.0,27.0,24.0,22.0,26.0,31.0,25.0,24.0,19.0,24.0,21.0,27.0,33.0,27.0,28.0,19.0,31.0,31.0,37.0,26.779313876088068
2020-04-19,13.0,19.0,21.0,25.0,29.0,29.0,19.0,30.0,31.0,17.0,35.0,13.0,34.0,19.0,20.0,25.0,33.0,23.0,30.0,26.0,25.140809011776753
