,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21_10,/m/01b_21_11,/m/01b_21_12,/m/01b_21_13,/m/01b_21_14,/m/01b_21_15,/m/01b_21_16,/m/01b_21_17,/m/01b_21_18,/m/01b_21_19,/m/01b_21
2020-10-05,36.0,18.0,18.0,72.0,49.0,0.0,62.0,13.0,59.0,16.0,18.0,62.65060240963855,13.0,35.0,39.0,0.0,35.0,27.0,17.77777777777778,55.0,40.291008491125204
2020-10-06,39.0,19.0,72.0,55.0,50.0,39.0,53.0,26.0,48.0,33.0,55.0,49.397590361445786,13.0,36.0,20.0,39.0,36.25,41.0,36.666666666666664,28.0,49.210690757620284
2020-10-07,19.0,19.0,36.0,36.0,16.0,39.0,63.0,0.0,12.0,0.0,0.0,15.662650602409638,13.0,0.0,20.0,0.0,52.5,0.0,17.77777777777778,14.0,23.280888209760437
2020-10-08,100.0,77.0,92.0,57.0,69.0,61.0,100.0,68.0,100.0,83.0,92.0,68.67469879518072,40.0,93.0,41.0,41.0,18.75,42.0,56.666666666666664,72.0,85.65310505926323
2020-10-09,42.0,41.0,61.0,41.0,56.0,65.0,48.0,58.0,27.0,18.0,40.0,0.0,29.0,80.0,43.0,22.0,20.0,31.0,20.0,46.0,49.191073193570205
2020-10-10,0.0,44.0,22.0,0.0,20.0,47.0,26.0,0.0,0.0,0.0,22.0,19.27710843373494,16.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,14.562374765670393
2020-10-11,0.0,20.0,20.0,0.0,18.0,22.0,24.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,87.0,11.0,38.75,0.0,40.0,0.0,19.273786609790356
2020-10-12,0.0,40.0,57.0,79.0,18.0,21.0,45.0,14.0,13.0,17.0,39.0,34.93975903614458,14.0,38.0,83.0,10.0,37.5,29.0,18.88888888888889,15.0,38.91142784737242
2020-10-13,40.0,59.0,19.0,20.0,35.0,42.0,34.0,0.0,26.0,17.0,39.0,34.93975903614458,42.0,58.0,21.0,10.0,76.25,15.0,40.0,15.0,40.15126207373321
2020-10-14,20.0,19.0,58.0,0.0,18.0,41.0,23.0,27.0,0.0,17.0,19.0,0.0,14.0,19.0,0.0,21.0,18.75,29.0,0.0,15.0,22.39504759923009
2020-10-15,0.0,21.0,20.0,41.0,37.0,22.0,47.0,0.0,0.0,0.0,0.0,18.072289156626507,0.0,0.0,0.0,22.0,18.75,15.0,20.0,0.0,17.59281834198366
2020-10-16,44.0,21.0,21.0,21.0,19.0,23.0,50.0,15.0,14.0,19.0,42.0,18.072289156626507,30.0,21.0,69.0,0.0,80.0,47.0,83.33333333333333,65.0,43.847825364820885
2020-10-17,46.0,44.0,22.0,22.0,39.0,71.0,26.0,16.0,29.0,0.0,22.0,59.036144578313255,31.0,65.0,0.0,48.0,42.5,50.0,43.333333333333336,51.0,45.37498691640098
2020-10-18,0.0,44.0,21.0,0.0,20.0,23.0,38.0,0.0,0.0,0.0,43.0,19.27710843373494,0.0,21.0,23.0,0.0,41.25,0.0,21.11111111111111,0.0,19.641360009042046
2020-10-19,20.0,19.0,77.0,58.0,35.0,42.0,68.0,28.0,38.0,34.0,75.0,34.93975903614458,69.0,38.0,21.0,41.0,18.75,43.0,18.88888888888889,0.0,48.602943219582805
2020-10-20,78.0,76.0,92.0,75.0,86.0,100.0,76.0,81.0,86.0,100.0,74.0,100.0,54.0,55.0,41.0,100.0,71.25,100.0,56.666666666666664,100.0,100.0
2020-10-21,39.0,19.0,19.0,0.0,0.0,20.0,65.0,13.0,12.0,34.0,18.0,16.867469879518072,27.0,19.0,61.0,20.0,35.0,28.0,74.44444444444444,14.0,33.354538687444986
2020-10-22,61.0,39.0,56.0,58.0,53.0,42.0,56.0,42.0,63.0,51.0,38.0,34.93975903614458,42.0,76.0,84.0,41.0,93.75,29.0,77.77777777777777,74.0,69.38360527371934
2020-10-23,21.0,81.0,39.0,60.0,54.0,64.0,70.0,29.0,13.0,0.0,59.0,18.072289156626507,14.0,0.0,64.0,21.0,57.5,30.0,40.0,46.0,48.727396711645
2020-10-24,63.0,0.0,100.0,40.0,55.0,87.0,94.0,100.0,27.0,53.0,40.0,36.144578313253014,43.0,79.0,22.0,43.0,20.0,30.0,20.0,77.0,64.24457649565123
2020-10-25,20.0,20.0,19.0,20.0,35.0,21.0,22.0,14.0,25.0,17.0,0.0,68.67469879518072,28.0,38.0,42.0,10.0,75.0,15.0,37.77777777777778,15.0,33.86271507504293
2020-10-26,57.0,75.0,18.0,55.0,100.0,39.0,86.0,26.0,0.0,16.0,18.0,15.662650602409638,53.0,36.0,60.0,39.0,0.0,27.0,55.55555555555556,14.0,49.32954520051805
2020-10-27,0.0,54.0,0.0,18.0,33.0,39.0,21.0,26.0,0.0,0.0,0.0,15.662650602409638,0.0,0.0,58.0,19.0,35.0,14.0,17.77777777777778,14.0,22.750273841555686
2020-10-28,58.0,38.0,37.0,37.0,17.0,20.0,33.0,0.0,12.0,50.0,37.0,49.397590361445786,13.0,55.0,100.0,20.0,36.25,0.0,18.88888888888889,29.0,41.234134895718746
2020-10-29,0.0,19.0,18.0,18.0,33.0,20.0,64.0,13.0,24.0,32.0,18.0,0.0,13.0,18.0,40.0,10.0,53.75,0.0,36.666666666666664,14.0,27.742808094470167
2020-10-30,68.0,49.0,32.0,33.0,59.0,52.0,56.0,35.0,0.0,43.0,16.0,57.83132530120482,0.0,82.0,35.0,17.0,16.25,37.0,81.11111111111111,37.0,50.326740035102695
2020-10-31,53.0,52.0,0.0,34.0,30.0,18.0,69.0,36.0,33.0,90.0,33.0,30.120481927710845,24.0,16.0,73.0,18.0,81.25,51.0,100.0,13.0,53.33426511539578
2020-11-01,53.0,17.0,34.0,34.0,15.0,0.0,30.0,0.0,22.0,0.0,34.0,30.120481927710845,0.0,17.0,37.0,18.0,32.5,25.0,16.666666666666668,0.0,25.924391526465854
2020-11-02,70.0,17.0,50.0,17.0,30.0,73.0,39.0,24.0,66.0,44.0,33.0,14.457831325301205,36.0,49.0,55.0,27.0,48.75,38.0,33.333333333333336,52.0,50.97276167041365
2020-11-03,0.0,18.0,17.0,34.0,31.0,18.0,41.0,0.0,23.0,45.0,68.0,45.78313253012048,0.0,34.0,37.0,9.0,16.25,26.0,52.22222222222222,27.0,33.85040970206582
2020-11-04,16.0,16.0,46.0,31.0,56.0,0.0,36.0,33.0,10.0,0.0,45.0,0.0,22.0,15.0,0.0,8.0,30.0,23.0,15.555555555555555,12.0,25.878721670221438
2020-11-05,17.0,0.0,32.0,0.0,0.0,35.0,38.0,12.0,42.0,14.0,0.0,0.0,23.0,48.0,18.0,9.0,16.25,0.0,0.0,25.0,20.553503615460645
2020-11-06,35.0,68.0,33.0,33.0,15.0,54.0,39.0,48.0,11.0,0.0,50.0,44.57831325301205,36.0,33.0,0.0,18.0,0.0,12.0,0.0,38.0,35.43120095217264
2020-11-07,34.0,82.0,32.0,48.0,15.0,52.0,57.0,58.0,64.0,44.0,32.0,43.373493975903614,23.0,16.0,17.0,17.0,15.0,12.0,32.22222222222222,12.0,44.046967665699995
2020-11-08,0.0,17.0,49.0,17.0,45.0,18.0,0.0,24.0,22.0,44.0,16.0,14.457831325301205,12.0,50.0,18.0,9.0,0.0,13.0,16.666666666666668,0.0,24.04148143319781
2020-11-09,0.0,0.0,0.0,0.0,31.0,0.0,39.0,12.0,22.0,0.0,17.0,0.0,12.0,0.0,18.0,9.0,48.75,0.0,33.333333333333336,13.0,15.923633147791708
2020-11-10,53.0,34.0,0.0,17.0,46.0,73.0,0.0,0.0,11.0,15.0,0.0,14.457831325301205,12.0,17.0,0.0,9.0,0.0,13.0,16.666666666666668,0.0,20.670519564602895
2020-11-11,50.0,81.0,16.0,48.0,58.0,17.0,65.0,0.0,11.0,70.0,63.0,28.91566265060241,23.0,47.0,17.0,0.0,46.25,48.0,32.22222222222222,24.0,46.53100254109086
2020-11-12,36.0,69.0,34.0,68.0,62.0,55.0,50.0,12.0,56.0,45.0,51.0,45.78313253012048,100.0,84.0,37.0,18.0,0.0,0.0,16.666666666666668,53.0,55.71137486532511
2020-11-13,35.0,34.0,0.0,33.0,15.0,18.0,59.0,12.0,22.0,29.0,50.0,14.457831325301205,24.0,16.0,54.0,18.0,47.5,13.0,16.666666666666668,13.0,32.68737437394587
2020-11-14,18.0,17.0,67.0,50.0,15.0,72.0,49.0,24.0,22.0,15.0,83.0,14.457831325301205,24.0,100.0,18.0,36.0,16.25,25.0,50.0,51.0,47.86190488427204
2020-11-15,34.0,33.0,33.0,17.0,15.0,36.0,38.0,12.0,22.0,15.0,33.0,30.120481927710845,24.0,0.0,36.0,18.0,16.25,38.0,50.0,13.0,32.047265167416796
2020-11-16,54.0,51.0,33.0,17.0,0.0,0.0,30.0,12.0,11.0,15.0,34.0,15.662650602409638,12.0,17.0,37.0,9.0,48.75,26.0,16.666666666666668,39.0,29.844206456998993
2020-11-17,0.0,18.0,34.0,34.0,16.0,37.0,41.0,38.0,34.0,45.0,34.0,15.662650602409638,25.0,51.0,0.0,9.0,0.0,13.0,16.666666666666668,0.0,28.798584025536684
2020-11-18,35.0,69.0,50.0,84.0,46.0,55.0,39.0,36.0,33.0,15.0,50.0,45.78313253012048,12.0,17.0,37.0,9.0,0.0,25.0,34.44444444444444,13.0,44.02398649375633
2020-11-19,36.0,0.0,17.0,0.0,15.0,0.0,20.0,24.0,0.0,30.0,0.0,15.662650602409638,12.0,0.0,19.0,18.0,0.0,13.0,0.0,0.0,13.712489243244631
