date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-10-05,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,28.0,26.0,0.0,72.0,0.0,22.264871053922906
2020-10-06,31.0,26.0,28.0,0.0,36.0,0.0,0.0,0.0,31.0,0.0,54.0,0.0,0.0,27.0,0.0,29.0,26.0,38.55421686746988,37.0,0.0,32.90442178725261
2020-10-07,63.0,27.0,56.0,0.0,0.0,0.0,29.0,28.0,32.0,27.0,27.0,29.0,21.0,27.0,22.0,29.0,53.0,75.90361445783131,0.0,0.0,49.40842920233357
2020-10-08,67.0,27.0,29.0,24.0,0.0,28.0,0.0,0.0,34.0,56.0,28.0,31.0,68.0,0.0,0.0,30.0,55.0,78.31325301204821,38.0,0.0,53.6993620849463
2020-10-09,34.0,30.0,64.0,0.0,0.0,29.0,0.0,0.0,35.0,0.0,0.0,33.0,0.0,31.0,25.0,32.0,0.0,40.96385542168674,0.0,0.0,32.03642113298076
2020-10-10,0.0,62.0,63.0,50.0,79.0,0.0,32.0,0.0,72.0,0.0,91.0,69.0,24.0,31.0,25.0,0.0,43.0,0.0,41.0,32.0,64.62243061992258
2020-10-11,0.0,28.0,0.0,0.0,72.0,0.0,0.0,0.0,34.0,28.0,27.0,31.0,22.0,0.0,24.0,29.0,27.0,39.75903614457832,38.0,29.0,38.805953873834575
2020-10-12,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,30.0,55.0,0.0,0.0,0.0,16.381876669756288
2020-10-13,33.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,28.0,23.0,30.0,0.0,0.0,0.0,0.0,15.567308216563985
2020-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,36.0,0.0,8.05517692601276
2020-10-15,67.0,57.0,31.0,47.0,38.0,28.0,30.0,0.0,33.0,0.0,0.0,32.0,23.0,0.0,0.0,61.0,42.0,81.92771084337348,39.0,61.0,60.72406084728205
2020-10-16,100.0,58.0,62.0,48.0,39.0,0.0,60.0,0.0,34.0,29.0,29.0,100.0,23.0,29.0,24.0,93.0,57.0,80.72289156626506,80.0,61.0,91.11607873071263
2020-10-17,0.0,61.0,100.0,50.0,0.0,61.0,0.0,0.0,37.0,0.0,0.0,69.0,49.0,61.0,51.0,100.0,59.0,85.5421686746988,0.0,65.0,76.79952020064339
2020-10-18,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,31.0,0.0,34.0,25.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,14.662232157461426
2020-10-19,33.0,56.0,60.0,46.0,38.0,0.0,59.0,29.0,33.0,28.0,28.0,62.0,22.0,28.0,47.0,46.0,57.0,79.51807228915663,39.0,58.0,76.79733929447686
2020-10-20,33.0,0.0,30.0,0.0,37.0,27.0,0.0,58.0,32.0,0.0,0.0,31.0,0.0,54.0,0.0,30.0,27.0,0.0,0.0,59.0,37.83217927048689
2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,28.0,0.0,31.0,0.0,0.0,23.0,87.0,27.0,0.0,37.0,29.0,26.33771331988441
2020-10-22,0.0,28.0,29.0,24.0,37.0,27.0,0.0,0.0,98.0,56.0,55.0,0.0,22.0,28.0,45.0,30.0,55.0,0.0,0.0,29.0,50.95578212747397
2020-10-23,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,28.0,23.0,30.0,55.0,0.0,0.0,0.0,19.821165694346004
2020-10-24,68.0,29.0,0.0,25.0,39.0,29.0,0.0,63.0,0.0,59.0,0.0,0.0,24.0,29.0,25.0,0.0,89.0,40.96385542168674,40.0,94.0,59.18870290605747
2020-10-25,0.0,0.0,0.0,24.0,74.0,0.0,0.0,29.0,0.0,28.0,0.0,0.0,0.0,0.0,46.0,60.0,27.0,39.75903614457832,38.0,29.0,35.72869527288589
