date,/m/0cjf0,isPartial
2020-03-01,35,False
2020-03-02,31,False
2020-03-03,26,False
2020-03-04,27,False
2020-03-05,28,False
2020-03-06,38,False
2020-03-07,27,False
2020-03-08,32,False
2020-03-09,35,False
2020-03-10,38,False
2020-03-11,46,False
2020-03-12,63,False
2020-03-13,72,False
2020-03-14,89,False
2020-03-15,97,False
2020-03-16,93,False
2020-03-17,100,False
2020-03-18,91,False
2020-03-19,86,False
2020-03-20,76,False
2020-03-21,65,False
2020-03-22,71,False
2020-03-23,51,False
2020-03-24,50,False
2020-03-25,47,False
2020-03-26,46,False
2020-03-27,43,False
2020-03-28,48,False
2020-03-29,43,False
2020-03-30,47,False
2020-03-31,41,False
2020-04-01,31,False
2020-04-02,37,False
2020-04-03,31,False
2020-04-04,30,False
2020-04-05,31,False
2020-04-06,24,False
2020-04-07,24,False
2020-04-08,34,False
2020-04-09,29,False
2020-04-10,28,False
2020-04-11,25,False
2020-04-12,21,False
2020-04-13,21,False
2020-04-14,17,False
2020-04-15,24,False
2020-04-16,19,False
2020-04-17,20,False
2020-04-18,28,False
2020-04-19,19,False
2020-04-20,21,False
2020-04-21,18,False
2020-04-22,17,False
2020-04-23,17,False
