date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-12-29,20.0,25.0,20.0,0.0,0.0,19.0,17.0,0.0,20.0,0.0,0.0,20.0,0.0,24.0,21.0,0.0,17.0,14.0,0.0,0.0,14.96419977698222
2020-12-30,21.0,51.0,43.0,21.0,18.0,20.0,18.0,18.0,65.0,15.0,49.0,0.0,19.0,50.0,0.0,20.0,17.0,30.0,0.0,40.0,35.514114678091445
2020-12-31,22.0,27.0,0.0,0.0,18.0,21.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,28.72340425531915,21.0,12.324666940548155
2021-01-01,24.0,28.0,0.0,0.0,19.0,0.0,0.0,20.0,23.0,0.0,0.0,0.0,0.0,27.0,23.0,22.0,0.0,0.0,0.0,0.0,12.826456951699047
2021-01-02,87.0,0.0,65.0,43.0,54.0,40.0,54.0,18.0,43.0,30.0,50.0,64.0,20.0,50.0,42.0,20.0,18.0,31.0,81.91489361702128,40.0,58.678619637302674
2021-01-03,21.0,0.0,0.0,21.0,17.0,20.0,17.0,0.0,21.0,14.0,0.0,21.0,0.0,24.0,21.0,0.0,17.0,15.0,0.0,19.0,17.101942602265392
2021-01-04,39.0,0.0,59.0,19.0,16.0,37.0,16.0,0.0,19.0,27.0,15.0,0.0,36.0,23.0,19.0,36.0,16.0,13.0,50.0,18.0,31.583426257409478
2021-01-05,39.0,48.0,0.0,0.0,0.0,37.0,16.0,0.0,59.0,27.0,0.0,0.0,19.0,0.0,81.0,18.0,0.0,56.0,25.53191489361702,18.0,30.585715124127002
2021-01-06,0.0,0.0,0.0,39.0,16.0,0.0,0.0,0.0,0.0,0.0,31.0,20.0,36.0,23.0,20.0,18.0,0.0,0.0,24.46808510638298,0.0,15.686073126357183
2021-01-07,20.0,24.0,0.0,20.0,50.0,19.0,49.0,50.0,0.0,0.0,32.0,20.0,18.0,23.0,0.0,37.0,16.0,0.0,25.53191489361702,37.0,30.378836786196374
2021-01-08,62.0,100.0,62.0,62.0,68.0,78.0,17.0,52.0,83.0,100.0,66.0,62.0,76.0,0.0,0.0,39.0,69.0,29.0,53.191489361702125,59.0,78.42009507600213
2021-01-09,22.0,0.0,0.0,21.0,0.0,20.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.585715124127003
2021-01-10,44.0,52.0,44.0,21.0,35.0,100.0,36.0,0.0,0.0,15.0,67.0,85.0,40.0,51.0,21.0,40.0,52.0,46.0,82.97872340425532,59.0,61.44139914314222
2021-01-11,20.0,49.0,0.0,20.0,84.0,19.0,17.0,51.0,20.0,41.0,31.0,20.0,0.0,48.0,20.0,38.0,33.0,14.0,0.0,0.0,36.20370913786021
2021-01-12,40.0,97.0,60.0,20.0,66.0,57.0,33.0,50.0,100.0,14.0,48.0,20.0,0.0,23.0,100.0,56.0,16.0,42.0,51.06382978723404,93.0,67.99841539996478
