,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-11-26,43.0,35.0,48.0,40.42553191489362,32.0,25.0,51.0,37.0,50.0,27.0,35.0,49.0,69.0,50.0,49.0,46.0,84.0,41.0,17.0,56.0,63.75166786804287
2020-11-27,56.0,43.0,70.0,63.829787234042556,16.0,70.0,41.0,65.0,49.0,53.0,69.0,38.0,63.0,65.0,59.0,50.0,40.0,47.0,33.0,72.0,76.6115056055703
2020-11-28,42.0,55.0,47.0,51.06382978723404,51.0,27.0,38.0,25.0,39.0,52.0,56.0,82.0,37.0,70.0,43.0,20.0,67.0,67.0,23.0,67.0,69.13178841464348
2020-11-29,24.0,21.0,88.0,44.680851063829785,81.0,98.0,28.0,83.0,55.0,100.0,58.0,41.0,32.0,49.0,43.0,25.0,43.0,28.0,55.0,39.0,74.65454043525605
2020-11-30,30.0,27.0,42.0,40.42553191489362,46.0,56.0,30.0,36.0,13.0,31.0,78.0,42.0,14.0,44.0,29.0,23.0,38.0,30.0,17.0,45.0,51.28138275846202
2020-12-01,47.0,15.0,94.0,28.72340425531915,52.0,38.0,35.0,50.0,40.0,94.0,34.0,11.0,43.0,69.0,43.0,23.0,33.0,46.0,29.0,20.0,60.88983635722282
2020-12-02,30.0,34.0,47.0,68.08510638297872,87.0,86.0,39.0,100.0,83.0,88.0,84.0,69.0,28.0,53.0,29.0,49.0,71.0,45.0,73.0,44.0,87.00980016256919
2020-12-03,17.0,23.0,42.0,34.04255319148936,25.0,49.0,24.0,36.0,30.0,41.0,45.0,5.0,37.0,58.0,29.0,27.0,27.0,40.0,12.0,35.0,45.84758370013649
2020-12-04,34.0,42.0,32.0,34.04255319148936,21.0,49.0,25.0,27.0,39.0,57.0,45.0,53.0,47.0,48.0,43.0,22.0,55.0,45.0,24.0,34.0,55.93914390442157
2020-12-05,32.0,12.0,46.0,37.234042553191486,51.0,68.0,48.0,25.0,34.0,57.0,80.0,23.0,47.0,53.0,26.0,54.0,42.0,44.0,36.0,33.0,61.14289219821175
2020-12-06,33.0,21.0,76.0,56.38297872340426,86.0,76.0,39.0,65.0,54.0,81.0,63.0,65.0,53.0,43.0,27.0,35.0,30.0,45.0,59.0,44.0,75.78639019677007
2020-12-07,21.0,26.0,16.0,34.04255319148936,67.0,37.0,15.0,45.0,44.0,62.0,34.0,42.0,38.0,38.0,29.0,36.0,38.0,40.0,28.0,50.0,53.344171280462554
2020-12-08,46.0,38.0,47.0,56.38297872340426,51.0,100.0,78.0,54.0,35.0,52.0,79.0,53.0,47.0,87.0,86.0,66.0,65.0,75.0,69.0,49.0,88.90541846234069
2020-12-09,42.0,42.0,47.0,78.72340425531915,62.0,93.0,59.0,50.0,52.0,51.0,73.0,47.0,70.0,53.0,38.0,49.0,32.0,45.0,48.0,54.0,78.2617364231707
2020-12-10,34.0,42.0,42.0,86.17021276595744,57.0,63.0,55.0,32.0,35.0,37.0,45.0,48.0,43.0,54.0,49.0,18.0,33.0,30.0,37.0,60.0,64.88658497308406
2020-12-11,54.0,44.0,61.0,54.255319148936174,32.0,59.0,69.0,29.0,28.0,22.0,47.0,67.0,66.0,21.0,56.0,67.0,82.0,70.0,26.0,48.0,72.24514209468889
2020-12-12,48.0,43.0,65.0,91.48936170212765,47.0,71.0,62.0,41.0,40.0,65.0,50.0,36.0,54.0,49.0,55.0,67.0,81.0,34.0,46.0,46.0,78.67736147109794
2020-12-13,49.0,47.0,66.0,44.680851063829785,35.0,57.0,45.0,46.0,50.0,71.0,65.0,66.0,38.0,56.0,66.0,46.0,81.0,63.0,61.0,86.0,82.07904544269434
2020-12-14,69.0,57.0,85.0,40.42553191489362,100.0,88.0,64.0,41.0,58.0,64.0,63.0,54.0,67.0,39.0,63.0,27.0,77.0,71.0,66.0,100.0,93.23344017913284
2020-12-15,35.0,16.0,55.0,47.87234042553192,87.0,45.0,20.0,38.0,55.0,44.0,47.0,55.0,20.0,51.0,40.0,33.0,51.0,73.0,43.0,15.0,62.77471895464932
2020-12-16,31.0,36.0,34.0,47.87234042553192,22.0,59.0,37.0,33.0,37.0,44.0,24.0,33.0,30.0,46.0,41.0,48.0,46.0,47.0,34.0,31.0,54.84563593699676
2020-12-17,51.0,49.0,29.0,55.319148936170215,11.0,20.0,38.0,20.0,19.0,56.0,37.0,74.0,36.0,43.0,32.0,29.0,42.0,55.0,27.0,60.0,56.463659647562224
2020-12-18,54.0,53.0,48.0,46.808510638297875,54.0,79.0,52.0,53.0,66.0,73.0,59.0,80.0,61.0,56.0,28.0,37.0,76.0,59.0,52.0,40.0,81.22325659862275
2020-12-19,52.0,43.0,73.0,71.27659574468085,26.0,62.0,49.0,11.0,55.0,79.0,71.0,72.0,41.0,61.0,42.0,50.0,82.0,31.0,46.0,31.0,75.56247411928899
2020-12-20,55.0,35.0,34.0,43.61702127659574,54.0,73.0,26.0,41.0,46.0,61.0,36.0,49.0,49.0,51.0,63.0,18.0,36.0,53.0,26.0,58.0,65.42337009033326
2020-12-21,48.0,57.0,30.0,78.72340425531915,12.0,57.0,46.0,47.0,20.0,24.0,32.0,79.0,70.0,51.0,61.0,36.0,50.0,52.0,33.0,75.0,69.10724966642638
2020-12-22,49.0,31.0,43.0,46.808510638297875,54.0,59.0,46.0,43.0,67.0,61.0,46.0,37.0,33.0,46.0,34.0,47.0,32.0,41.0,34.0,29.0,63.346778522460625
2020-12-23,58.0,61.0,38.0,35.1063829787234,38.0,53.0,80.0,62.0,38.0,58.0,56.0,46.0,53.0,54.0,66.0,73.0,68.0,63.0,71.0,44.0,80.37973712865971
2020-12-24,43.0,11.0,38.0,41.48936170212766,75.0,98.0,57.0,66.0,64.0,53.0,82.0,53.0,48.0,49.0,35.0,58.0,32.0,44.0,47.0,43.0,74.78490253515942
2020-12-25,100.0,100.0,75.0,88.29787234042553,65.0,89.0,100.0,14.0,70.0,66.0,35.0,66.0,74.0,46.0,84.0,85.0,43.0,63.0,38.0,86.0,100.0
2020-12-26,69.0,28.0,39.0,59.57446808510638,31.0,47.0,45.0,27.0,33.0,46.0,42.0,56.0,36.0,29.0,65.0,47.0,57.0,68.0,24.0,52.0,64.91572473659188
2020-12-27,23.0,31.0,51.0,70.2127659574468,50.0,68.0,48.0,38.0,61.0,43.0,55.0,81.0,7.0,61.0,60.0,31.0,68.0,42.0,39.0,55.0,70.80042329340674
2020-12-28,43.0,23.0,40.0,63.829787234042556,39.0,54.0,56.0,29.0,39.0,46.0,28.0,59.0,30.0,18.0,66.0,74.0,48.0,38.0,25.0,50.0,62.62748646534668
2020-12-29,64.0,62.0,99.0,42.5531914893617,64.0,39.0,50.0,80.0,55.0,45.0,100.0,47.0,36.0,91.0,67.0,68.0,75.0,83.0,61.0,50.0,92.16140361639802
2020-12-30,44.0,59.0,34.0,87.23404255319149,40.0,73.0,51.0,41.0,40.0,40.0,51.0,68.0,30.0,76.0,62.0,35.0,92.0,78.0,53.0,57.0,80.10060886769014
2020-12-31,35.0,48.0,52.0,71.27659574468085,50.0,78.0,55.0,44.0,25.0,80.0,71.0,74.0,33.0,54.0,54.0,56.0,84.0,92.0,51.0,63.0,84.35654801159455
2021-01-01,51.0,17.0,78.0,42.5531914893617,54.0,65.0,59.0,48.0,59.0,62.0,84.0,63.0,100.0,93.0,65.0,74.0,74.0,98.0,49.0,37.0,91.72890817907151
2021-01-02,47.0,31.0,80.0,54.255319148936174,49.0,69.0,75.0,38.0,66.0,78.0,47.0,51.0,52.0,67.0,66.0,31.0,52.0,49.0,45.0,41.0,78.44424336303544
2021-01-03,22.0,44.0,41.0,29.78723404255319,47.0,49.0,45.0,47.0,46.0,41.0,36.0,27.0,37.0,44.0,37.0,29.0,35.0,39.0,48.0,38.0,56.35323528058525
2021-01-04,40.0,49.0,39.0,24.46808510638298,61.0,87.0,52.0,73.0,57.0,84.0,72.0,45.0,50.0,64.0,47.0,52.0,52.0,81.0,35.0,37.0,79.3966535282119
2021-01-05,50.0,24.0,40.0,42.5531914893617,22.0,34.0,69.0,45.0,38.0,33.0,61.0,63.0,46.0,16.0,78.0,58.0,71.0,55.0,26.0,38.0,65.56293422081806
2021-01-06,49.0,28.0,73.0,65.95744680851064,44.0,66.0,68.0,49.0,42.0,62.0,48.0,84.0,35.0,42.0,56.0,38.0,64.0,81.0,40.0,27.0,76.54862506326396
2021-01-07,45.0,28.0,44.0,54.255319148936174,22.0,46.0,37.0,34.0,23.0,39.0,36.0,45.0,46.0,36.0,46.0,43.0,46.0,60.0,22.0,48.0,57.68446237136328
2021-01-08,65.0,71.0,64.0,80.85106382978724,39.0,48.0,82.0,35.0,63.0,69.0,49.0,58.0,52.0,54.0,64.0,30.0,48.0,62.0,36.0,45.0,80.36133306749689
2021-01-09,22.0,34.0,40.0,28.72340425531915,60.0,64.0,32.0,53.0,56.0,54.0,79.0,47.0,24.0,56.0,37.0,29.0,14.0,19.0,53.0,32.0,60.09692805545757
2021-01-10,32.0,29.0,100.0,43.61702127659574,73.0,79.0,44.0,70.0,73.0,73.0,58.0,47.0,42.0,87.0,24.0,51.0,62.0,38.0,36.0,51.0,80.20029753232212
2021-01-11,45.0,49.0,50.0,54.255319148936174,49.0,53.0,58.0,39.0,28.0,39.0,54.0,33.0,56.0,26.0,31.0,62.0,53.0,43.0,43.0,53.0,66.19020597211784
2021-01-12,49.0,68.0,96.0,72.34042553191489,65.0,74.0,53.0,48.0,57.0,61.0,65.0,95.0,50.0,100.0,72.0,61.0,81.0,85.0,30.0,84.0,98.48933331288437
2021-01-13,22.0,43.0,81.0,58.51063829787234,75.0,58.0,52.0,66.0,46.0,22.0,76.0,33.0,45.0,61.0,25.0,33.0,57.0,31.0,46.0,58.0,71.25439013542321
2021-01-14,40.0,32.0,61.0,41.48936170212766,71.0,79.0,36.0,67.0,56.0,66.0,89.0,55.0,45.0,57.0,46.0,52.0,29.0,58.0,100.0,47.0,81.27233409505698
2021-01-15,47.0,38.0,58.0,70.2127659574468,52.0,77.0,60.0,61.0,59.0,52.0,57.0,47.0,47.0,54.0,54.0,59.0,79.0,68.0,64.0,78.0,85.14485529806909
2021-01-16,57.0,42.0,72.0,85.1063829787234,44.0,93.0,61.0,51.0,60.0,59.0,84.0,85.0,30.0,79.0,66.0,39.0,68.0,38.0,51.0,68.0,88.81339815652653
2021-01-17,26.0,23.0,64.0,48.93617021276596,50.0,69.0,30.0,50.0,33.0,19.0,63.0,79.0,47.0,83.0,48.0,39.0,54.0,56.0,55.0,37.0,70.20382497737835
2021-01-18,31.0,43.0,77.0,47.87234042553192,54.0,58.0,41.0,56.0,32.0,60.0,59.0,33.0,44.0,46.0,45.0,51.0,57.0,42.0,38.0,41.0,68.90173765010812
2021-01-19,31.0,55.0,71.0,76.59574468085107,48.0,84.0,51.0,62.0,55.0,60.0,65.0,55.0,70.0,56.0,40.0,55.0,51.0,69.0,55.0,31.0,82.21707590141558
2021-01-20,47.0,27.0,42.0,68.08510638297872,67.0,50.0,70.0,55.0,35.0,58.0,91.0,90.0,48.0,54.0,44.0,50.0,100.0,66.0,49.0,55.0,84.05441467417143
2021-01-21,40.0,59.0,67.0,100.0,70.0,66.0,72.0,38.0,46.0,66.0,53.0,77.0,70.0,36.0,100.0,100.0,56.0,100.0,26.0,67.0,94.35608791006548
