date,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-10-05,0.0,23.0,0.0,0.0,19.0,18.0,45.0,23.0,18.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,24.0,23.0,0.0,0.0,14.673913043478262
2020-10-06,19.0,23.0,47.0,18.0,19.0,18.0,0.0,23.0,36.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,23.0,0.0,16.576086956521742
2020-10-07,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,0.0,0.0,23.0,0.0,0.0,5.63858695652174
2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.464673913043478
2020-10-10,0.0,0.0,0.0,23.0,0.0,0.0,28.0,28.0,22.0,28.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,12.02445652173913
2020-10-11,0.0,27.0,28.0,43.0,22.0,0.0,54.0,27.0,21.0,27.0,76.0,0.0,24.0,27.0,21.0,27.0,28.0,27.0,83.0,28.0,40.08152173913044
2020-10-12,0.0,26.0,0.0,42.0,0.0,62.0,26.0,51.0,42.0,26.0,50.0,17.0,0.0,52.0,20.0,26.0,0.0,77.0,0.0,80.0,40.557065217391305
2020-10-13,0.0,26.0,26.0,41.0,0.0,40.0,26.0,51.0,20.0,0.0,24.0,17.0,23.0,0.0,20.0,0.0,0.0,50.0,0.0,26.0,26.494565217391305
2020-10-14,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,26.0,0.0,0.0,0.0,8.559782608695652
