,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-11-18,0.0,86.0,0.0,89.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,100.0,0.0,41.358739719680294
2020-11-19,31.0,0.0,0.0,44.0,0.0,87.0,0.0,100.0,33.0,0.0,44.0,32.0,45.0,0.0,34.0,65.0,0.0,0.0,0.0,0.0,55.18070195760454
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-22,32.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.393374261554499
2020-11-23,0.0,0.0,100.0,0.0,48.0,89.0,0.0,99.0,100.0,0.0,0.0,32.0,0.0,0.0,100.0,0.0,91.89189189189189,0.0,0.0,0.0,70.70543264218695
2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-25,0.0,0.0,96.0,0.0,0.0,0.0,0.0,48.0,31.0,0.0,0.0,31.0,0.0,30.0,32.0,31.0,0.0,0.0,0.0,0.0,32.03695123363836
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,13.393374261554499
2020-11-27,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,43.0,50.0,0.0,16.60778408432758
2020-11-28,0.0,0.0,0.0,0.0,0.0,0.0,47.0,49.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,13.714815243831808
2020-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-30,0.0,0.0,66.0,0.0,0.0,0.0,46.0,49.0,32.0,0.0,0.0,32.0,44.0,31.0,33.0,32.0,0.0,0.0,0.0,0.0,39.10865284373914
2020-12-01,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,32.0,0.0,32.0,33.0,0.0,0.0,42.0,0.0,42.0,27.643924475848486
2020-12-02,30.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.643345302907447
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-04,30.0,42.0,0.0,43.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,42.0,0.0,0.0,28.822541410865284
2020-12-05,0.0,0.0,0.0,45.0,47.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,32.0,34.0,32.0,0.0,44.0,0.0,0.0,30.429746322251823
2020-12-06,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,43.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,43.0,17.67925402525194
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.928877562840263
2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,32.0,0.0,0.0,34.0,65.0,0.0,0.0,0.0,43.0,29.251129387235025
2020-12-09,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,49.0,0.0,13.179080273369628
2020-12-10,0.0,0.0,34.0,0.0,0.0,0.0,47.0,100.0,66.0,0.0,43.0,64.0,91.0,48.0,68.0,0.0,0.0,44.0,50.0,87.0,79.50306961658751
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,50.0,52.0,34.0,0.0,45.0,34.0,0.0,0.0,35.0,34.0,0.0,0.0,0.0,46.0,35.35850805050388
2020-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,32.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.179080273369628
2020-12-13,0.0,0.0,0.0,0.0,49.0,92.0,49.0,51.0,0.0,50.0,90.0,33.0,46.0,0.0,34.0,34.0,94.5945945945946,47.0,0.0,44.0,76.45951581142128
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-15,33.0,0.0,0.0,47.0,49.0,92.0,0.0,53.0,34.0,100.0,0.0,0.0,0.0,33.0,35.0,0.0,0.0,47.0,0.0,0.0,56.03787791034402
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-18,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,52.0,37.0,0.0,39.0,0.0,0.0,0.0,50.0,27.429630487663616
2020-12-19,0.0,0.0,0.0,100.0,52.0,100.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,96.0,56.0,0.0,56.57361288080621
2020-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-22,100.0,47.0,37.0,0.0,100.0,94.0,0.0,0.0,36.0,50.0,0.0,69.0,50.0,34.0,0.0,71.0,97.29729729729729,47.0,53.0,48.0,100.0
2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,94.5945945945946,0.0,0.0,0.0,15.600023166917639
2020-12-24,0.0,53.0,41.0,54.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,39.0,54.0,38.0,0.0,0.0,0.0,0.0,0.0,52.0,39.751534808293755
2020-12-25,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,42.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,17.89354801343681
2020-12-26,35.0,100.0,0.0,50.0,54.0,0.0,0.0,0.0,0.0,55.0,100.0,0.0,50.0,36.0,38.0,0.0,100.0,100.0,0.0,100.0,87.64624116761264
2020-12-27,0.0,0.0,0.0,0.0,0.0,0.0,49.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.821846403336036
2020-12-28,0.0,45.0,34.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,44.0,33.0,92.0,32.0,0.0,32.0,0.0,0.0,52.0,88.0,58.60940576856249
2020-12-29,32.0,45.0,36.0,93.0,0.0,0.0,50.0,53.0,34.0,50.0,0.0,0.0,48.0,34.0,0.0,34.0,0.0,0.0,0.0,0.0,54.53781999304992
2020-12-30,34.0,47.0,0.0,0.0,50.0,96.0,53.0,0.0,0.0,0.0,47.0,35.0,0.0,0.0,0.0,0.0,0.0,48.0,54.0,0.0,49.716205258890305
2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,4.28587976369744
2021-01-02,0.0,0.0,0.0,0.0,0.0,0.0,53.0,56.0,37.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,26.251013552646818
2021-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05,0.0,0.0,0.0,46.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.178964438781419
2021-01-06,32.0,44.0,0.0,0.0,0.0,0.0,100.0,52.0,34.0,0.0,47.0,34.0,0.0,33.0,0.0,0.0,0.0,45.0,0.0,45.0,49.930499247075176
2021-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08,33.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,33.0,0.0,0.0,94.5945945945946,0.0,0.0,0.0,28.029074481640215
2021-01-09,0.0,0.0,37.0,0.0,0.0,0.0,54.0,56.0,37.0,0.0,0.0,36.0,100.0,35.0,37.0,72.0,0.0,0.0,0.0,0.0,49.716205258890305
2021-01-10,0.0,48.0,0.0,49.0,51.0,96.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,56.0,0.0,41.46588671377273
2021-01-11,32.0,0.0,0.0,0.0,0.0,0.0,49.0,52.0,35.0,50.0,45.0,100.0,94.0,100.0,35.0,100.0,0.0,0.0,54.0,45.0,84.75327232711686
2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,34.0,0.0,46.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,45.0,22.393721765319125
2021-01-13,32.0,0.0,0.0,46.0,0.0,0.0,0.0,53.0,34.0,0.0,46.0,68.0,47.0,33.0,0.0,34.0,94.5945945945946,46.0,0.0,91.0,66.92343333719448
2021-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-15,0.0,0.0,0.0,0.0,50.0,93.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,47.0,54.0,0.0,35.25136105641144
