,/g/1213j0cz_0,/g/1213j0cz_1,/g/1213j0cz_2,/g/1213j0cz_3,/g/1213j0cz_4,/g/1213j0cz_5,/g/1213j0cz_6,/g/1213j0cz_7,/g/1213j0cz_8,/g/1213j0cz_9,/g/1213j0cz_10,/g/1213j0cz_11,/g/1213j0cz_12,/g/1213j0cz_13,/g/1213j0cz_14,/g/1213j0cz_15,/g/1213j0cz_16,/g/1213j0cz_17,/g/1213j0cz_18,/g/1213j0cz_19,/g/1213j0cz
2020-03-15,0.0,0.0,30.0,23.0,46.0,25.0,0.0,36.0,55.0,46.0,22.0,59.0,45.0,0.0,68.0,22.0,56.0,55.0,0.0,0.0,33.37116912599319
2020-03-16,32.0,84.0,84.0,42.0,63.0,23.0,62.0,83.0,50.0,63.0,81.0,80.0,41.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,78.77412031782067
2020-03-17,31.0,0.0,28.0,20.0,20.0,44.0,20.0,16.0,0.0,20.0,20.0,0.0,20.0,16.0,0.0,19.0,48.0,24.0,0.0,32.0,21.45289443813848
2020-03-18,32.0,42.0,55.0,21.0,21.0,69.0,21.0,32.0,34.0,21.0,41.0,27.0,21.0,34.0,31.0,20.0,25.0,76.0,51.0,33.0,40.12485811577753
2020-03-19,34.0,45.0,59.0,22.0,44.0,24.0,44.0,35.0,35.0,22.0,22.0,87.0,86.0,36.0,97.0,20.0,53.0,80.0,27.0,0.0,49.48921679909194
2020-03-20,0.0,0.0,0.0,22.0,0.0,0.0,21.0,0.0,0.0,22.0,0.0,0.0,21.0,17.0,0.0,0.0,26.0,26.0,0.0,35.0,10.783200908059024
2020-03-21,35.0,93.0,30.0,46.0,69.0,100.0,23.0,54.0,0.0,44.0,45.0,87.0,22.0,18.0,33.0,22.0,54.0,82.0,55.0,37.0,53.85925085130534
2020-03-22,0.0,23.0,61.0,0.0,23.0,0.0,45.0,18.0,37.0,0.0,0.0,29.0,23.0,18.0,100.0,43.0,27.0,0.0,28.0,0.0,26.95800227014756
2020-03-23,28.0,37.0,24.0,37.0,37.0,60.0,18.0,43.0,44.0,36.0,53.0,47.0,18.0,30.0,0.0,17.0,65.0,43.0,67.0,29.0,41.60045402951192
2020-03-24,62.0,81.0,80.0,40.0,40.0,45.0,40.0,0.0,16.0,40.0,39.0,26.0,0.0,16.0,59.0,19.0,24.0,24.0,49.0,33.0,41.60045402951192
2020-03-25,0.0,20.0,0.0,0.0,20.0,22.0,0.0,0.0,16.0,0.0,0.0,26.0,0.0,0.0,30.0,0.0,0.0,0.0,24.0,32.0,10.783200908059024
2020-03-26,31.0,41.0,54.0,21.0,0.0,0.0,20.0,0.0,0.0,20.0,40.0,26.0,20.0,33.0,0.0,19.0,24.0,74.0,0.0,33.0,25.87968217934166
2020-03-27,30.0,20.0,26.0,40.0,0.0,22.0,0.0,16.0,0.0,0.0,20.0,51.0,0.0,16.0,30.0,19.0,0.0,0.0,0.0,32.0,18.27468785471056
2020-03-28,72.0,24.0,31.0,47.0,23.0,52.0,45.0,18.0,55.0,0.0,23.0,0.0,0.0,0.0,34.0,0.0,54.0,56.0,28.0,75.0,36.15209988649262
2020-03-29,100.0,22.0,0.0,44.0,22.0,24.0,0.0,17.0,17.0,22.0,21.0,28.0,21.0,53.0,33.0,20.0,26.0,51.0,26.0,35.0,33.030646992054486
2020-03-30,59.0,0.0,51.0,0.0,0.0,21.0,0.0,0.0,31.0,39.0,19.0,25.0,39.0,15.0,29.0,18.0,23.0,0.0,0.0,63.0,24.517593643586835
2020-03-31,30.0,20.0,0.0,19.0,20.0,22.0,19.0,15.0,31.0,0.0,0.0,0.0,0.0,0.0,29.0,19.0,0.0,0.0,48.0,0.0,15.43700340522134
2020-04-01,61.0,40.0,27.0,20.0,0.0,22.0,20.0,32.0,48.0,40.0,39.0,78.0,0.0,32.0,30.0,0.0,24.0,47.0,72.0,96.0,41.316685584563
2020-04-02,0.0,0.0,0.0,20.0,0.0,22.0,0.0,0.0,16.0,20.0,0.0,0.0,20.0,16.0,0.0,19.0,0.0,24.0,0.0,0.0,8.91032917139614
2020-04-03,30.0,20.0,53.0,20.0,0.0,22.0,39.0,0.0,16.0,0.0,0.0,0.0,20.0,32.0,29.0,38.0,71.0,24.0,48.0,32.0,28.036322360953463
2020-04-04,0.0,0.0,0.0,0.0,24.0,0.0,0.0,18.0,0.0,0.0,23.0,30.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,7.775255391600455
2020-04-05,73.0,24.0,63.0,71.0,48.0,78.0,47.0,0.0,19.0,24.0,23.0,60.0,24.0,38.0,35.0,44.0,29.0,57.0,29.0,76.0,48.921679909194104
2020-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-07,31.0,0.0,0.0,20.0,41.0,0.0,0.0,0.0,16.0,0.0,0.0,26.0,40.0,16.0,60.0,19.0,24.0,0.0,24.0,0.0,17.990919409761634
2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-09,0.0,0.0,27.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,0.0,17.0,0.0,0.0,24.0,25.0,0.0,0.0,9.080590238365494
2020-04-10,0.0,0.0,28.0,0.0,21.0,0.0,21.0,0.0,0.0,21.0,0.0,28.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9455164585698075
2020-04-11,0.0,23.0,0.0,23.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,22.0,0.0,0.0,0.0,0.0,8.51305334846765
2020-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-14,30.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,26.0,20.0,16.0,0.0,0.0,0.0,24.0,24.0,32.0,15.43700340522134
2020-04-15,0.0,0.0,0.0,0.0,0.0,23.0,0.0,16.0,0.0,0.0,21.0,0.0,0.0,17.0,31.0,0.0,0.0,25.0,0.0,0.0,7.548240635641317
2020-04-16,32.0,21.0,0.0,43.0,21.0,23.0,21.0,16.0,17.0,43.0,41.0,27.0,21.0,0.0,62.0,40.0,0.0,75.0,26.0,34.0,31.952326901248583
2020-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-18,34.0,0.0,29.0,0.0,45.0,25.0,22.0,18.0,35.0,67.0,22.0,29.0,22.0,36.0,65.0,21.0,54.0,26.0,53.0,72.0,38.30874006810443
2020-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
