date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-10-05,45.0,17.0,76.0,87.0,35.0,32.0,51.0,32.0,18.0,37.0,36.0,17.708333333333332,46.0,36.0,33.0,15.0,32.0,54.0,37.0,39.0,56.78684724255734
2020-10-06,63.0,52.0,16.0,66.0,36.0,17.0,18.0,33.0,37.0,0.0,37.0,76.04166666666667,31.0,0.0,35.0,0.0,33.0,0.0,0.0,60.0,44.65897999023915
2020-10-07,31.0,0.0,31.0,22.0,35.0,33.0,52.0,43.0,18.0,0.0,36.0,36.458333333333336,0.0,56.0,0.0,0.0,0.0,18.0,76.0,59.0,40.004270375793084
2020-10-08,33.0,18.0,64.0,91.0,0.0,17.0,73.0,45.0,76.0,20.0,38.0,19.791666666666668,32.0,98.0,54.0,51.0,34.0,38.0,100.0,62.0,70.55575890678381
2020-10-09,35.0,19.0,35.0,49.0,0.0,0.0,59.0,72.0,61.0,42.0,21.0,41.66666666666666,52.0,21.0,58.0,36.0,55.0,41.0,0.0,87.0,57.44265495363592
2020-10-10,38.0,21.0,37.0,0.0,0.0,40.0,0.0,27.0,44.0,24.0,0.0,0.0,0.0,23.0,42.0,19.0,20.0,0.0,23.0,24.0,27.964860907759892
2020-10-11,35.0,57.0,34.0,73.0,59.0,18.0,59.0,23.0,61.0,0.0,82.0,20.83333333333333,34.0,41.0,0.0,35.0,18.0,20.0,0.0,44.0,52.25719863347974
2020-10-12,17.0,0.0,16.0,0.0,58.0,17.0,19.0,34.0,39.0,21.0,40.0,0.0,49.0,0.0,37.0,17.0,17.0,58.0,81.0,21.0,39.604685212298676
2020-10-13,100.0,55.0,33.0,47.0,58.0,71.0,19.0,82.0,98.0,63.0,100.0,19.791666666666668,100.0,81.0,56.0,69.0,36.0,78.0,42.0,43.0,91.56600780868715
2020-10-14,49.0,18.0,0.0,46.0,39.0,88.0,19.0,45.0,39.0,82.0,97.0,58.33333333333334,65.0,79.0,74.0,34.0,52.0,96.0,20.0,42.0,76.30551488530993
