date,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-01-29,0.0,0.0,9.0,0.0,14.0,27.0,12.0,13.0,0.0,0.0,0.0,12.0,13.0,0.0,9.0,0.0,10.0,11.0,0.0,0.0,7.3612684031710085
2020-01-30,0.0,0.0,19.0,9.0,0.0,28.0,12.0,14.0,0.0,0.0,0.0,12.0,26.0,12.0,20.0,0.0,10.0,22.0,0.0,0.0,10.419026047565119
2020-01-31,14.0,0.0,29.0,27.0,0.0,0.0,0.0,0.0,29.0,20.0,11.0,0.0,0.0,13.0,10.0,16.0,0.0,0.0,10.0,22.0,11.381653454133637
2020-02-01,7.0,14.0,10.0,18.0,44.0,0.0,0.0,14.0,29.0,0.0,22.0,13.0,14.0,0.0,10.0,17.0,10.0,0.0,21.0,11.0,14.382785956964893
2020-02-02,7.0,25.0,9.0,8.0,14.0,20.0,0.0,13.0,0.0,18.0,10.0,0.0,13.0,12.0,9.0,16.0,10.0,11.0,10.0,10.0,12.17440543601359
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,3.171007927519819
2020-02-06,0.0,13.0,0.0,0.0,14.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,11.0,4.3035107587768975
2020-02-07,0.0,0.0,10.0,18.0,15.0,15.0,39.0,0.0,30.0,0.0,0.0,13.0,14.0,0.0,10.0,8.0,11.0,24.0,11.0,0.0,12.344280860702153
2020-02-08,7.0,13.0,0.0,0.0,0.0,21.0,0.0,0.0,15.0,10.0,11.0,13.0,14.0,0.0,10.0,16.0,21.0,0.0,0.0,0.0,8.55039637599094
2020-02-09,7.0,12.0,9.0,0.0,0.0,13.0,0.0,0.0,27.0,9.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,6.22876557191393
2020-02-10,7.0,25.0,18.0,8.0,14.0,27.0,24.0,13.0,14.0,9.0,10.0,12.0,13.0,0.0,9.0,8.0,10.0,0.0,10.0,10.0,13.646659116647792
2020-02-11,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0951302378255945
2020-02-12,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,2.661381653454134
2020-02-13,0.0,0.0,0.0,8.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,8.0,0.0,0.0,0.0,10.0,3.3975084937712343
2020-02-14,7.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,10.0,0.0,13.0,0.0,13.0,10.0,0.0,10.0,0.0,10.0,11.0,5.492638731596829
2020-02-15,0.0,0.0,0.0,0.0,0.0,15.0,13.0,15.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,4.586636466591167
