date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3,batch_id
2020-01-01,19.0,18.0,16.0,18.0,24.0,17.0,19.0,15.0,20.0,16.0,18.2,0
2020-01-02,13.0,17.0,12.0,14.0,14.0,14.0,14.0,13.0,17.0,15.0,14.3,0
2020-01-03,11.0,15.0,14.0,15.0,17.0,15.0,15.0,17.0,13.0,13.0,14.5,0
2020-01-04,14.0,12.0,15.0,12.0,12.0,13.0,13.0,15.0,14.0,12.0,13.2,0
2020-01-05,15.0,15.0,19.0,14.0,14.0,15.0,11.0,14.0,14.0,15.0,14.6,0
2020-01-06,11.0,12.0,11.0,9.0,9.0,11.0,10.0,12.0,12.0,10.0,10.7,0
2020-01-07,11.0,13.0,15.0,16.0,16.0,12.0,16.0,16.0,14.0,13.0,14.2,0
2020-01-08,10.0,9.0,12.0,12.0,12.0,13.0,9.0,12.0,10.0,12.0,11.1,0
2020-01-09,10.0,14.0,11.0,11.0,11.0,13.0,8.0,13.0,10.0,12.0,11.3,0
2020-01-10,14.0,13.0,14.0,13.0,13.0,13.0,11.0,13.0,12.0,16.0,13.2,0
2020-01-11,12.0,12.0,12.0,14.0,11.0,11.0,12.0,18.0,13.0,11.0,12.6,0
2020-01-12,8.0,12.0,8.0,12.0,9.0,10.0,10.0,12.0,7.0,12.0,10.0,0
2020-01-13,12.0,11.0,9.0,10.0,13.0,11.0,9.0,12.0,11.0,9.0,10.7,0
2020-01-14,12.0,13.0,16.0,14.0,13.0,14.0,12.0,13.0,14.0,16.0,13.7,0
2020-01-15,20.0,21.0,22.0,22.0,22.0,22.0,17.0,21.0,21.0,23.0,21.1,0
2020-01-16,14.0,14.0,13.0,15.0,12.0,13.0,14.0,16.0,14.0,16.0,14.1,0
2020-01-17,15.0,13.0,12.0,13.0,13.0,13.0,12.0,14.0,13.0,16.0,13.4,0
2020-01-18,11.0,13.0,14.0,13.0,13.0,12.0,13.0,18.0,17.0,15.0,13.9,0
2020-01-19,14.0,11.0,16.0,13.0,16.0,14.0,11.0,12.0,13.0,10.0,13.0,0
2020-01-20,11.0,17.0,15.0,15.0,14.0,14.0,14.0,15.0,11.0,13.0,13.9,0
2020-01-21,13.0,17.0,18.0,15.0,11.0,11.0,15.0,16.0,15.0,14.0,14.5,0
2020-01-22,14.0,15.0,11.0,13.0,16.0,12.0,13.0,11.0,13.0,13.0,13.1,0
2020-01-23,12.0,13.0,13.0,12.0,11.0,15.0,12.0,12.0,13.0,12.0,12.5,0
2020-01-24,15.0,14.0,15.0,11.0,12.0,16.0,12.0,17.0,15.0,13.0,14.0,0
2020-01-25,10.0,17.0,17.0,20.0,21.0,14.0,16.0,17.0,15.0,19.0,16.6,0
2020-01-26,14.0,17.0,15.0,19.0,15.0,15.0,11.0,20.0,12.0,19.0,15.7,0
2020-01-27,13.0,15.0,14.0,14.0,13.0,12.0,14.0,15.0,17.0,18.0,14.5,0
2020-01-28,15.0,13.0,12.0,14.0,17.0,14.0,14.0,14.0,13.0,16.0,14.2,0
2020-01-29,17.0,14.0,13.0,12.0,12.0,15.0,12.0,15.0,14.0,14.0,13.8,0
