,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-10-05,24.0,53.0,45.0,0.0,18.0,37.0,19.0,0.0,45.0,56.0,0.0,36.0,67.0,39.0,0.0,20.0,0.0,19.0,56.0,45.0,58.28859060402685
2020-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,37.0,0.0,19.0,0.0,20.0,0.0,0.0,29.0,12.0,13.691275167785236
2020-10-07,0.0,55.0,23.0,0.0,0.0,38.0,0.0,0.0,46.0,19.0,27.0,19.0,23.0,0.0,0.0,42.0,0.0,0.0,0.0,35.0,32.91946308724833
2020-10-08,26.0,0.0,26.0,25.0,41.0,20.0,21.0,20.0,50.0,41.0,0.0,61.0,25.0,21.0,0.0,0.0,0.0,21.0,62.0,13.0,47.617449664429536
2020-10-09,0.0,0.0,27.0,27.0,22.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,22.0,0.0,0.0,14.798657718120806
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,7.14765100671141
2020-10-11,56.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,66.0,45.0,0.0,0.0,28.489932885906043
2020-10-12,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,26.0,43.0,30.0,21.0,51.0,22.0,36.0,23.0,32.0,0.0,0.0,13.0,34.12751677852349
2020-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-14,26.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,0.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,15.503355704697988
2020-10-15,0.0,97.0,27.0,0.0,43.0,43.0,0.0,43.0,79.0,22.0,92.0,43.0,0.0,45.0,0.0,24.0,33.0,0.0,67.0,27.0,68.95973154362416
2020-10-16,28.0,32.0,27.0,0.0,22.0,0.0,0.0,0.0,27.0,0.0,0.0,22.0,27.0,23.0,0.0,24.0,0.0,0.0,0.0,0.0,23.355704697986578
2020-10-17,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,8.456375838926174
2020-10-18,0.0,35.0,0.0,59.0,24.0,0.0,0.0,0.0,59.0,47.0,33.0,0.0,0.0,100.0,0.0,79.0,0.0,0.0,36.0,0.0,47.51677852348993
2020-10-19,53.0,60.0,25.0,26.0,0.0,42.0,21.0,21.0,76.0,21.0,59.0,20.0,50.0,43.0,0.0,23.0,32.0,21.0,31.0,0.0,62.81879194630873
2020-10-20,25.0,0.0,0.0,0.0,0.0,0.0,20.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,40.0,0.0,0.0,15.40268456375839
2020-10-21,52.0,0.0,0.0,25.0,20.0,0.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,93.0,62.0,31.0,0.0,34.73154362416108
2020-10-22,52.0,58.0,49.0,49.0,0.0,40.0,21.0,100.0,73.0,61.0,56.0,20.0,49.0,0.0,100.0,0.0,61.0,20.0,0.0,25.0,83.95973154362416
2020-10-23,27.0,30.0,51.0,50.0,20.0,0.0,42.0,21.0,0.0,21.0,0.0,40.0,25.0,22.0,0.0,45.0,0.0,0.0,63.0,13.0,47.31543624161074
2020-10-24,30.0,33.0,84.0,29.0,68.0,23.0,24.0,69.0,55.0,23.0,32.0,22.0,83.0,48.0,77.33333333333333,100.0,70.0,46.0,34.0,43.0,99.99999999999999
2020-10-25,27.0,30.0,0.0,0.0,41.0,0.0,42.0,42.0,25.0,21.0,58.0,0.0,25.0,65.0,34.666666666666664,0.0,32.0,21.0,0.0,39.0,50.60402684563759
2020-10-26,50.0,29.0,24.0,48.0,19.0,39.0,100.0,79.0,24.0,20.0,83.0,0.0,24.0,21.0,98.66666666666667,43.0,0.0,100.0,90.0,25.0,92.28187919463089
2020-10-27,77.0,58.0,48.0,49.0,19.0,20.0,40.0,20.0,72.0,60.0,55.0,0.0,24.0,21.0,33.333333333333336,0.0,30.0,41.0,0.0,24.0,69.59731543624162
2020-10-28,0.0,59.0,25.0,100.0,100.0,81.0,0.0,0.0,49.0,41.0,86.0,100.0,25.0,85.0,33.333333333333336,45.0,0.0,0.0,0.0,100.0,93.55704697986579
2020-10-29,0.0,0.0,0.0,25.0,20.0,0.0,21.0,61.0,0.0,20.0,28.0,39.0,24.0,0.0,33.333333333333336,44.0,31.0,20.0,0.0,0.0,36.87919463087249
2020-10-30,0.0,55.0,0.0,23.0,0.0,57.0,39.0,0.0,23.0,0.0,53.0,37.0,0.0,20.0,32.0,41.0,0.0,19.0,29.0,12.0,44.29530201342282
2020-10-31,27.0,60.0,25.0,0.0,60.0,41.0,21.0,0.0,50.0,0.0,29.0,20.0,25.0,21.0,34.666666666666664,45.0,31.0,21.0,62.0,0.0,57.6510067114094
2020-11-01,27.0,91.0,51.0,25.0,20.0,41.0,42.0,21.0,25.0,42.0,29.0,61.0,100.0,65.0,0.0,23.0,63.0,63.0,31.0,51.0,87.68456375838926
2020-11-02,0.0,0.0,24.0,24.0,19.0,0.0,0.0,20.0,24.0,19.0,27.0,0.0,0.0,20.0,33.333333333333336,0.0,30.0,20.0,59.0,0.0,32.14765100671142
2020-11-03,24.0,27.0,0.0,23.0,18.0,0.0,0.0,57.0,0.0,19.0,26.0,0.0,0.0,20.0,96.0,0.0,58.0,19.0,0.0,12.0,40.167785234899334
2020-11-04,22.0,0.0,22.0,0.0,17.0,17.0,18.0,0.0,21.0,18.0,25.0,34.0,43.0,18.0,29.333333333333332,38.0,27.0,18.0,27.0,22.0,41.91275167785235
2020-11-05,95.0,80.0,45.0,45.0,36.0,0.0,37.0,37.0,22.0,0.0,26.0,54.0,45.0,38.0,61.333333333333336,60.0,55.0,55.0,84.0,11.0,89.2281879194631
2020-11-06,24.0,0.0,0.0,0.0,18.0,0.0,19.0,19.0,23.0,0.0,26.0,18.0,0.0,0.0,92.0,20.0,56.0,37.0,56.0,12.0,42.281879194630875
