date,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-01-29,0.0,0.0,39.0,38.0,30.0,22.0,33.0,0.0,0.0,0.0,0.0,0.0,16.0,43.0,12.0,39.0,0.0,0.0,0.0,34.0,20.592193808882907
2020-01-30,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0955585464333777
2020-01-31,0.0,0.0,0.0,0.0,16.0,0.0,0.0,17.0,0.0,15.0,32.0,13.0,0.0,0.0,0.0,0.0,33.0,0.0,18.0,0.0,9.690444145356665
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,0.0,0.0,20.0,36.0,15.0,22.0,16.0,15.0,14.0,0.0,15.0,12.0,16.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,14.199192462987888
2020-02-03,0.0,0.0,0.0,17.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,18.0,0.0,0.0,0.0,0.0,6.594885598923285
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.826379542395693
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.288021534320323
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.6823687752355316
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,0.0,2.8936742934051147
2020-02-11,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,4.172274562584119
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4131897711978467
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,0.0,0.0,20.0,18.0,15.0,22.0,50.0,0.0,0.0,0.0,0.0,0.0,16.0,44.0,13.0,39.0,0.0,0.0,0.0,51.0,19.38088829071333
2020-02-19,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2.826379542395693
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,21.0,0.0,0.0,0.0,0.0,4.6433378196500685
2020-02-22,50.0,11.0,0.0,0.0,0.0,0.0,0.0,35.0,30.0,15.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,12.584118438761775
2020-02-23,32.0,0.0,0.0,0.0,16.0,23.0,0.0,17.0,0.0,0.0,16.0,0.0,17.0,0.0,13.0,0.0,16.0,16.0,0.0,0.0,11.170928667563931
2020-02-24,16.0,10.0,20.0,19.0,0.0,23.0,17.0,0.0,0.0,14.0,0.0,12.0,16.0,0.0,13.0,20.0,16.0,0.0,0.0,17.0,14.33378196500673
2020-02-25,16.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,29.0,31.0,0.0,17.0,22.0,0.0,0.0,0.0,16.0,33.0,18.0,14.93943472409152
2020-02-26,15.0,29.0,0.0,18.0,15.0,0.0,33.0,30.0,27.0,40.0,43.0,23.0,16.0,21.0,0.0,0.0,75.0,15.0,16.0,17.0,29.13862718707941
2020-02-27,0.0,10.0,0.0,36.0,29.0,65.0,49.0,15.0,0.0,0.0,15.0,12.0,16.0,42.0,24.0,75.0,0.0,15.0,32.0,51.0,32.70524899057874
2020-02-28,16.0,62.0,0.0,0.0,15.0,0.0,0.0,62.0,14.0,42.0,15.0,25.0,0.0,22.0,13.0,0.0,63.0,31.0,34.0,0.0,27.86002691790041
2020-02-29,0.0,20.0,59.0,0.0,15.0,22.0,17.0,16.0,14.0,0.0,15.0,0.0,50.0,22.0,37.0,20.0,15.0,0.0,0.0,0.0,21.66890982503365
2020-03-01,29.0,19.0,0.0,18.0,15.0,21.0,16.0,30.0,26.0,40.0,0.0,11.0,16.0,0.0,0.0,18.0,58.0,59.0,31.0,0.0,27.38896366083446
2020-03-02,0.0,9.0,55.0,51.0,14.0,62.0,31.0,15.0,13.0,0.0,0.0,11.0,46.0,40.0,46.0,36.0,29.0,14.0,0.0,16.0,32.83983849259758
2020-03-03,75.0,10.0,0.0,0.0,0.0,0.0,0.0,77.0,13.0,0.0,45.0,47.0,0.0,0.0,0.0,0.0,31.0,0.0,16.0,0.0,21.13055181695828
2020-03-04,15.0,10.0,0.0,17.0,0.0,21.0,0.0,46.0,0.0,27.0,0.0,23.0,0.0,21.0,12.0,0.0,15.0,29.0,15.0,0.0,16.89098250336474
2020-03-05,15.0,9.0,0.0,36.0,44.0,21.0,16.0,0.0,0.0,13.0,29.0,23.0,0.0,41.0,24.0,56.0,0.0,0.0,0.0,17.0,23.14939434724092
2020-03-06,46.0,29.0,19.0,0.0,0.0,43.0,33.0,31.0,27.0,14.0,30.0,24.0,16.0,0.0,12.0,58.0,30.0,15.0,48.0,50.0,35.329744279946155
2020-03-07,16.0,10.0,61.0,19.0,63.0,23.0,17.0,0.0,14.0,0.0,31.0,13.0,51.0,67.0,38.0,20.0,16.0,32.0,17.0,17.0,35.329744279946155
2020-03-08,0.0,19.0,19.0,0.0,0.0,20.0,16.0,0.0,26.0,0.0,14.0,12.0,0.0,21.0,24.0,18.0,0.0,0.0,15.0,0.0,13.728129205921936
2020-03-09,14.0,9.0,0.0,0.0,14.0,20.0,0.0,0.0,13.0,0.0,0.0,11.0,15.0,0.0,11.0,18.0,0.0,0.0,0.0,16.0,9.488559892328398
2020-03-10,28.0,0.0,0.0,17.0,0.0,0.0,0.0,29.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,15.0,16.0,10.767160161507404
2020-03-11,0.0,9.0,18.0,17.0,42.0,0.0,15.0,0.0,13.0,0.0,0.0,0.0,30.0,40.0,0.0,18.0,0.0,0.0,0.0,0.0,13.593539703903096
2020-03-12,72.0,29.0,18.0,34.0,57.0,62.0,31.0,90.0,79.0,39.0,14.0,23.0,15.0,20.0,46.0,18.0,73.0,72.0,31.0,48.0,58.613728129205924
