,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-01-29,14.0,18.0,12.0,17.0,13.0,12.0,27.0,7.0,19.0,13.0,20.0,8.0,12.0,19.0,11.0,24.0,29.0,17.0,8.0,12.0,16.107382550335572
2020-01-30,22.0,23.0,12.0,9.0,23.0,33.0,5.0,20.0,28.0,4.0,8.0,8.0,15.0,16.0,8.0,25.0,13.0,21.0,17.0,4.0,16.210635002581313
2020-01-31,4.0,5.0,12.0,4.0,9.0,0.0,9.0,15.0,10.0,13.0,4.0,8.0,12.0,4.0,4.0,15.0,0.0,4.0,9.0,13.0,7.950438822922045
2020-02-01,4.0,0.0,4.0,9.0,5.0,4.0,10.0,11.0,0.0,5.0,4.0,0.0,3.0,8.0,8.0,11.0,9.0,5.0,5.0,9.0,5.885389778007228
2020-02-02,7.0,9.0,8.0,13.0,5.0,12.0,9.0,8.0,5.0,0.0,12.0,4.0,9.0,0.0,4.0,0.0,13.0,8.0,13.0,12.0,7.795560144553433
2020-02-03,6.0,8.0,4.0,8.0,8.0,11.0,4.0,16.0,4.0,16.0,11.0,15.0,0.0,7.0,7.0,9.0,8.0,0.0,4.0,11.0,8.105317501290656
2020-02-04,0.0,14.0,8.0,9.0,5.0,8.0,14.0,5.0,0.0,13.0,8.0,12.0,6.0,12.0,7.0,5.0,13.0,13.0,4.0,4.0,8.260196179659268
2020-02-05,7.0,14.0,0.0,4.0,9.0,12.0,5.0,18.0,0.0,4.0,4.0,4.0,0.0,12.0,11.0,15.0,4.0,4.0,9.0,12.0,7.640681466184822
2020-02-06,8.0,15.0,13.0,14.0,19.0,4.0,10.0,11.0,20.0,9.0,9.0,13.0,16.0,8.0,8.0,10.0,14.0,13.0,14.0,13.0,12.441920495611772
2020-02-07,4.0,0.0,4.0,5.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,5.0,0.0,4.0,0.0,2.42643262777491
2020-02-08,8.0,0.0,21.0,9.0,10.0,17.0,14.0,19.0,5.0,18.0,21.0,9.0,13.0,16.0,4.0,15.0,18.0,9.0,4.0,18.0,12.803304078471864
2020-02-09,7.0,9.0,12.0,21.0,4.0,16.0,14.0,10.0,14.0,9.0,4.0,8.0,9.0,11.0,4.0,10.0,17.0,8.0,13.0,16.0,11.15126484254001
2020-02-10,0.0,5.0,4.0,0.0,4.0,4.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,4.0,4.0,0.0,0.0,2.684563758389262
2020-02-11,4.0,18.0,8.0,4.0,14.0,8.0,13.0,13.0,5.0,4.0,0.0,4.0,12.0,11.0,4.0,5.0,4.0,8.0,4.0,12.0,8.002065049044916
2020-02-12,0.0,5.0,8.0,8.0,4.0,4.0,4.0,20.0,9.0,8.0,8.0,0.0,6.0,11.0,0.0,9.0,4.0,0.0,4.0,4.0,5.988642230252969
2020-02-13,7.0,0.0,0.0,0.0,9.0,8.0,13.0,5.0,0.0,4.0,4.0,4.0,3.0,8.0,7.0,10.0,4.0,8.0,0.0,4.0,5.0593701600413015
2020-02-14,4.0,14.0,8.0,4.0,9.0,4.0,5.0,16.0,20.0,13.0,8.0,13.0,6.0,8.0,19.0,10.0,13.0,4.0,13.0,8.0,10.273618998451212
2020-02-15,0.0,5.0,9.0,0.0,10.0,4.0,5.0,11.0,0.0,5.0,9.0,0.0,10.0,4.0,4.0,0.0,9.0,5.0,5.0,9.0,5.369127516778524
2020-02-16,11.0,9.0,0.0,13.0,14.0,4.0,0.0,10.0,15.0,9.0,8.0,9.0,12.0,16.0,4.0,10.0,9.0,4.0,4.0,4.0,8.51832731027362
2020-02-17,4.0,5.0,0.0,0.0,0.0,4.0,5.0,10.0,9.0,4.0,8.0,4.0,0.0,0.0,0.0,5.0,0.0,8.0,4.0,4.0,3.820340733092411
2020-02-18,11.0,4.0,8.0,9.0,0.0,12.0,9.0,10.0,0.0,4.0,4.0,4.0,0.0,8.0,7.0,5.0,8.0,8.0,4.0,0.0,5.937016004130099
2020-02-19,4.0,9.0,4.0,4.0,5.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,5.0,4.0,4.0,0.0,0.0,3.4589571502323184
2020-02-20,4.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.5487867836861127
2020-02-21,4.0,0.0,4.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,5.0,4.0,2.632937532266391
2020-02-22,0.0,5.0,5.0,5.0,5.0,0.0,0.0,12.0,11.0,0.0,5.0,5.0,4.0,4.0,4.0,0.0,0.0,5.0,5.0,0.0,3.8719669592152814
2020-02-23,12.0,20.0,9.0,9.0,20.0,13.0,5.0,13.0,15.0,19.0,4.0,4.0,7.0,8.0,8.0,16.0,9.0,18.0,0.0,13.0,11.461022199277233
2020-02-24,14.0,45.0,16.0,25.0,14.0,24.0,27.0,22.0,14.0,30.0,24.0,12.0,24.0,30.0,11.0,34.0,8.0,8.0,29.0,28.0,22.663913267940114
2020-02-25,15.0,23.0,16.0,21.0,9.0,20.0,36.0,20.0,28.0,9.0,16.0,16.0,15.0,4.0,18.0,14.0,34.0,12.0,17.0,12.0,18.327310273619
2020-02-26,11.0,4.0,15.0,13.0,4.0,16.0,4.0,17.0,19.0,17.0,24.0,16.0,18.0,8.0,11.0,9.0,12.0,8.0,12.0,16.0,13.113061435209087
2020-02-27,14.0,22.0,30.0,21.0,18.0,16.0,31.0,17.0,23.0,34.0,23.0,24.0,24.0,23.0,14.0,19.0,25.0,24.0,12.0,32.0,23.025296850800206
2020-02-28,36.0,32.0,23.0,51.0,36.0,52.0,45.0,49.0,57.0,47.0,44.0,20.0,33.0,31.0,40.0,48.0,17.0,33.0,34.0,24.0,38.82292204439856
2020-02-29,38.0,28.0,33.0,27.0,33.0,25.0,47.0,36.0,20.0,36.0,33.0,34.0,9.0,52.0,23.0,45.0,31.0,31.0,27.0,43.0,33.60867320598864
2020-03-01,32.0,49.0,27.0,42.0,35.0,40.0,40.0,34.0,18.0,34.0,35.0,28.0,24.0,44.0,29.0,37.0,49.0,33.0,41.0,36.0,36.499741868869386
2020-03-02,35.0,35.0,19.0,37.0,34.0,19.0,38.0,42.0,54.0,25.0,49.0,51.0,23.0,43.0,21.0,50.0,16.0,32.0,36.0,27.0,35.41559112028911
2020-03-03,18.0,9.0,41.0,16.0,35.0,19.0,40.0,31.0,27.0,29.0,27.0,32.0,17.0,37.0,14.0,33.0,37.0,20.0,36.0,28.0,28.18791946308725
2020-03-04,23.0,21.0,18.0,16.0,42.0,38.0,34.0,35.0,26.0,32.0,19.0,27.0,11.0,32.0,17.0,36.0,36.0,43.0,20.0,34.0,28.910686628807436
2020-03-05,49.0,30.0,30.0,37.0,52.0,59.0,56.0,45.0,41.0,63.0,53.0,59.0,26.0,52.0,18.0,79.0,36.0,28.0,40.0,35.0,45.84408879710893
2020-03-06,35.0,49.0,47.0,46.0,44.0,56.0,72.0,65.0,47.0,68.0,35.0,44.0,45.0,60.0,32.0,66.0,42.0,45.0,71.0,44.0,52.297367062467735
2020-03-07,19.0,15.0,34.0,41.0,34.0,27.0,54.0,32.0,51.0,46.0,34.0,26.0,26.0,32.0,28.0,47.0,37.0,40.0,55.0,26.0,36.34486319050078
2020-03-08,25.0,40.0,23.0,21.0,40.0,27.0,22.0,44.0,46.0,21.0,12.0,28.0,26.0,19.0,25.0,37.0,25.0,28.0,20.0,20.0,28.342798141455862
2020-03-09,17.0,17.0,29.0,36.0,30.0,23.0,34.0,23.0,13.0,24.0,26.0,27.0,14.0,18.0,17.0,27.0,28.0,28.0,35.0,31.0,25.6582343830666
2020-03-10,17.0,26.0,19.0,20.0,22.0,19.0,17.0,40.0,9.0,29.0,23.0,8.0,6.0,25.0,10.0,9.0,20.0,28.0,28.0,8.0,19.77284460505937
