,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21_10,/m/01b_21_11,/m/01b_21_12,/m/01b_21_13,/m/01b_21_14,/m/01b_21_15,/m/01b_21_16,/m/01b_21_17,/m/01b_21_18,/m/01b_21_19,/m/01b_21
2020-10-05,64.0,87.0,54.0,36.0,19.0,16.0,32.0,92.0,0.0,17.0,30.0,44.0,29.0,32.0,31.0,28.0,46.0,81.31868131868131,0.0,64.8936170212766,58.61446018508738
2020-10-06,0.0,0.0,35.0,18.0,58.0,16.0,32.0,0.0,39.0,35.0,47.0,22.0,29.0,48.0,32.0,29.0,31.0,19.78021978021978,34.0,21.27659574468085,39.84852515148253
2020-10-07,43.0,35.0,18.0,17.0,37.0,0.0,16.0,18.0,20.0,0.0,31.0,0.0,29.0,16.0,47.0,14.0,15.0,19.78021978021978,17.0,0.0,28.663157425975196
2020-10-08,47.0,37.0,20.0,39.0,41.0,53.0,35.0,61.0,21.0,56.0,85.0,48.0,47.0,35.0,0.0,16.0,34.0,43.956043956043956,37.0,0.0,55.16593250839844
2020-10-09,74.0,100.0,83.0,62.0,66.0,56.0,19.0,64.0,91.0,100.0,71.0,76.0,33.0,37.0,37.0,100.0,36.0,91.20879120879121,59.0,100.0,98.89643360660729
2020-10-10,0.0,42.0,22.0,64.0,46.0,19.0,19.0,44.0,70.0,63.0,19.0,80.0,35.0,38.0,38.0,0.0,37.0,24.175824175824175,0.0,25.53191489361702,50.03955872359004
2020-10-11,24.0,20.0,40.0,79.0,42.0,37.0,54.0,21.0,22.0,39.0,35.0,49.0,33.0,36.0,53.0,16.0,17.0,45.05494505494506,38.0,24.46808510638298,52.87210665516446
2020-10-12,69.0,56.0,19.0,38.0,0.0,88.0,34.0,59.0,0.0,56.0,17.0,24.0,78.0,34.0,51.0,46.0,0.0,20.87912087912088,37.0,0.0,53.04404250058908
2020-10-13,68.0,18.0,57.0,56.0,60.0,35.0,51.0,20.0,42.0,18.0,66.0,47.0,15.0,17.0,34.0,76.0,49.0,42.857142857142854,73.0,90.42553191489361,68.25230292853989
2020-10-14,44.0,18.0,19.0,19.0,0.0,17.0,17.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,20.87912087912088,18.0,0.0,16.410565804917223
2020-10-15,47.0,0.0,39.0,59.0,41.0,54.0,18.0,20.0,65.0,38.0,84.0,49.0,16.0,35.0,0.0,16.0,17.0,43.956043956043956,0.0,95.74468085106383,53.83374962271196
2020-10-16,73.0,59.0,100.0,100.0,43.0,37.0,73.0,85.0,44.0,39.0,18.0,100.0,100.0,36.0,71.0,81.0,89.0,68.13186813186813,57.0,50.0,96.55561843926203
2020-10-17,27.0,66.0,22.0,23.0,47.0,0.0,0.0,0.0,0.0,66.0,38.0,28.0,0.0,20.0,0.0,36.0,39.0,100.0,0.0,54.255319148936174,41.32251202757525
2020-10-18,27.0,67.0,45.0,90.0,73.0,21.0,82.0,24.0,100.0,22.0,39.0,85.0,37.0,21.0,100.0,18.0,60.0,51.64835164835165,43.0,55.319148936170215,77.42415977595276
2020-10-19,47.0,19.0,20.0,19.0,0.0,18.0,0.0,20.0,0.0,19.0,0.0,24.0,0.0,17.0,0.0,0.0,0.0,0.0,18.0,0.0,16.127486752477047
2020-10-20,22.0,55.0,56.0,56.0,60.0,34.0,51.0,19.0,21.0,36.0,48.0,47.0,31.0,34.0,17.0,15.0,82.0,84.61538461538461,36.0,68.08510638297872,63.685364739621356
2020-10-21,46.0,75.0,75.0,19.0,83.0,53.0,70.0,100.0,63.0,76.0,66.0,72.0,47.0,70.0,52.0,31.0,100.0,85.71428571428571,93.0,93.61702127659575,100.0
2020-10-22,92.0,19.0,78.0,58.0,62.0,53.0,53.0,40.0,42.0,38.0,66.0,48.0,16.0,17.0,51.0,62.0,84.0,86.81318681318682,93.0,47.87234042553192,80.76043520226477
2020-10-23,0.0,38.0,20.0,59.0,63.0,36.0,53.0,41.0,0.0,19.0,51.0,49.0,32.0,35.0,35.0,48.0,51.0,45.05494505494506,19.0,71.27659574468085,55.850109889134906
2020-10-24,0.0,64.0,22.0,44.0,94.0,40.0,20.0,68.0,25.0,43.0,0.0,54.0,36.0,20.0,38.0,0.0,0.0,24.175824175824175,21.0,53.191489361702125,48.628190141901236
2020-10-25,74.0,60.0,41.0,41.0,44.0,57.0,37.0,42.0,46.0,59.0,36.0,26.0,67.0,55.0,37.0,50.0,0.0,70.32967032967034,100.0,25.53191489361702,70.62975065122173
2020-10-26,87.0,36.0,37.0,18.0,20.0,100.0,100.0,57.0,62.0,89.0,47.0,46.0,76.0,100.0,17.0,59.0,64.0,20.87912087912088,18.0,65.95744680851064,81.72013307837848
2020-10-27,44.0,18.0,19.0,19.0,0.0,34.0,0.0,19.0,41.0,18.0,32.0,0.0,15.0,17.0,17.0,15.0,16.0,20.87912087912088,0.0,22.340425531914892,26.79786592757742
2020-10-28,23.0,74.0,57.0,37.0,100.0,51.0,51.0,59.0,62.0,74.0,16.0,70.0,46.0,34.0,34.0,15.0,32.0,20.87912087912088,36.0,23.404255319148938,66.79285305158399
2020-10-29,23.0,0.0,19.0,38.0,20.0,34.0,0.0,0.0,41.0,0.0,0.0,47.0,31.0,0.0,33.0,15.0,0.0,20.87912087912088,36.0,22.340425531914892,27.746541618899595
2020-10-30,20.0,0.0,17.0,0.0,18.0,31.0,15.0,0.0,0.0,50.0,29.0,63.0,28.0,0.0,15.0,41.0,44.0,38.46153846153846,16.0,40.42553191489362,33.99813373595588
2020-10-31,44.0,36.0,37.0,18.0,0.0,33.0,17.0,37.0,20.0,53.0,32.0,23.0,0.0,49.0,16.0,30.0,16.0,41.75824175824176,34.0,0.0,39.16996123637518
2020-11-01,22.0,0.0,55.0,19.0,0.0,17.0,34.0,58.0,0.0,18.0,48.0,69.0,0.0,17.0,33.0,45.0,49.0,20.87912087912088,18.0,44.680851063829785,41.4177191345981
2020-11-02,0.0,34.0,0.0,52.0,55.0,32.0,32.0,37.0,58.0,17.0,46.0,43.0,29.0,16.0,47.0,28.0,0.0,79.12087912087912,17.0,42.5531914893617,48.50462564923825
2020-11-03,0.0,16.0,0.0,17.0,0.0,15.0,15.0,0.0,18.0,0.0,15.0,21.0,27.0,30.0,0.0,0.0,14.0,18.681318681318682,32.0,0.0,17.417781923514568
2020-11-04,0.0,15.0,16.0,16.0,0.0,14.0,0.0,0.0,17.0,30.0,0.0,20.0,13.0,14.0,28.0,25.0,13.0,17.582417582417584,15.0,56.38297872340426,22.619741278952215
2020-11-05,39.0,48.0,49.0,33.0,0.0,15.0,15.0,34.0,36.0,64.0,0.0,41.0,40.0,15.0,29.0,0.0,14.0,54.94505494505494,47.0,58.51063829787234,46.1534878475294
2020-11-06,61.0,32.0,34.0,17.0,54.0,15.0,30.0,53.0,19.0,49.0,29.0,83.0,14.0,15.0,0.0,27.0,29.0,57.142857142857146,16.0,40.42553191489362,49.226664064111574
2020-11-07,19.0,16.0,32.0,32.0,0.0,15.0,15.0,34.0,36.0,32.0,14.0,20.0,13.0,58.0,29.0,13.0,14.0,18.681318681318682,0.0,39.361702127659576,32.8419133762061
