date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5,batch_id
2020-01-01,8.0,4.0,0.0,0.0,4.0,4.0,3.0,0.0,7.0,5.0,3.7273695420660276,0
2020-01-02,17.0,12.0,8.0,13.0,13.0,9.0,10.0,14.0,6.0,15.0,12.460063897763577,0
2020-01-03,17.0,6.0,5.0,6.0,6.0,9.0,5.0,7.0,6.0,19.0,9.158679446219383,0
2020-01-04,21.0,16.0,19.0,14.0,26.0,9.0,16.0,26.0,13.0,24.0,19.595314164004257,0
2020-01-05,17.0,22.0,11.0,20.0,23.0,16.0,11.0,15.0,9.0,20.0,17.465388711395097,0
2020-01-06,25.0,20.0,19.0,34.0,26.0,19.0,14.0,30.0,17.0,21.0,23.961661341853034,0
2020-01-07,16.0,6.0,7.0,6.0,15.0,9.0,12.0,3.0,9.0,22.0,11.182108626198083,0
2020-01-08,15.0,8.0,16.0,18.0,9.0,19.0,16.0,16.0,6.0,17.0,14.90947816826411,0
2020-01-09,6.0,9.0,12.0,9.0,6.0,8.0,10.0,7.0,8.0,11.0,9.158679446219383,0
2020-01-10,7.0,6.0,7.0,13.0,12.0,9.0,7.0,32.0,15.0,22.0,13.84451544195953,0
2020-01-11,7.0,6.0,19.0,10.0,10.0,6.0,5.0,12.0,10.0,4.0,9.478168264110755,0
2020-01-12,14.0,22.0,13.0,23.0,26.0,21.0,18.0,26.0,19.0,35.0,23.10969116080937,0
2020-01-13,23.0,8.0,16.0,19.0,19.0,10.0,13.0,16.0,13.0,16.0,16.293929712460063,0
2020-01-14,11.0,8.0,11.0,14.0,16.0,13.0,13.0,12.0,13.0,19.0,13.84451544195953,0
2020-01-15,13.0,14.0,19.0,18.0,18.0,11.0,12.0,24.0,9.0,11.0,15.867944621938232,0
2020-01-16,16.0,24.0,18.0,16.0,12.0,26.0,15.0,21.0,27.0,22.0,20.979765708200212,0
2020-01-17,7.0,9.0,10.0,13.0,9.0,3.0,10.0,7.0,12.0,22.0,10.862619808306707,0
