date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-01-29,24.0,20.0,0.0,67.0,0.0,0.0,0.0,39.0,98.0,65.0,35.0,24.0,0.0,30.0,0.0,0.0,33.0,29.0,40.0,32.0,47.60213143872114
2020-01-30,0.0,20.0,34.0,0.0,68.0,35.0,0.0,0.0,0.0,0.0,36.0,0.0,21.0,0.0,36.0,36.0,0.0,0.0,41.0,0.0,29.04085257548846
2020-01-31,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.108348134991119
2020-02-01,0.0,0.0,0.0,37.0,0.0,38.0,29.0,0.0,36.0,36.0,0.0,27.0,22.0,33.0,0.0,0.0,0.0,31.0,44.0,35.0,32.682060390763766
2020-02-02,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,30.0,0.0,35.0,0.0,0.0,40.0,33.0,18.206039076376555
2020-02-03,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,27.0,0.0,0.0,0.0,26.0,36.0,30.0,15.008880994671403
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.483126110124334
2020-02-05,0.0,0.0,0.0,34.0,34.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,36.0,0.0,0.0,29.0,42.0,0.0,20.603907637655418
2020-02-06,26.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,9.41385435168739
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
